Unnamed: 0,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
1793,Sandeep Sharma,4.0,37,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1794,Imran Tahir,4.0,37,1,24.0,MI,Chidambaram,26 April 2019,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1795,Harry Gurney,4.0,37,1,24.0,CSK,Eden Gardens,14 April 2019,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1796,Dhawal Kulkarni,4.0,37,1,24.0,CSK,Chidambaram,31 March 2019,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1797,Kagiso Rabada,4.0,37,2,12.0,RR,Sawai Mansingh Stadium,22 April 2019,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1798,Harry Gurney,4.0,37,2,12.0,MI,Eden Gardens,28 April 2019,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1799,Shardul Thakur,4.0,37,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1800,Siddarth Kaul,4.0,64,2,12.0,MI,Sharjah Cricket Stadium,04 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1801,Ankit Rajpoot,4.0,60,0,0.0,MI,Zayed Cricket Stadium,25 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1802,Dale Steyn,4.0,57,0,0.0,PBKS,Dubai International Stadium,24 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1803,Chris Jordan,4.0,56,0,0.0,DC,Dubai International Stadium,20 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1804,Lungi Ngidi,4.0,56,1,24.0,RR,Sharjah Cricket Stadium,22 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1805,Piyush Chawla,4.0,55,1,24.0,RR,Sharjah Cricket Stadium,22 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1806,Lockie Ferguson,4.0,54,0,0.0,CSK,Dubai International Stadium,29 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1807,Kagiso Rabada,4.0,54,0,0.0,SRH,Dubai International Stadium,27 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1808,Tom Curran,4.0,54,1,24.0,CSK,Sharjah Cricket Stadium,22 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1809,Adam Zampa,4.0,53,1,24.0,MI,Dubai International Stadium,28 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1810,Mohammad Shami,4.0,53,3,8.0,RR,Sharjah Cricket Stadium,27 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1811,Jimmy Neesham,4.0,52,0,0.0,MI,Zayed Cricket Stadium,01 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1812,Sheldon Cottrell,3.0,52,1,18.0,RR,Sharjah Cricket Stadium,27 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1813,James Pattinson,4.0,51,0,0.0,RCB,Dubai International Stadium,28 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1814,Nathan Coulter-Nile,4.0,51,1,24.0,KKR,Zayed Cricket Stadium,16 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1815,Kagiso Rabada,4.0,51,1,24.0,KKR,Sharjah Cricket Stadium,03 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1816,Andre Russell,4.0,51,1,24.0,RCB,Sharjah Cricket Stadium,12 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1817,Jason Holder,4.0,50,1,24.0,DC,Zayed Cricket Stadium,08 November 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1818,Anrich Nortje,4.0,50,1,24.0,MI,Dubai International Stadium,05 November 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1819,Andrew Tye,4.0,50,1,24.0,DC,Sharjah Cricket Stadium,09 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1820,Pat Cummins,4.0,49,0,0.0,DC,Sharjah Cricket Stadium,03 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1821,Varun Chakaravarthy,4.0,49,1,24.0,DC,Sharjah Cricket Stadium,03 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1822,Pat Cummins,3.0,49,0,0.0,MI,Zayed Cricket Stadium,23 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1823,Umesh Yadav,4.0,48,0,0.0,SRH,Dubai International Stadium,21 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1824,Trent Boult,4.0,48,0,0.0,PBKS,Dubai International Stadium,18 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1825,Shahbaz Nadeem,4.0,48,0,0.0,DC,Zayed Cricket Stadium,08 November 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1826,Yuzvendra Chahal,4.0,48,1,24.0,MI,Dubai International Stadium,28 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1827,Sam Curran,4.0,48,1,24.0,RCB,Dubai International Stadium,10 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1828,Navdeep Saini,3.0,48,0,0.0,DC,Dubai International Stadium,05 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1829,Varun Aaron,4.0,47,0,0.0,PBKS,Zayed Cricket Stadium,30 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1830,Deepak Chahar,4.0,47,0,0.0,KKR,Zayed Cricket Stadium,07 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1831,Kartik Tyagi,4.0,47,0,0.0,PBKS,Zayed Cricket Stadium,30 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1832,Jofra Archer,4.0,46,0,0.0,PBKS,Sharjah Cricket Stadium,27 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1833,T Natarajan,4.0,46,0,0.0,RR,Dubai International Stadium,22 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1834,Jaydev Unadkat,4.0,46,0,0.0,RCB,Dubai International Stadium,17 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1835,Marcus Stoinis,4.0,46,1,24.0,KKR,Sharjah Cricket Stadium,03 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1836,Jason Holder,4.0,46,1,24.0,DC,Dubai International Stadium,27 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1837,Basil Thampi,4.0,46,1,24.0,KKR,Zayed Cricket Stadium,18 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1838,Krishnappa Gowtham,4.0,45,1,24.0,MI,Zayed Cricket Stadium,01 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1839,Kartik Tyagi,4.0,45,1,24.0,MI,Zayed Cricket Stadium,25 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1840,Mohit Sharma,4.0,45,1,24.0,PBKS,Dubai International Stadium,20 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1841,Mohammad Shami,4.0,45,2,12.0,RCB,Sharjah Cricket Stadium,15 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1842,Khaleel Ahmed,4.0,45,2,12.0,CSK,Dubai International Stadium,13 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1843,Isuru Udana,4.0,45,2,12.0,MI,Dubai International Stadium,28 September 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
1844,Ravichandran Ashwin,3.0,45,0,0.0,KKR,Zayed Cricket Stadium,24 October 2020,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
