Unnamed: 0,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
156,Ajit Agarkar,4.0,45,0,0.0,CSK,Supersport Park,18 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
157,Dhawal Kulkarni,4.0,45,1,24.0,CSK,St George's Park,16 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
158,Manpreet Gony,4.0,45,1,24.0,DC,Kingsmead,23 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
159,Ajit Agarkar,4.0,45,1,24.0,RCB,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
160,Shanthakumaran Sreesanth,4.0,44,0,0.0,RR,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
161,Harmeet Singh Bansal,4.0,44,0,0.0,RCB,Newlands,22 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
162,Andrew Flintoff,4.0,44,1,24.0,MI,Newlands,18 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
163,Yusuf Abdulla,3.0,44,0,0.0,RR,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
164,Ishant Sharma,4.0,43,0,0.0,KKR,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
165,Ishant Sharma,4.0,43,0,0.0,DC,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
166,Praveen Kumar,4.0,43,0,0.0,DEC,New Wanderers Stadium,24 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
167,Amit Mishra,4.0,42,0,0.0,MI,Supersport Park,21 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
168,Irfan Pathan,4.0,42,0,0.0,DEC,De Beers Diamond Oval,09 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
169,Abhimanyu Mithun,4.0,42,0,0.0,MI,St George's Park,10 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
170,Ajit Agarkar,4.0,41,0,0.0,DEC,New Wanderers Stadium,16 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
171,Albie Morkel,4.0,41,1,24.0,DC,Kingsmead,23 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
172,Lakshmipathy Balaji,4.0,41,1,24.0,PBKS,Supersport Park,07 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
173,Lakshmipathy Balaji,3.3,41,1,21.0,DEC,Kingsmead,27 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
174,Ishant Sharma,4.0,40,0,0.0,RCB,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
175,Jacques Kallis,4.0,40,0,0.0,KKR,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
176,Ishant Sharma,4.0,40,0,0.0,RCB,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
177,Irfan Pathan,4.0,40,1,24.0,RR,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
178,Harmeet Singh Bansal,3.5,40,0,0.0,KKR,New Wanderers Stadium,16 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
179,Lakshmipathy Balaji,3.0,40,0,0.0,KKR,Supersport Park,18 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
180,Anil Kumble,4.0,39,0,0.0,DEC,Newlands,22 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
181,Ajantha Mendis,4.0,39,0,0.0,MI,St George's Park,27 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
182,Ryan Harris,4.0,39,0,0.0,CSK,Buffalo Park,04 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
183,Munaf Patel,4.0,39,2,12.0,DC,OUTsurance Oval,17 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
184,Amit Mishra,3.0,39,0,0.0,DEC,Kingsmead,13 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
185,Albie Morkel,3.0,39,0,0.0,KKR,Supersport Park,18 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
186,Ajantha Mendis,4.0,38,0,0.0,CSK,Supersport Park,18 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
187,Lasith Malinga,4.0,38,1,24.0,DC,Supersport Park,21 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
188,Irfan Pathan,4.0,38,1,24.0,CSK,Supersport Park,07 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
189,Vinay Kumar,4.0,38,2,12.0,CSK,New Wanderers Stadium,23 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
190,Shane Warne,3.0,38,2,9.0,PBKS,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
191,Shane Warne,4.0,37,0,0.0,PBKS,Newlands,26 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
192,Irfan Pathan,4.0,37,0,0.0,KKR,St George's Park,03 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
193,Muttiah Muralitharan,4.0,37,0,0.0,PBKS,Supersport Park,07 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
194,Praveen Kumar,4.0,37,1,24.0,DEC,Newlands,22 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
195,Shanthakumaran Sreesanth,4.0,37,1,24.0,CSK,Supersport Park,07 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
196,Shanthakumaran Sreesanth,4.0,37,1,24.0,DEC,De Beers Diamond Oval,09 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
197,Lasith Malinga,4.0,37,1,24.0,RCB,St George's Park,10 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
198,Praveen Kumar,4.0,37,2,12.0,CSK,St George's Park,20 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
199,Jacques Kallis,3.0,37,0,0.0,DC,St George's Park,26 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
200,Praveen Kumar,4.0,36,0,0.0,PBKS,Kingsmead,24 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
201,Moises Henriques,4.0,36,0,0.0,DC,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
202,RP Singh,4.0,36,1,24.0,CSK,Buffalo Park,04 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
203,Shadab Jakati,4.0,36,1,24.0,KKR,Supersport Park,18 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
204,Shane Warne,4.0,36,1,24.0,DEC,De Beers Diamond Oval,11 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
205,Ishant Sharma,4.0,36,2,12.0,KKR,Newlands,23 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
206,Ishant Sharma,4.0,36,2,12.0,RR,Newlands,23 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
207,Yusuf Abdulla,4.0,36,4,6.0,RCB,Kingsmead,01 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
208,Munaf Patel,3.0,36,1,18.0,KKR,Newlands,23 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
209,Albie Morkel,3.0,36,1,18.0,PBKS,Supersport Park,07 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
210,Dhawal Kulkarni,3.0,36,1,18.0,DC,Supersport Park,21 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
211,Vikram Singh,2.0,36,0,0.0,CSK,Supersport Park,07 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
212,Moises Henriques,4.0,35,1,24.0,DC,New Wanderers Stadium,10 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
213,Venugopal Rao,4.0,35,1,24.0,CSK,Kingsmead,27 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
214,Kamran Khan,4.0,35,1,24.0,DC,Supersport Park,28 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
215,Dale Steyn,4.0,35,1,24.0,CSK,St George's Park,20 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
216,Anureet Singh,4.0,35,2,12.0,RR,Newlands,23 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
217,Shadab Jakati,4.0,35,2,12.0,RR,De Beers Diamond Oval,09 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
218,Irfan Pathan,4.0,35,3,8.0,RCB,Kingsmead,24 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
219,Praveen Kumar,3.4,35,1,22.0,CSK,Kingsmead,14 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
220,Siddharth Trivedi,3.0,35,0,0.0,CSK,Supersport Park,30 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
221,Kamran Khan,2.4,35,0,0.0,CSK,Supersport Park,30 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
222,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,28 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
223,Zaheer Khan,4.0,34,0,0.0,CSK,Newlands,18 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
224,Ashok Dinda,4.0,34,1,24.0,PBKS,Kingsmead,21 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
225,Ryan Harris,4.0,34,1,24.0,RCB,New Wanderers Stadium,24 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
226,Sanath Jayasuriya,4.0,34,2,12.0,CSK,Newlands,18 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
227,Dwayne Bravo,4.0,34,3,8.0,DEC,Kingsmead,25 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
228,Yusuf Pathan,4.0,34,3,8.0,DEC,De Beers Diamond Oval,11 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
229,Muttiah Muralitharan,4.0,33,0,0.0,RR,Supersport Park,30 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
230,Venugopal Rao,4.0,33,0,0.0,MI,Kingsmead,25 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
231,Yusuf Abdulla,4.0,33,1,24.0,KKR,St George's Park,03 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
232,RP Singh,4.0,33,2,12.0,DC,Supersport Park,22 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
233,Vinay Kumar,4.0,33,2,12.0,KKR,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
234,Amit Mishra,4.0,33,3,8.0,RR,OUTsurance Oval,17 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
235,Siddharth Trivedi,3.0,33,1,18.0,DEC,De Beers Diamond Oval,11 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
236,Ramesh Powar,3.0,33,1,18.0,RR,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
237,Anil Kumble,4.0,32,0,0.0,MI,St George's Park,10 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
238,Zaheer Khan,4.0,32,0,0.0,DEC,Kingsmead,25 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
239,Vinay Kumar,4.0,32,0,0.0,MI,New Wanderers Stadium,03 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
240,Johan Botha,4.0,32,0,0.0,MI,Kingsmead,14 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
241,Amit Mishra,4.0,32,1,24.0,DEC,Supersport Park,30 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
242,Albie Morkel,4.0,32,1,24.0,DC,New Wanderers Stadium,02 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
243,Lasith Malinga,4.0,32,1,24.0,PBKS,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
244,Lakshmipathy Balaji,4.0,32,1,24.0,RCB,Kingsmead,14 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
245,Chetanya Nanda,4.0,32,1,24.0,RCB,St George's Park,10 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
246,Roelof van der Merwe,4.0,32,1,24.0,DEC,Supersport Park,21 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
247,Piyush Chawla,4.0,32,1,24.0,MI,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
248,Moises Henriques,4.0,32,1,24.0,PBKS,Kingsmead,21 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
249,Thilan Thushara,4.0,32,1,24.0,MI,Newlands,18 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
250,Manpreet Gony,4.0,32,2,12.0,MI,Newlands,18 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
251,Shane Warne,4.0,32,2,12.0,DC,Supersport Park,28 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
252,Irfan Pathan,4.0,32,2,12.0,CSK,Kingsmead,20 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
253,Scott Styris,4.0,32,2,12.0,KKR,Newlands,19 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
254,Pragyan Ojha,4.0,32,2,12.0,RCB,Supersport Park,21 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
255,Dillon du Preez,4.0,32,3,8.0,MI,New Wanderers Stadium,03 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
256,Scott Styris,4.0,32,3,8.0,RCB,Newlands,22 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
257,Dwayne Bravo,3.0,32,0,0.0,RCB,New Wanderers Stadium,03 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
258,Jaskaran Singh,3.0,32,0,0.0,RCB,Supersport Park,21 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
259,RP Singh,3.0,32,1,18.0,CSK,Kingsmead,27 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
260,Balachandra Akhil,3.0,32,1,18.0,KKR,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
261,Brett Lee,4.0,31,0,0.0,DEC,New Wanderers Stadium,17 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
262,Praveen Kumar,4.0,31,0,0.0,RR,Supersport Park,07 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
263,Ryan Harris,4.0,31,0,0.0,PBKS,New Wanderers Stadium,17 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
264,Albie Morkel,4.0,31,1,24.0,MI,St George's Park,16 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
265,Sanath Jayasuriya,4.0,31,1,24.0,DEC,Supersport Park,06 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
266,Roelof van der Merwe,4.0,31,1,24.0,DC,New Wanderers Stadium,19 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
267,Harbhajan Singh,4.0,31,1,24.0,RR,Kingsmead,14 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
268,Pankaj Singh,4.0,31,2,12.0,DC,St George's Park,26 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
269,Kevin Pietersen,4.0,31,2,12.0,DEC,Newlands,22 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
270,Zaheer Khan,4.0,31,3,8.0,KKR,Buffalo Park,01 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
271,Yusuf Abdulla,4.0,31,4,6.0,RCB,Kingsmead,24 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
272,Chris Gayle,3.5,31,0,0.0,RCB,Kingsmead,29 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
273,Shoaib Ahmed,3.0,31,0,0.0,CSK,Kingsmead,27 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
274,Dwayne Bravo,3.0,31,2,9.0,KKR,St George's Park,27 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
275,Angelo Mathews,2.2,31,0,0.0,RCB,Supersport Park,12 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
276,Anil Kumble,4.0,30,0,0.0,CSK,New Wanderers Stadium,23 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
277,Yusuf Pathan,4.0,30,0,0.0,PBKS,Newlands,26 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
278,Andrew Symonds,4.0,30,0,0.0,RR,De Beers Diamond Oval,11 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
279,Jacob Oram,4.0,30,1,24.0,MI,Newlands,18 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
280,Lasith Malinga,4.0,30,1,24.0,DC,Buffalo Park,08 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
281,Tyron Henderson,4.0,30,1,24.0,RCB,Newlands,18 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
282,Vinay Kumar,4.0,30,1,24.0,MI,St George's Park,10 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
283,Vinay Kumar,4.0,30,2,12.0,DEC,New Wanderers Stadium,24 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
284,Piyush Chawla,4.0,30,2,12.0,RR,Kingsmead,05 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
285,Praveen Kumar,4.0,30,3,8.0,DC,New Wanderers Stadium,19 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
286,RP Singh,3.1,30,0,0.0,KKR,New Wanderers Stadium,16 May 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
287,KP Appanna,3.0,30,1,18.0,KKR,Kingsmead,29 April 2009,All,Most Runs Conceded Per Innings,Most Runs Conceded Per Innings All Seasons Combine.csv
