POS,Player,Runs,BF,4s,6s,Against,Venue,Match Date,SR,Unnamed: 0,Year,Metric,Source_File
42.0,Rohit Sharma,73,33,8,2,RR,Vidarbha Cricket Association Stadium,05 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
43.0,Robin Uthappa,68,33,3,6,CSK,M. Chinnaswamy Stadium,23 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
44.0,Rahul Dravid,52,33,5,2,KKR,M. Chinnaswamy Stadium,10 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
45.0,Virender Sehwag,64,34,6,3,KKR,Eden Gardens,07 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
46.0,Andrew Symonds,53,34,3,3,PBKS,Barabati Stadium,19 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
47.0,Sachin Tendulkar,71,35,10,0,KKR,Brabourne Stadium,22 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
48.0,Jacques Kallis,68,35,9,1,DEC,M. Chinnaswamy Stadium,08 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
49.0,Subramaniam Badrinath,53,35,7,2,PBKS,HPCA Stadium,18 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
50.0,Manvinder Bisla,75,36,7,4,RCB,M. Chinnaswamy Stadium,16 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
51.0,Kumar Sangakkara,52,36,9,1,DEC,HPCA Stadium,16 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
52.0,Manoj Tiwary,75,37,8,2,PBKS,IS Bindra Stadium,27 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
53.0,Paul Collingwood,75,37,3,7,RCB,Arun Jaitley Stadium,04 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
54.0,Kevin Pietersen,66,37,7,1,PBKS,IS Bindra Stadium,02 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
55.0,Tirumalasetti Suman,55,37,4,2,CSK,Vidarbha Cricket Association Stadium,10 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
56.0,Shikhar Dhawan,50,37,6,0,PBKS,Brabourne Stadium,30 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
57.0,Sourav Ganguly,50,37,6,1,PBKS,IS Bindra Stadium,27 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
58.0,Angelo Mathews,65,38,5,4,DEC,DY Patil Stadium,12 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
59.0,Jacques Kallis,54,38,5,1,DC,Arun Jaitley Stadium,04 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
60.0,Suresh Raina,52,38,4,2,DEC,Vidarbha Cricket Association Stadium,10 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
61.0,Paul Collingwood,51,38,1,3,DEC,Arun Jaitley Stadium,18 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
62.0,Sourav Ganguly,88,39,9,5,DEC,Eden Gardens,01 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
63.0,Sourav Ganguly,75,39,11,2,RR,Eden Gardens,17 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
64.0,Kumar Sangakkara,56,39,6,1,MI,IS Bindra Stadium,09 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
65.0,Gautam Gambhir,72,40,9,1,PBKS,IS Bindra Stadium,13 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
66.0,Sachin Tendulkar,72,40,8,1,CSK,Brabourne Stadium,25 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
67.0,Murali Vijay,50,40,4,2,KKR,Chidambaram,13 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
68.0,Shaun Marsh,88,41,8,5,CSK,HPCA Stadium,18 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
69.0,Ravi Bopara,56,41,7,1,DC,IS Bindra Stadium,13 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
70.0,Sachin Tendulkar,55,41,9,0,DEC,DY Patil Stadium,28 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
71.0,Subramaniam Badrinath,55,41,6,0,MI,Brabourne Stadium,25 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
72.0,Jacques Kallis,52,41,7,0,CSK,Chidambaram,31 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
73.0,Jacques Kallis,89,42,8,5,PBKS,M. Chinnaswamy Stadium,16 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
74.0,Ravi Bopara,77,42,9,2,RCB,M. Chinnaswamy Stadium,16 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
75.0,Shaun Marsh,57,42,6,1,MI,Brabourne Stadium,30 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
76.0,Sourav Ganguly,56,42,8,1,DC,Eden Gardens,07 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
77.0,Tirumalasetti Suman,78,43,6,3,RCB,M. Chinnaswamy Stadium,08 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
78.0,Jacques Kallis,66,43,10,0,MI,Brabourne Stadium,20 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
79.0,Owais Shah,58,43,3,3,DEC,DY Patil Stadium,12 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
80.0,Paul Collingwood,53,43,3,2,KKR,Arun Jaitley Stadium,29 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
81.0,Andrew Symonds,50,43,3,3,CSK,Chidambaram,14 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
82.0,Herschelle Gibbs,50,43,5,1,KKR,Eden Gardens,01 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
83.0,Rohit Sharma,51,44,7,0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
84.0,Brad Hodge,50,44,7,0,RCB,Eden Gardens,14 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
85.0,Sachin Tendulkar,89,45,10,2,RR,Sawai Mansingh Stadium,11 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
86.0,Abhishek Jhunjhunwala,53,45,5,1,DC,Narendra Modi Stadium,15 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
87.0,Chris Gayle,75,47,7,2,MI,Brabourne Stadium,22 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
88.0,Jacques Kallis,65,47,7,1,KKR,Eden Gardens,14 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
89.0,Mahela Jayawardena,93,49,13,2,DEC,HPCA Stadium,16 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
90.0,Gautam Gambhir,57,51,5,0,CSK,Chidambaram,15 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
91.0,Brendon McCullum,57,52,8,0,MI,Eden Gardens,19 April 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
92.0,Parthiv Patel,57,53,4,2,PBKS,Chidambaram,21 March 2010,,,2010,Fastest Fifties,Fastest Fifties - 2010.csv
1.0,Paul Valthaty,120,23,19,2,CSK,IS Bindra Stadium,13 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
2.0,Dinesh Karthik,69,24,7,5,KTK,Holkar Cricket Stadium,13 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
3.0,Jesse Ryder,60,24,5,5,DC,DY Patil Stadium,17 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
4.0,Sunny Sohal,56,24,6,4,CSK,Chidambaram,01 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
5.0,Adam Gilchrist,106,25,8,9,RCB,HPCA Stadium,17 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
6.0,Virender Sehwag,119,27,13,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
7.0,Shaun Marsh,95,27,9,6,DC,Arun Jaitley Stadium,23 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
8.0,Chris Gayle,89,27,9,5,MI,Chidambaram,27 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
9.0,Chris Gayle,107,28,10,9,PBKS,M. Chinnaswamy Stadium,06 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
10.0,Virender Sehwag,77,28,8,4,PBKS,Arun Jaitley Stadium,23 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
11.0,Gautam Gambhir,75,28,11,1,RR,Sawai Mansingh Stadium,15 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
12.0,MS Dhoni,63,28,5,4,DC,Chidambaram,12 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
13.0,Chris Gayle,102,29,10,7,KKR,Eden Gardens,22 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
14.0,Murali Vijay,95,29,4,6,RCB,Chidambaram,28 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
15.0,David Warner,77,29,7,4,PBKS,Arun Jaitley Stadium,23 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
16.0,Shaun Marsh,71,29,6,3,RR,IS Bindra Stadium,21 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
17.0,Bharat Chipli,61,29,5,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
18.0,Ambati Rayudu,53,29,3,4,KTK,Wankhede Stadium,15 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
19.0,Aiden Blizzard,51,29,7,2,KKR,Wankhede Stadium,25 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
20.0,Shane Watson,89,30,9,6,MI,Wankhede Stadium,20 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
21.0,Mahela Jayawardena,76,30,8,2,PBKS,Holkar Cricket Stadium,13 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
22.0,Yuvraj Singh,66,30,4,5,DC,DY Patil Stadium,17 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
23.0,Adam Gilchrist,61,30,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
24.0,Mahela Jayawardena,56,30,9,0,MI,Wankhede Stadium,15 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
25.0,JP Duminy,55,30,2,4,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
26.0,Tillakaratne Dilshan,52,30,8,1,KTK,M. Chinnaswamy Stadium,08 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
27.0,Rohit Sharma,87,31,8,5,CSK,Wankhede Stadium,22 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
28.0,Suresh Raina,59,31,6,2,DEC,Chidambaram,01 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
29.0,Virat Kohli,56,31,8,2,DC,Arun Jaitley Stadium,26 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
30.0,Jesse Ryder,51,31,4,2,RCB,M. Chinnaswamy Stadium,29 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
31.0,Michael Hussey,79,32,8,1,RR,Chidambaram,04 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
32.0,MS Dhoni,70,32,3,6,RCB,M. Chinnaswamy Stadium,22 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
33.0,Chris Gayle,70,33,7,4,RR,Sawai Mansingh Stadium,11 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
34.0,Subramaniam Badrinath,63,33,6,2,PWI,DY Patil Stadium,27 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
35.0,Rohit Sharma,56,33,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
36.0,Ajinkya Rahane,52,33,7,0,CSK,Sawai Mansingh Stadium,09 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
37.0,Shaun Marsh,79,34,7,5,RCB,HPCA Stadium,17 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
38.0,Chris Gayle,75,34,4,6,CSK,M. Chinnaswamy Stadium,22 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
39.0,Murali Vijay,74,34,6,4,PBKS,IS Bindra Stadium,13 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
40.0,Shikhar Dhawan,95,35,14,1,PBKS,HPCA Stadium,21 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
41.0,Paul Valthaty,75,35,8,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
42.0,Sunny Sohal,62,35,8,1,DC,Arun Jaitley Stadium,19 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
43.0,Ambati Rayudu,59,35,7,2,DC,Wankhede Stadium,07 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
44.0,Ambati Rayudu,51,35,8,1,PBKS,Wankhede Stadium,02 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
45.0,Virender Sehwag,80,36,8,5,KTK,Jawaharlal Nehru Stadium,30 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
46.0,Virat Kohli,70,36,5,3,CSK,Wankhede Stadium,24 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
47.0,Virat Kohli,67,36,4,4,PWI,M. Chinnaswamy Stadium,29 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
48.0,Rohit Sharma,58,36,5,1,RR,Wankhede Stadium,20 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
49.0,Murali Vijay,53,36,2,3,RR,Sawai Mansingh Stadium,09 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
50.0,Adam Gilchrist,51,36,6,2,DEC,HPCA Stadium,21 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
51.0,Subramaniam Badrinath,71,37,7,2,MI,Wankhede Stadium,22 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
52.0,Rahul Dravid,66,37,10,0,CSK,Chidambaram,04 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
53.0,Manoj Tiwary,61,37,2,3,DC,Arun Jaitley Stadium,28 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
54.0,Dwaraka Ravi Teja,60,37,5,2,PBKS,HPCA Stadium,21 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
55.0,Venugopal Rao,60,37,4,4,RR,Sawai Mansingh Stadium,12 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
56.0,Jacques Kallis,54,37,7,0,CSK,Chidambaram,08 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
57.0,Subramaniam Badrinath,54,37,3,2,KKR,Eden Gardens,07 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
58.0,AB de Villiers,65,38,5,2,CSK,Chidambaram,16 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
59.0,Paul Valthaty,62,38,7,3,DC,HPCA Stadium,15 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
60.0,Mahela Jayawardena,55,38,2,2,KKR,Jawaharlal Nehru Stadium,05 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
61.0,Ryan ten Doeschate,70,39,6,3,MI,Wankhede Stadium,25 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
62.0,Eoin Morgan,66,39,8,2,KTK,Jawaharlal Nehru Stadium,05 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
63.0,Kumar Sangakkara,65,39,10,0,KTK,Jawaharlal Nehru Stadium,27 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
64.0,Yuvraj Singh,62,39,3,4,CSK,DY Patil Stadium,27 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
65.0,Suresh Raina,61,39,3,1,RR,Chidambaram,04 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
66.0,Shaun Marsh,61,39,8,0,MI,Wankhede Stadium,02 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
67.0,James Hopes,54,39,7,0,RCB,Arun Jaitley Stadium,26 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
68.0,Suresh Raina,50,39,5,1,KTK,Jawaharlal Nehru Stadium,18 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
69.0,Michael Hussey,63,40,3,3,RCB,Chidambaram,28 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
70.0,Jacques Kallis,59,40,4,3,MI,Eden Gardens,22 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
71.0,AB de Villiers,54,40,1,5,KTK,Jawaharlal Nehru Stadium,09 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
72.0,David Warner,54,40,6,1,RR,Sawai Mansingh Stadium,12 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
73.0,Brendon McCullum,81,41,10,2,MI,Wankhede Stadium,15 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
74.0,Suresh Raina,73,41,4,6,RCB,Wankhede Stadium,24 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
75.0,Ambati Rayudu,63,41,9,0,RCB,M. Chinnaswamy Stadium,12 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
76.0,James Hopes,55,41,10,0,MI,Wankhede Stadium,07 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
77.0,Subramaniam Badrinath,55,41,6,1,DC,Chidambaram,12 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
78.0,Shikhar Dhawan,54,41,4,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
79.0,Brad Hodge,51,41,3,2,CSK,Chidambaram,18 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
80.0,Michael Hussey,83,42,11,1,RCB,Chidambaram,16 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
81.0,Michael Hussey,61,42,6,1,PWI,Chidambaram,25 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
82.0,Sachin Tendulkar,55,42,7,0,RCB,M. Chinnaswamy Stadium,12 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
83.0,Ryan McLaren,51,42,6,1,PWI,DY Patil Stadium,10 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
84.0,Sachin Tendulkar,100,43,12,3,KTK,Wankhede Stadium,15 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
85.0,Johan Botha,67,43,8,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
86.0,Srikkanth Anirudha,64,43,6,2,KKR,Chidambaram,08 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
87.0,Manish Pandey,59,43,4,3,MI,DY Patil Stadium,04 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
88.0,Gautam Gambhir,54,43,7,0,PWI,DY Patil Stadium,19 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
89.0,Virat Kohli,71,44,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
90.0,Jacques Kallis,53,44,7,1,DEC,Eden Gardens,11 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
91.0,Sachin Tendulkar,51,44,3,1,PBKS,Wankhede Stadium,02 May 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
92.0,David Warner,51,44,5,1,DEC,Arun Jaitley Stadium,19 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
93.0,Jacques Kallis,80,46,7,2,RR,Sawai Mansingh Stadium,15 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
94.0,Subramaniam Badrinath,66,46,8,0,PBKS,IS Bindra Stadium,13 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
95.0,Tillakaratne Dilshan,59,49,4,2,MI,M. Chinnaswamy Stadium,12 April 2011,,,2011,Fastest Fifties,Fastest Fifties - 2011.csv
1.0,Owais Shah,60,19,5,5,RCB,M. Chinnaswamy Stadium,15 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
2.0,Virender Sehwag,73,20,12,1,RR,Sawai Mansingh Stadium,01 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
3.0,MS Dhoni,51,20,6,2,MI,M. Chinnaswamy Stadium,23 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
4.0,AB de Villiers,59,21,3,5,RR,Sawai Mansingh Stadium,23 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
5.0,Ross Taylor,55,22,7,2,RCB,Arun Jaitley Stadium,17 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
6.0,JP Duminy,58,24,3,5,RR,Sawai Mansingh Stadium,17 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
7.0,Chris Gayle,57,24,3,6,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
8.0,David Warner,79,25,10,4,PBKS,HPCA Stadium,19 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
9.0,Kevin Pietersen,50,25,6,3,MI,Arun Jaitley Stadium,27 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
10.0,David Warner,109,26,10,7,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
11.0,Mayank Agarwal,64,26,6,4,MI,M. Chinnaswamy Stadium,14 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
12.0,Shane Watson,58,26,6,4,PWI,Sawai Mansingh Stadium,13 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
13.0,Shane Watson,90,27,10,4,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
14.0,Manvinder Bisla,89,27,8,5,CSK,Chidambaram,27 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
15.0,Suresh Raina,73,27,3,5,KKR,Chidambaram,27 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
16.0,Chris Gayle,68,27,2,6,CSK,Chidambaram,12 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
17.0,David Hussey,65,27,4,5,DEC,IS Bindra Stadium,13 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
18.0,Virender Sehwag,57,27,5,4,PWI,Arun Jaitley Stadium,21 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
19.0,Murali Vijay,113,28,15,4,DC,Chidambaram,25 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
20.0,Gautam Gambhir,93,28,9,5,RCB,Eden Gardens,28 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
21.0,Virender Sehwag,87,28,10,3,PWI,Maharashtra Cricket Association's International Stadium,24 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
22.0,Gautam Gambhir,64,28,9,1,RCB,M. Chinnaswamy Stadium,10 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
23.0,Rohit Sharma,109,29,12,5,KKR,Eden Gardens,12 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
24.0,Tillakaratne Dilshan,71,29,8,2,DEC,M. Chinnaswamy Stadium,06 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
25.0,Kieron Pollard,64,29,6,4,RR,Wankhede Stadium,11 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
26.0,Ambati Rayudu,62,29,5,3,DC,Arun Jaitley Stadium,27 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
27.0,Rohit Sharma,50,29,3,3,PBKS,IS Bindra Stadium,25 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
28.0,Virender Sehwag,73,30,8,4,MI,Arun Jaitley Stadium,27 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
29.0,David Hussey,68,30,4,4,MI,IS Bindra Stadium,25 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
30.0,Gautam Gambhir,56,30,4,2,PWI,Eden Gardens,05 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
31.0,Mandeep Singh,75,31,8,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
32.0,Gautam Gambhir,62,31,6,3,CSK,Eden Gardens,14 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
33.0,Mahela Jayawardena,55,31,4,2,CSK,Chidambaram,25 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
34.0,Kieron Pollard,52,31,5,3,RCB,M. Chinnaswamy Stadium,14 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
35.0,Owais Shah,76,32,5,5,MI,Wankhede Stadium,11 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
36.0,Sachin Tendulkar,74,32,11,1,CSK,Wankhede Stadium,06 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
37.0,Chris Gayle,71,32,6,4,PBKS,M. Chinnaswamy Stadium,02 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
38.0,Faf du Plessis,71,32,5,4,RCB,Chidambaram,12 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
39.0,Jesse Ryder,86,33,7,4,DC,Arun Jaitley Stadium,21 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
40.0,Robin Uthappa,69,33,9,2,RCB,M. Chinnaswamy Stadium,17 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
41.0,Shaun Marsh,68,33,5,3,MI,Wankhede Stadium,22 April 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
42.0,Cameron White,65,33,7,2,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,,,2012,Fastest Fifties,Fastest Fifties - 2012.csv
