POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
70,Imran Tahir,3.2,12,4,0.0,12,5.0,DC,Chidambaram,01 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
71,Axar Patel,4.0,16,0,0.0,12,0.0,RR,Arun Jaitley Stadium,04 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
72,Kuldeep Yadav,4.0,16,0,0.0,12,0.0,CSK,Chidambaram,09 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
73,Deepak Chahar,4.0,17,0,0.0,12,0.0,RCB,Chidambaram,23 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
74,Moeen Ali,4.0,18,2,0.0,12,12.0,MI,Wankhede Stadium,15 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
75,Jofra Archer,3.0,14,0,0.0,12,0.0,KKR,Sawai Mansingh Stadium,07 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
76,Deepak Chahar,4.0,19,2,1.0,12,12.0,RR,Chidambaram,31 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
77,Sunil Narine,4.0,19,2,1.0,12,12.0,CSK,Eden Gardens,14 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
78,Deepak Chahar,4.0,20,1,0.0,12,24.0,DC,Arun Jaitley Stadium,26 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
79,Rashid Khan,4.0,21,3,0.0,12,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
80,Bhuvneshwar Kumar,4.0,21,0,0.0,12,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
81,Jasprit Bumrah,4.0,23,2,0.0,12,12.0,RR,Wankhede Stadium,13 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
82,Rashid Khan,4.0,23,1,0.0,12,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
83,Prasidh Krishna,4.0,23,0,0.0,12,0.0,CSK,Chidambaram,09 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
84,Bhuvneshwar Kumar,4.0,24,2,0.0,12,12.0,RCB,M. Chinnaswamy Stadium,04 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
85,Mitchell McClenaghan,4.0,24,0,0.0,12,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
86,Jasprit Bumrah,3.4,23,0,0.0,12,0.0,PBKS,IS Bindra Stadium,30 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
87,Khaleel Ahmed,4.0,26,0,0.0,12,0.0,CSK,Chidambaram,23 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
88,Mohammad Shami,4.0,27,2,0.0,12,12.0,DC,IS Bindra Stadium,01 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
89,Jasprit Bumrah,4.0,27,0,0.0,12,0.0,CSK,Wankhede Stadium,03 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
90,Rahul Chahar,4.0,27,0,0.0,12,0.0,PBKS,Wankhede Stadium,10 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
91,Jofra Archer,4.0,28,0,0.0,12,0.0,KKR,Eden Gardens,25 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
92,Sandeep Lamichhane,4.0,29,1,0.0,12,24.0,KKR,Arun Jaitley Stadium,30 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
93,Ishant Sharma,4.0,29,1,0.0,12,24.0,RR,Sawai Mansingh Stadium,22 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
94,Mohammad Shami,4.0,30,1,0.0,12,24.0,SRH,IS Bindra Stadium,08 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
95,Jasprit Bumrah,4.0,31,2,0.0,12,12.0,KKR,Wankhede Stadium,05 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
96,Navdeep Saini,4.0,31,1,0.0,12,24.0,KKR,Eden Gardens,19 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
97,Navdeep Saini,4.0,34,2,0.0,12,12.0,KKR,M. Chinnaswamy Stadium,05 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
98,Bhuvneshwar Kumar,4.0,34,0,0.0,12,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
99,Bhuvneshwar Kumar,4.0,35,2,0.0,12,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
100,Navdeep Saini,4.0,35,0,0.0,12,0.0,RR,Sawai Mansingh Stadium,02 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
101,Dhawal Kulkarni,4.0,37,1,0.0,12,24.0,CSK,Chidambaram,31 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
102,Ishant Sharma,4.0,38,3,0.0,12,8.0,RR,Arun Jaitley Stadium,04 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
103,Sandeep Lamichhane,4.0,40,3,0.0,12,8.0,PBKS,Arun Jaitley Stadium,20 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
104,Dale Steyn,4.0,40,2,0.0,12,12.0,KKR,Eden Gardens,19 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
105,Navdeep Saini,4.0,40,0,0.0,12,0.0,MI,M. Chinnaswamy Stadium,28 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
106,Bhuvneshwar Kumar,4.0,42,2,0.0,12,12.0,DC,ACA-VDCA Stadium,08 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
107,Krunal Pandya,4.0,14,0,0.0,11,0.0,KKR,Wankhede Stadium,05 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
108,Amit Mishra,4.0,17,3,0.0,11,8.0,RR,Arun Jaitley Stadium,04 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
109,Yuzvendra Chahal,4.0,17,2,0.0,11,12.0,RR,Sawai Mansingh Stadium,02 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
110,Dhawal Kulkarni,3.0,14,1,1.0,11,18.0,CSK,Sawai Mansingh Stadium,11 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
111,Dwayne Bravo,4.0,19,2,0.0,11,12.0,DC,ACA-VDCA Stadium,10 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
112,Jofra Archer,4.0,19,1,1.0,11,24.0,CSK,Sawai Mansingh Stadium,11 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
113,Trent Boult,4.0,20,1,0.0,11,24.0,CSK,ACA-VDCA Stadium,10 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
114,Mohammad Shami,4.0,21,1,0.0,11,24.0,DC,Arun Jaitley Stadium,20 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
115,Rashid Khan,4.0,21,0,0.0,11,0.0,MI,Wankhede Stadium,02 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
116,Siddarth Kaul,3.0,16,0,0.0,11,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
117,Rashid Khan,4.0,22,1,0.0,11,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
118,Kagiso Rabada,3.5,22,4,0.0,11,5.75,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
119,Murugan Ashwin,4.0,25,2,0.0,11,12.0,MI,IS Bindra Stadium,30 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
120,Mitchell Santner,4.0,25,1,0.0,11,24.0,RR,Sawai Mansingh Stadium,11 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
121,Mohammed Siraj,4.0,25,1,0.0,11,24.0,RR,Sawai Mansingh Stadium,02 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
122,Bhuvneshwar Kumar,4.0,25,0,0.0,11,0.0,PBKS,IS Bindra Stadium,08 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
123,Umesh Yadav,4.0,26,2,0.0,11,12.0,MI,M. Chinnaswamy Stadium,28 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
124,Bhuvneshwar Kumar,4.0,27,2,0.0,11,12.0,DC,Arun Jaitley Stadium,04 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
125,Jagadeesha Suchith,4.0,28,2,0.0,11,12.0,CSK,Chidambaram,01 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
126,Jason Behrendorff,4.0,28,1,0.0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
127,Ishant Sharma,4.0,29,0,0.0,11,0.0,PBKS,Arun Jaitley Stadium,20 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
128,Sandeep Warrier,4.0,29,0,0.0,11,0.0,MI,Eden Gardens,28 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
129,Deepak Chahar,4.0,30,1,0.0,11,24.0,SRH,Chidambaram,23 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
130,Prasidh Krishna,4.0,30,0,0.0,11,0.0,CSK,Eden Gardens,14 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
131,Mujeeb Ur Rahman,4.0,31,2,0.0,11,12.0,RR,Sawai Mansingh Stadium,25 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
132,Ishant Sharma,4.0,31,0,0.0,11,0.0,RCB,M. Chinnaswamy Stadium,07 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
133,Kagiso Rabada,4.0,32,2,0.0,11,12.0,PBKS,IS Bindra Stadium,01 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
134,Ish Sodhi,3.1,26,3,1.0,11,6.33,DC,Arun Jaitley Stadium,04 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
135,Deepak Chahar,4.0,33,2,0.0,11,12.0,RR,Sawai Mansingh Stadium,11 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
136,Lasith Malinga,4.0,35,3,0.0,11,8.0,KKR,Wankhede Stadium,05 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
137,Umesh Yadav,4.0,36,3,0.0,11,8.0,PBKS,M. Chinnaswamy Stadium,24 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
138,Hardus Viljoen,4.0,36,1,0.0,11,24.0,KKR,Eden Gardens,27 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
139,Yuzvendra Chahal,4.0,36,0,0.0,11,0.0,DC,M. Chinnaswamy Stadium,07 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
140,Dhawal Kulkarni,4.0,37,1,0.0,11,24.0,PBKS,IS Bindra Stadium,16 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
141,Trent Boult,4.0,37,0,0.0,11,0.0,CSK,Chidambaram,01 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
142,Mohammed Siraj,4.0,38,2,0.0,11,12.0,MI,M. Chinnaswamy Stadium,28 March 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
143,Umesh Yadav,4.0,47,2,0.0,11,12.0,CSK,M. Chinnaswamy Stadium,21 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
144,Ravichandran Ashwin,4.0,15,1,0.0,10,24.0,RCB,M. Chinnaswamy Stadium,24 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
145,Amit Mishra,4.0,16,1,0.0,10,24.0,SRH,ACA-VDCA Stadium,08 May 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
146,Keemo Paul,4.0,17,3,0.0,10,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
147,Harbhajan Singh,4.0,17,2,1.0,10,12.0,PBKS,Chidambaram,06 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
148,Axar Patel,4.0,18,1,0.0,10,24.0,SRH,Arun Jaitley Stadium,04 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
149,Moeen Ali,4.0,19,1,0.0,10,24.0,PBKS,IS Bindra Stadium,13 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
150,Krishnappa Gowtham,4.0,19,0,0.0,10,0.0,RCB,Sawai Mansingh Stadium,02 April 2019,2019,Most Dot Balls Innings,Most Dot Balls Innings - 2019.csv
1,Rashid Khan,4.0,7,3,0.0,17,8.0,DC,Dubai International Stadium,27 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
2,Jasprit Bumrah,4.0,14,4,1.0,17,6.0,DC,Dubai International Stadium,05 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
3,Trent Boult,4.0,18,4,1.0,17,6.0,CSK,Sharjah Cricket Stadium,23 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
4,Deepak Chahar,4.0,18,2,1.0,17,12.0,RR,Zayed Cricket Stadium,19 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
5,Mohammed Siraj,4.0,8,3,2.0,16,8.0,KKR,Zayed Cricket Stadium,21 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
6,T Natarajan,4.0,11,1,0.0,16,24.0,RCB,Sharjah Cricket Stadium,31 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
7,Rashid Khan,4.0,12,0,0.0,16,0.0,CSK,Dubai International Stadium,02 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
8,Pat Cummins,4.0,17,3,0.0,16,8.0,DC,Zayed Cricket Stadium,24 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
9,Navdeep Saini,4.0,18,0,0.0,16,0.0,CSK,Dubai International Stadium,10 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
10,Trent Boult,4.0,21,3,0.0,16,8.0,DC,Dubai International Stadium,31 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
11,Jofra Archer,4.0,21,2,0.0,16,12.0,SRH,Dubai International Stadium,22 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
12,Jasprit Bumrah,4.0,14,3,1.0,15,8.0,RCB,Zayed Cricket Stadium,28 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
13,Rashid Khan,4.0,14,2,0.0,15,12.0,PBKS,Dubai International Stadium,24 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
14,Mohammad Shami,4.0,15,3,0.0,15,8.0,DC,Dubai International Stadium,20 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
15,Chris Morris,4.0,16,0,1.0,15,0.0,KKR,Zayed Cricket Stadium,21 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
16,Jasprit Bumrah,4.0,17,3,0.0,15,8.0,DC,Dubai International Stadium,31 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
17,Jofra Archer,4.0,18,1,0.0,15,24.0,RCB,Zayed Cricket Stadium,03 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
18,Jofra Archer,4.0,19,1,0.0,15,24.0,KKR,Dubai International Stadium,01 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
19,Arshdeep Singh,4.0,25,1,1.0,15,24.0,KKR,Zayed Cricket Stadium,10 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
20,Adam Zampa,4.0,12,1,0.0,14,24.0,SRH,Zayed Cricket Stadium,06 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
21,Ravi Bishnoi,4.0,13,1,0.0,14,24.0,SRH,Dubai International Stadium,24 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
22,Washington Sundar,4.0,14,1,1.0,14,24.0,KKR,Zayed Cricket Stadium,21 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
23,Shivam Mavi,4.0,15,2,1.0,14,12.0,RR,Dubai International Stadium,01 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
24,Lockie Ferguson,4.0,17,1,0.0,14,24.0,RCB,Zayed Cricket Stadium,21 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
25,Jofra Archer,4.0,18,2,0.0,14,12.0,KKR,Dubai International Stadium,30 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
26,Chris Morris,4.0,19,3,0.0,14,8.0,CSK,Dubai International Stadium,10 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
27,Jofra Archer,4.0,19,3,0.0,14,8.0,DC,Dubai International Stadium,14 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
28,Josh Hazlewood,4.0,19,1,0.0,14,24.0,RR,Zayed Cricket Stadium,19 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
29,Jasprit Bumrah,4.0,20,4,0.0,14,6.0,RR,Zayed Cricket Stadium,06 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
30,Sheldon Cottrell,4.0,20,1,1.0,14,24.0,MI,Zayed Cricket Stadium,01 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
31,Navdeep Saini,4.0,21,0,0.0,14,0.0,PBKS,Sharjah Cricket Stadium,15 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
32,Nathan Coulter-Nile,4.0,25,1,0.0,14,24.0,CSK,Sharjah Cricket Stadium,23 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
33,Jofra Archer,4.0,25,1,0.0,14,24.0,SRH,Dubai International Stadium,11 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
34,Mohammed Siraj,4.0,28,2,0.0,14,12.0,SRH,Zayed Cricket Stadium,06 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
35,Jasprit Bumrah,4.0,32,2,0.0,14,12.0,KKR,Zayed Cricket Stadium,23 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
36,Sandeep Sharma,4.0,34,3,0.0,14,8.0,MI,Sharjah Cricket Stadium,03 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
37,Rashid Khan,4.0,12,3,1.0,13,8.0,PBKS,Dubai International Stadium,08 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
38,Washington Sundar,4.0,12,1,0.0,13,24.0,MI,Dubai International Stadium,28 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
39,Yuzvendra Chahal,4.0,12,1,0.0,13,24.0,KKR,Sharjah Cricket Stadium,12 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
40,Rashid Khan,4.0,14,3,0.0,13,8.0,DC,Zayed Cricket Stadium,29 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
41,Lockie Ferguson,4.0,15,3,0.0,13,8.0,SRH,Zayed Cricket Stadium,18 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
42,Yuzvendra Chahal,4.0,15,2,0.0,13,12.0,KKR,Zayed Cricket Stadium,21 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
43,Rahul Chahar,4.0,18,2,0.0,13,12.0,KKR,Zayed Cricket Stadium,16 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
44,Jasprit Bumrah,4.0,18,2,0.0,13,12.0,PBKS,Zayed Cricket Stadium,01 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
45,Sandeep Sharma,4.0,19,2,0.0,13,12.0,CSK,Dubai International Stadium,13 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
46,Varun Chakaravarthy,4.0,20,2,0.0,13,12.0,CSK,Dubai International Stadium,29 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
47,Shivam Mavi,4.0,20,2,0.0,13,12.0,RR,Dubai International Stadium,30 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
48,Vijay Shankar,4.0,20,1,0.0,13,24.0,KKR,Zayed Cricket Stadium,18 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
49,Rahul Chahar,4.0,22,2,0.0,13,12.0,CSK,Sharjah Cricket Stadium,23 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
50,Anrich Nortje,4.0,22,2,0.0,13,12.0,RCB,Dubai International Stadium,05 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
51,Sheldon Cottrell,4.0,24,2,0.0,13,12.0,DC,Dubai International Stadium,20 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
52,Rashid Khan,4.0,24,1,0.0,13,24.0,RCB,Sharjah Cricket Stadium,31 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
53,James Pattinson,4.0,25,2,0.0,13,12.0,KKR,Zayed Cricket Stadium,23 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
54,Bhuvneshwar Kumar,4.0,25,2,0.0,13,12.0,DC,Zayed Cricket Stadium,29 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
55,Jasprit Bumrah,4.0,25,2,0.0,13,12.0,CSK,Sharjah Cricket Stadium,23 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
56,Anrich Nortje,4.0,25,1,0.0,13,24.0,RR,Sharjah Cricket Stadium,09 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
57,Jofra Archer,4.0,26,2,0.0,13,12.0,PBKS,Zayed Cricket Stadium,30 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
58,Jofra Archer,4.0,26,1,0.0,13,24.0,CSK,Sharjah Cricket Stadium,22 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
59,Murugan Ashwin,4.0,27,1,0.0,13,24.0,KKR,Sharjah Cricket Stadium,26 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
60,Kagiso Rabada,4.0,28,2,0.0,13,12.0,MI,Zayed Cricket Stadium,11 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
61,Shardul Thakur,4.0,28,2,0.0,13,12.0,KKR,Zayed Cricket Stadium,07 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
62,Pat Cummins,4.0,28,1,0.0,13,24.0,SRH,Zayed Cricket Stadium,18 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
63,Trent Boult,4.0,30,2,1.0,13,12.0,KKR,Zayed Cricket Stadium,23 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
64,Pat Cummins,4.0,31,0,0.0,13,0.0,PBKS,Sharjah Cricket Stadium,26 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
65,Pat Cummins,4.0,34,4,0.0,13,6.0,RR,Dubai International Stadium,01 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
66,Mohammad Shami,4.0,35,3,0.0,13,8.0,KKR,Sharjah Cricket Stadium,26 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
67,Shreyas Gopal,4.0,14,1,0.0,12,24.0,CSK,Zayed Cricket Stadium,19 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
68,Chris Jordan,4.0,17,3,0.0,12,8.0,SRH,Dubai International Stadium,24 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
69,Pat Cummins,3.0,13,1,0.0,12,18.0,RR,Dubai International Stadium,30 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
70,Anrich Nortje,4.0,21,2,0.0,12,12.0,CSK,Dubai International Stadium,25 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
71,Jasprit Bumrah,4.0,22,1,0.0,12,24.0,KKR,Zayed Cricket Stadium,16 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
72,Chris Morris,4.0,22,0,0.0,12,0.0,PBKS,Sharjah Cricket Stadium,15 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
73,Sheldon Cottrell,3.0,17,2,0.0,12,9.0,RCB,Dubai International Stadium,24 September 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
74,Jasprit Bumrah,4.0,24,3,0.0,12,8.0,PBKS,Dubai International Stadium,18 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
75,Kamlesh Nagarkoti,4.0,24,1,0.0,12,24.0,RR,Dubai International Stadium,01 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
76,Chris Morris,4.0,26,4,0.0,12,6.0,RR,Dubai International Stadium,17 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
77,Trent Boult,4.0,26,2,0.0,12,12.0,RR,Zayed Cricket Stadium,06 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
78,Murugan Ashwin,4.0,27,1,0.0,12,24.0,SRH,Dubai International Stadium,24 October 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
79,Nathan Coulter-Nile,4.0,27,0,0.0,12,0.0,SRH,Sharjah Cricket Stadium,03 November 2020,2020,Most Dot Balls Innings,Most Dot Balls Innings - 2020.csv
