POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
14,Yuvraj Singh,4.0,13,3,0.0,15,8.0,DEC,New Wanderers Stadium,17 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
15,Amit Mishra,4.0,14,3,0.0,15,8.0,KKR,New Wanderers Stadium,10 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
16,Ajit Agarkar,4.0,15,2,0.0,15,12.0,RR,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
17,Muttiah Muralitharan,4.0,16,1,0.0,15,24.0,KKR,Supersport Park,18 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
18,RP Singh,4.0,18,2,1.0,15,12.0,RR,St George's Park,02 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
19,Yusuf Abdulla,4.0,19,2,0.0,15,12.0,MI,Kingsmead,29 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
20,Yusuf Pathan,4.0,19,1,0.0,15,24.0,DEC,St George's Park,02 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
21,Dimitri Mascarenhas,4.0,20,3,0.0,15,8.0,RCB,Newlands,18 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
22,Brett Lee,4.0,25,1,0.0,15,24.0,MI,Supersport Park,12 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
23,Shane Harwood,4.0,26,1,0.0,15,24.0,PBKS,Kingsmead,05 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
24,Ryan Harris,4.0,27,3,1.0,15,8.0,DC,Supersport Park,22 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
25,Anil Kumble,4.0,12,2,0.0,14,12.0,CSK,Kingsmead,14 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
26,Murali Kartik,4.0,12,1,0.0,14,24.0,DEC,New Wanderers Stadium,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
27,Munaf Patel,4.0,14,2,1.0,14,12.0,DC,Supersport Park,28 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
28,Jesse Ryder,4.0,14,2,0.0,14,12.0,RR,Newlands,18 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
29,Ishant Sharma,4.0,15,2,0.0,14,12.0,RCB,Kingsmead,29 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
30,Kamran Khan,4.0,15,2,0.0,14,12.0,PBKS,Newlands,26 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
31,Ishant Sharma,4.0,15,2,0.0,14,12.0,RCB,Kingsmead,29 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
32,Brett Lee,4.0,16,0,0.0,14,0.0,CSK,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
33,Shane Warne,4.0,18,2,0.0,14,12.0,RCB,Newlands,18 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
34,Amit Mishra,4.0,18,0,1.0,14,0.0,KKR,Kingsmead,05 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
35,Amit Singh,4.0,19,4,0.0,14,6.0,RCB,Supersport Park,07 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
36,Irfan Pathan,4.0,19,2,0.0,14,12.0,RCB,Kingsmead,01 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
37,Chaminda Vaas,4.0,19,2,0.0,14,12.0,RR,De Beers Diamond Oval,11 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
38,Shanthakumaran Sreesanth,4.0,20,2,0.0,14,12.0,DC,OUTsurance Oval,15 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
39,Shoaib Ahmed,4.0,20,2,0.0,14,12.0,DC,Supersport Park,30 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
40,Yusuf Abdulla,4.0,21,3,0.0,14,8.0,RR,Newlands,26 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
41,RP Singh,4.0,22,1,0.0,14,24.0,RR,De Beers Diamond Oval,11 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
42,RP Singh,3.4,22,4,0.0,14,5.5,KKR,Newlands,19 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
43,Muttiah Muralitharan,4.0,24,1,0.0,14,24.0,RCB,Kingsmead,14 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
44,RP Singh,4.0,27,2,0.0,14,12.0,MI,Kingsmead,25 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
45,Shane Warne,4.0,27,1,0.0,14,24.0,CSK,De Beers Diamond Oval,09 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
46,Dimitri Mascarenhas,4.0,29,1,1.0,14,24.0,KKR,Newlands,23 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
47,Lasith Malinga,4.0,32,1,0.0,14,24.0,PBKS,Supersport Park,12 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
48,Anureet Singh,4.0,35,2,0.0,14,12.0,RR,Newlands,23 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
49,Anil Kumble,3.1,5,5,1.0,13,3.8,RR,Newlands,18 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
50,Pragyan Ojha,4.0,14,2,0.0,13,12.0,KKR,Newlands,19 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
51,Lasith Malinga,4.0,15,3,0.0,13,8.0,CSK,Newlands,18 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
52,JP Duminy,4.0,15,2,0.0,13,12.0,PBKS,Supersport Park,12 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
53,Muttiah Muralitharan,4.0,15,1,0.0,13,24.0,RCB,New Wanderers Stadium,23 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
54,RP Singh,4.0,17,2,0.0,13,12.0,RCB,Newlands,22 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
55,Ishant Sharma,3.0,13,0,0.0,13,0.0,DEC,Newlands,19 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
56,Ishant Sharma,3.0,13,0,0.0,13,0.0,DEC,Newlands,19 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
57,Amit Mishra,4.0,19,3,0.0,13,8.0,DEC,Supersport Park,22 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
58,Johan Botha,4.0,19,2,0.0,13,12.0,KKR,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
59,RP Singh,4.0,19,2,0.0,13,12.0,MI,Supersport Park,06 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
60,Lasith Malinga,4.0,19,1,0.0,13,24.0,CSK,St George's Park,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
61,Siddharth Trivedi,4.0,20,1,0.0,13,24.0,PBKS,Kingsmead,05 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
62,Laxmi Ratan Shukla,4.0,20,0,0.0,13,0.0,RR,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
63,Dhawal Kulkarni,4.0,21,1,0.0,13,24.0,DEC,Supersport Park,06 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
64,Yuvraj Singh,4.0,22,3,0.0,13,8.0,RCB,Kingsmead,01 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
65,Munaf Patel,3.5,22,2,0.0,13,11.5,MI,Kingsmead,14 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
66,Shanthakumaran Sreesanth,4.0,23,2,0.0,13,12.0,CSK,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
67,Munaf Patel,4.0,24,2,0.0,13,12.0,PBKS,Newlands,26 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
68,Ishant Sharma,4.0,24,1,0.0,13,24.0,PBKS,Kingsmead,21 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
69,Brett Lee,4.0,24,1,0.0,13,24.0,DEC,De Beers Diamond Oval,09 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
70,Ishant Sharma,4.0,24,1,0.0,13,24.0,PBKS,Kingsmead,21 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
71,Shane Harwood,4.0,25,2,0.0,13,12.0,DEC,St George's Park,02 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
72,Praveen Kumar,4.0,27,2,0.0,13,12.0,PBKS,Kingsmead,01 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
73,Dwayne Bravo,4.0,27,1,0.0,13,24.0,CSK,Newlands,18 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
74,Ashok Dinda,4.0,29,1,0.0,13,24.0,CSK,Supersport Park,18 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
75,Praveen Kumar,4.0,31,0,0.0,13,0.0,RR,Supersport Park,07 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
76,Ryan Harris,4.0,34,1,1.0,13,24.0,RCB,New Wanderers Stadium,24 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
77,Lasith Malinga,4.0,12,2,0.0,12,12.0,PBKS,Kingsmead,29 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
78,Anil Kumble,4.0,16,4,0.0,12,6.0,DEC,New Wanderers Stadium,24 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
79,Anil Kumble,4.0,16,2,0.0,12,12.0,KKR,Kingsmead,29 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
80,Harbhajan Singh,4.0,17,4,0.0,12,6.0,DC,Supersport Park,21 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
81,Jacques Kallis,4.0,18,2,1.0,12,12.0,CSK,Kingsmead,14 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
82,Lakshmipathy Balaji,4.0,19,3,0.0,12,8.0,DC,Kingsmead,23 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
83,Muttiah Muralitharan,4.0,19,0,0.0,12,0.0,MI,St George's Park,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
84,Ryan Harris,4.0,20,2,0.0,12,12.0,KKR,New Wanderers Stadium,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
85,Jacques Kallis,4.0,20,1,0.0,12,24.0,RR,Supersport Park,07 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
86,Morne Morkel,4.0,20,0,0.0,12,0.0,RCB,Supersport Park,07 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
87,Amit Mishra,4.0,20,0,0.0,12,0.0,MI,Buffalo Park,08 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
88,Muttiah Muralitharan,4.0,22,2,0.0,12,12.0,RR,De Beers Diamond Oval,09 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
89,Harmeet Singh Bansal,4.0,23,2,0.0,12,12.0,RCB,New Wanderers Stadium,24 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
90,Anil Kumble,4.0,23,2,0.0,12,12.0,DEC,Supersport Park,21 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
91,Ishant Sharma,4.0,23,0,0.0,12,0.0,DEC,New Wanderers Stadium,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
92,Ishant Sharma,4.0,23,0,0.0,12,0.0,DEC,New Wanderers Stadium,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
93,Shadab Jakati,4.0,24,4,0.0,12,6.0,DC,New Wanderers Stadium,02 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
94,Dwayne Bravo,3.1,19,1,0.0,12,19.0,CSK,St George's Park,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
95,Lasith Malinga,4.0,24,1,0.0,12,24.0,DEC,Supersport Park,06 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
96,Harbhajan Singh,4.0,24,0,0.0,12,0.0,KKR,Buffalo Park,01 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
97,Jacques Kallis,4.0,24,0,0.0,12,0.0,DEC,New Wanderers Stadium,24 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
98,Jesse Ryder,4.0,24,0,0.0,12,0.0,PBKS,Kingsmead,01 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
99,Anil Kumble,4.0,25,2,0.0,12,12.0,PBKS,Kingsmead,01 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
100,Dwayne Bravo,4.0,27,1,0.0,12,24.0,RCB,St George's Park,10 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
101,Yusuf Pathan,4.0,27,0,0.0,12,0.0,KKR,Newlands,23 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
102,Piyush Chawla,4.0,30,2,0.0,12,12.0,RR,Kingsmead,05 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
103,Ryan Harris,4.0,31,0,0.0,12,0.0,PBKS,New Wanderers Stadium,17 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
104,Dillon du Preez,4.0,32,3,1.0,12,8.0,MI,New Wanderers Stadium,03 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
105,Scott Styris,4.0,32,2,0.0,12,12.0,KKR,Newlands,19 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
106,Yusuf Abdulla,4.0,36,4,1.0,12,6.0,RCB,Kingsmead,01 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
107,Ravichandran Ashwin,4.0,13,2,0.0,11,12.0,PBKS,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
108,Tirumalasetti Suman,4.0,14,2,0.0,11,12.0,MI,Supersport Park,06 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
109,Muttiah Muralitharan,3.0,11,2,0.0,11,9.0,DEC,Buffalo Park,04 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
110,JP Duminy,4.0,15,1,0.0,11,24.0,DC,Buffalo Park,08 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
111,RP Singh,4.0,16,1,0.0,11,24.0,RCB,New Wanderers Stadium,24 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
112,Suresh Raina,4.0,17,2,0.0,11,12.0,PBKS,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
113,Muttiah Muralitharan,4.0,17,1,0.0,11,24.0,DEC,Kingsmead,27 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
114,Jacques Kallis,4.0,17,1,0.0,11,24.0,DC,New Wanderers Stadium,19 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
115,Piyush Chawla,4.0,19,1,0.0,11,24.0,RCB,Kingsmead,24 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
116,Piyush Chawla,4.0,20,0,0.0,11,0.0,DEC,New Wanderers Stadium,17 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
117,Amit Singh,3.3,19,1,0.0,11,21.0,KKR,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
118,Ishant Sharma,4.0,23,2,0.0,11,12.0,KKR,New Wanderers Stadium,10 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
119,Ishant Sharma,4.0,23,2,0.0,11,12.0,DC,New Wanderers Stadium,10 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
120,Ramesh Powar,4.0,23,1,0.0,11,24.0,MI,Kingsmead,29 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
121,Jacques Kallis,4.0,23,0,0.0,11,0.0,MI,New Wanderers Stadium,03 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
122,Sudeep Tyagi,3.0,18,2,0.0,11,9.0,DC,New Wanderers Stadium,02 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
123,Dhawal Kulkarni,4.0,24,1,0.0,11,24.0,RCB,St George's Park,10 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
124,Laxmi Ratan Shukla,4.0,25,3,0.0,11,8.0,MI,St George's Park,27 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
125,Ryan Harris,4.0,25,0,0.0,11,0.0,MI,Supersport Park,06 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
126,Ajit Agarkar,3.0,19,0,0.0,11,0.0,DC,New Wanderers Stadium,10 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
127,Irfan Pathan,4.0,26,2,0.0,11,12.0,RR,Newlands,26 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
128,Wilkin Mota,4.0,26,1,0.0,11,24.0,DEC,De Beers Diamond Oval,09 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
129,Jacques Kallis,4.0,26,1,0.0,11,24.0,CSK,New Wanderers Stadium,23 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
130,Abhishek Nayar,4.0,26,0,0.0,11,0.0,RCB,New Wanderers Stadium,03 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
131,RP Singh,3.0,20,1,0.0,11,18.0,DC,Supersport Park,30 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
132,Piyush Chawla,4.0,27,2,0.0,11,12.0,KKR,St George's Park,03 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
133,Thilan Thushara,4.0,28,2,0.0,11,12.0,PBKS,Kingsmead,20 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
134,Dimitri Mascarenhas,4.0,28,2,0.0,11,12.0,DC,Supersport Park,28 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
135,Andrew Symonds,4.0,28,1,0.0,11,24.0,KKR,New Wanderers Stadium,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
136,Lasith Malinga,4.0,28,1,0.0,11,24.0,RR,Kingsmead,14 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
137,Dhawal Kulkarni,4.0,29,0,0.0,11,0.0,RR,Kingsmead,14 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
138,Lasith Malinga,4.0,30,1,0.0,11,24.0,DC,Buffalo Park,08 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
139,Yusuf Abdulla,4.0,31,4,0.0,11,6.0,RCB,Kingsmead,24 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
140,Albie Morkel,4.0,31,1,0.0,11,24.0,MI,St George's Park,16 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
141,Brett Lee,4.0,31,0,0.0,11,0.0,DEC,New Wanderers Stadium,17 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
142,Albie Morkel,3.0,24,2,1.0,11,9.0,DEC,Buffalo Park,04 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
143,Piyush Chawla,4.0,32,1,0.0,11,24.0,MI,Supersport Park,12 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
144,RP Singh,4.0,33,2,0.0,11,12.0,DC,Supersport Park,22 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
145,Vinay Kumar,4.0,33,2,0.0,11,12.0,KKR,Supersport Park,12 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
146,Ishant Sharma,4.0,36,2,0.0,11,12.0,KKR,Newlands,23 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
147,Ishant Sharma,4.0,36,2,0.0,11,12.0,RR,Newlands,23 April 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
148,Munaf Patel,4.0,39,2,0.0,11,12.0,DC,OUTsurance Oval,17 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
149,Jacques Kallis,4.0,40,0,0.0,11,0.0,KKR,Supersport Park,12 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
150,Ishant Sharma,4.0,40,0,0.0,11,0.0,RCB,Supersport Park,12 May 2009,2009,Most Dot Balls Innings,Most Dot Balls Innings - 2009.csv
1,Dirk Nannes,4.0,12,2,0.0,18,12.0,PBKS,IS Bindra Stadium,13 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
2,Ravichandran Ashwin,4.0,13,2,0.0,18,12.0,DEC,Vidarbha Cricket Association Stadium,10 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
3,Doug Bollinger,4.0,13,4,1.0,17,6.0,DEC,DY Patil Stadium,22 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
4,Doug Bollinger,4.0,15,2,1.0,17,12.0,KKR,Chidambaram,13 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
5,Ramesh Powar,4.0,25,0,0.0,17,0.0,DC,Arun Jaitley Stadium,11 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
6,Dale Steyn,4.0,15,1,0.0,16,24.0,RR,Sawai Mansingh Stadium,14 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
7,Sanath Jayasuriya,4.0,17,2,0.0,16,12.0,DC,Arun Jaitley Stadium,17 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
8,Ravichandran Ashwin,4.0,14,1,0.0,15,24.0,DEC,DY Patil Stadium,22 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
9,Dale Steyn,3.0,11,1,1.0,15,18.0,DEC,DY Patil Stadium,24 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
10,Ravichandran Ashwin,4.0,16,3,0.0,15,8.0,KKR,Chidambaram,13 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
11,Muttiah Muralitharan,4.0,16,3,0.0,15,8.0,PBKS,Chidambaram,21 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
12,Praveen Kumar,4.0,18,3,0.0,15,8.0,RR,M. Chinnaswamy Stadium,18 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
13,Shane Bond,4.0,20,1,1.0,15,24.0,RR,Eden Gardens,17 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
14,Doug Bollinger,4.0,15,2,0.0,14,12.0,RR,Chidambaram,03 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
15,Piyush Chawla,4.0,16,2,0.0,14,12.0,DC,Arun Jaitley Stadium,11 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
16,Shadab Jakati,4.0,17,2,1.0,14,12.0,RCB,Chidambaram,31 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
17,Zaheer Khan,4.0,17,2,1.0,14,12.0,RR,Sawai Mansingh Stadium,11 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
18,Anil Kumble,4.0,17,1,0.0,14,24.0,KKR,M. Chinnaswamy Stadium,10 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
19,Nayan Doshi,4.0,17,1,0.0,14,24.0,DEC,DY Patil Stadium,24 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
20,Dale Steyn,4.0,18,0,0.0,14,0.0,RR,M. Chinnaswamy Stadium,18 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
21,Anil Kumble,4.0,19,0,0.0,14,0.0,KKR,Eden Gardens,14 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
22,Ramesh Powar,4.0,22,1,0.0,14,24.0,CSK,Chidambaram,21 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
23,Dale Steyn,4.0,26,3,0.0,14,8.0,MI,Brabourne Stadium,20 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
24,Zaheer Khan,4.0,27,2,0.0,14,12.0,KKR,Brabourne Stadium,22 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
25,Chaminda Vaas,4.0,27,2,0.0,14,12.0,PBKS,Barabati Stadium,19 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
26,Kemar Roach,4.0,32,0,0.0,14,0.0,MI,DY Patil Stadium,28 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
27,Anil Kumble,3.5,9,3,0.0,13,7.66,RR,M. Chinnaswamy Stadium,18 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
28,Amit Mishra,4.0,13,1,0.0,13,24.0,CSK,Chidambaram,15 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
29,Lasith Malinga,3.4,12,3,0.0,13,7.33,DEC,DY Patil Stadium,28 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
30,Muttiah Muralitharan,4.0,16,1,0.0,13,24.0,DEC,DY Patil Stadium,22 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
31,RP Singh,4.0,17,3,0.0,13,8.0,RR,Vidarbha Cricket Association Stadium,05 April 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
32,MF Maharoof,3.0,13,2,0.0,13,9.0,RR,Arun Jaitley Stadium,31 March 2010,2010,Most Dot Balls Innings,Most Dot Balls Innings - 2010.csv
