POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
146,Ravindra Jadeja,4.0,34,0,0.0,RCB,M. Chinnaswamy Stadium,14 May 2016,2016,Most Runs Conceded Innings,Most Runs Conceded Innings - 2016.csv
147,Sunil Narine,4.0,34,1,24.0,RCB,Eden Gardens,16 May 2016,2016,Most Runs Conceded Innings,Most Runs Conceded Innings - 2016.csv
148,Mustafizur Rahman,4.0,34,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,2016,Most Runs Conceded Innings,Most Runs Conceded Innings - 2016.csv
149,Ashok Dinda,4.0,34,1,24.0,DC,Arun Jaitley Stadium,05 May 2016,2016,Most Runs Conceded Innings,Most Runs Conceded Innings - 2016.csv
150,Harbhajan Singh,4.0,34,1,24.0,DC,ACA-VDCA Stadium,15 May 2016,2016,Most Runs Conceded Innings,Most Runs Conceded Innings - 2016.csv
1,Kagiso Rabada,4.0,59,0,0.0,SRH,Arun Jaitley Stadium,02 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
2,Pat Cummins,4.0,59,0,0.0,MI,Arun Jaitley Stadium,06 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
3,Lasith Malinga,4.0,58,0,0.0,PBKS,Holkar Cricket Stadium,20 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
4,Ishant Sharma,4.0,58,0,0.0,MI,Holkar Cricket Stadium,20 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
5,Ravindra Jadeja,4.0,57,0,0.0,RCB,Saurashtra Cricket Association Stadium,18 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
6,Ashok Dinda,4.0,57,0,0.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
7,Mohit Sharma,4.0,57,2,12.0,MI,Wankhede Stadium,11 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
8,Aniket Choudhary,4.0,55,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
9,Mitchell McClenaghan,4.0,54,1,24.0,PBKS,Wankhede Stadium,11 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
10,Umesh Yadav,4.0,53,1,24.0,DC,Arun Jaitley Stadium,17 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
11,Sreenath Aravind,4.0,53,1,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
12,Imran Tahir,4.0,53,1,24.0,GL,Saurashtra Cricket Association Stadium,14 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
13,Mitchell McClenaghan,4.0,51,1,24.0,KKR,Wankhede Stadium,09 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
14,Lasith Malinga,4.0,51,1,24.0,GL,Wankhede Stadium,16 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
15,Praveen Kumar,4.0,51,1,24.0,RPS,Saurashtra Cricket Association Stadium,14 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
16,Mitchell McClenaghan,4.0,50,0,0.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
17,Shardul Thakur,4.0,50,0,0.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
18,Chris Woakes,4.0,49,2,12.0,SRH,Eden Gardens,15 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
19,Imran Tahir,4.0,48,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
20,Basil Thampi,4.0,48,1,24.0,PBKS,IS Bindra Stadium,07 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
21,Mohit Sharma,4.0,47,0,0.0,RCB,Holkar Cricket Stadium,10 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
22,Trent Boult,3.5,47,0,0.0,MI,Wankhede Stadium,09 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
23,Ashish Nehra,4.0,46,1,24.0,MI,Wankhede Stadium,12 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
24,Chris Woakes,4.0,46,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
25,Mitchell McClenaghan,4.0,46,1,24.0,RPS,Wankhede Stadium,16 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
26,Mitchell McClenaghan,4.0,46,2,12.0,PBKS,Holkar Cricket Stadium,20 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
27,Lasith Malinga,4.0,45,0,0.0,PBKS,Wankhede Stadium,11 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
28,Jasprit Bumrah,4.0,45,0,0.0,GL,Wankhede Stadium,16 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
29,Adam Zampa,4.0,45,1,24.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
30,Varun Aaron,4.0,45,2,12.0,DC,Arun Jaitley Stadium,15 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
31,Harbhajan Singh,3.0,45,0,0.0,PBKS,Wankhede Stadium,11 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
32,Siddarth Kaul,3.0,45,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
33,Lockie Ferguson,4.0,44,0,0.0,GL,Saurashtra Cricket Association Stadium,14 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
34,Basil Thampi,4.0,44,0,0.0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
35,Basil Thampi,4.0,44,1,24.0,KKR,Eden Gardens,21 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
36,Shane Watson,4.0,44,1,24.0,RPS,M. Chinnaswamy Stadium,16 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
37,Kuldeep Yadav,4.0,43,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
38,Varun Aaron,4.0,43,0,0.0,GL,IS Bindra Stadium,07 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
39,James Faulkner,4.0,43,0,0.0,PBKS,IS Bindra Stadium,07 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
40,Adam Milne,4.0,43,1,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
41,Pradeep Sangwan,4.0,43,1,24.0,DC,Arun Jaitley Stadium,04 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
42,Shane Watson,4.0,43,1,24.0,PBKS,M. Chinnaswamy Stadium,05 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
43,Harshal Patel,4.0,43,3,8.0,DC,Arun Jaitley Stadium,14 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
44,Basil Thampi,3.4,43,1,22.0,DC,Green Park,10 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
45,Mohammed Siraj,4.0,42,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
46,Sunil Narine,4.0,42,0,0.0,GL,Eden Gardens,21 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
47,KC Cariappa,4.0,42,0,0.0,SRH,IS Bindra Stadium,28 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
48,Shubham Agarwal,4.0,42,1,24.0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
49,Mitchell McClenaghan,4.0,42,1,24.0,SRH,Wankhede Stadium,12 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
50,Sandeep Sharma,4.0,42,1,24.0,MI,Wankhede Stadium,11 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
51,Rashid Khan,4.0,42,2,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
52,Ashish Nehra,4.0,42,2,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
53,Ashish Nehra,4.0,42,3,8.0,PBKS,IS Bindra Stadium,28 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
54,Dhawal Kulkarni,2.5,42,0,0.0,KKR,Saurashtra Cricket Association Stadium,07 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
55,Billy Stanlake,4.0,41,0,0.0,PBKS,Holkar Cricket Stadium,10 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
56,Ben Stokes,4.0,41,0,0.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
57,Ishant Sharma,4.0,41,0,0.0,SRH,IS Bindra Stadium,28 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
58,Sandeep Sharma,4.0,41,1,24.0,DC,Arun Jaitley Stadium,15 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
59,Jaydev Unadkat,4.0,41,1,24.0,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
60,Ben Cutting,4.0,41,1,24.0,KKR,Eden Gardens,15 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
61,Mohammed Siraj,4.0,41,2,12.0,DC,Arun Jaitley Stadium,02 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
62,Nathan Coulter-Nile,3.2,41,2,10.0,GL,Eden Gardens,21 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
63,Shane Watson,3.0,41,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
64,Angelo Mathews,3.0,41,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
65,Nathan Coulter-Nile,3.0,41,0,0.0,RPS,Eden Gardens,03 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
66,Umesh Yadav,4.0,40,0,0.0,MI,Eden Gardens,13 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
67,Basil Thampi,4.0,40,1,24.0,DC,Arun Jaitley Stadium,04 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
68,Trent Boult,4.0,40,1,24.0,GL,Saurashtra Cricket Association Stadium,07 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
69,Ravindra Jadeja,4.0,40,1,24.0,RPS,Saurashtra Cricket Association Stadium,14 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
70,Sandeep Sharma,4.0,40,2,12.0,GL,Saurashtra Cricket Association Stadium,23 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
71,Jaydev Unadkat,4.0,40,2,12.0,MI,Wankhede Stadium,24 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
72,Mohammad Shami,3.0,40,0,0.0,GL,Arun Jaitley Stadium,04 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
73,Samuel Badree,3.0,40,0,0.0,KKR,M. Chinnaswamy Stadium,07 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
74,Matt Henry,2.0,40,0,0.0,MI,Wankhede Stadium,11 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
75,Jasprit Bumrah,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,14 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
76,Bhuvneshwar Kumar,4.0,39,0,0.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
77,Chris Woakes,4.0,39,1,24.0,RCB,M. Chinnaswamy Stadium,07 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
78,Bipul Sharma,4.0,39,1,24.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
79,Yuzvendra Chahal,4.0,39,1,24.0,KKR,M. Chinnaswamy Stadium,07 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
80,Jasprit Bumrah,4.0,39,1,24.0,KKR,Wankhede Stadium,09 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
81,Bhuvneshwar Kumar,4.0,39,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
82,Karn Sharma,4.0,39,2,12.0,RPS,Wankhede Stadium,24 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
83,Tim Southee,4.0,39,2,12.0,KKR,Eden Gardens,13 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
84,Pat Cummins,4.0,39,2,12.0,KKR,Arun Jaitley Stadium,17 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
85,Mohammed Siraj,4.0,39,2,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
86,James Faulkner,4.0,39,2,12.0,DC,Green Park,10 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
87,Sandeep Sharma,3.0,39,0,0.0,MI,Holkar Cricket Stadium,20 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
88,Moises Henriques,3.0,39,0,0.0,PBKS,IS Bindra Stadium,28 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
89,Chris Morris,3.0,39,0,0.0,KKR,Eden Gardens,28 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
90,Corey Anderson,4.0,38,0,0.0,RCB,Arun Jaitley Stadium,14 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
91,Zaheer Khan,4.0,38,0,0.0,PBKS,Arun Jaitley Stadium,15 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
92,Carlos Brathwaite,4.0,38,1,24.0,GL,Green Park,10 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
93,Rashid Khan,4.0,38,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
94,KC Cariappa,4.0,38,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
95,Umesh Yadav,4.0,38,1,24.0,DC,Eden Gardens,28 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
96,Siddarth Kaul,4.0,38,1,24.0,DC,Arun Jaitley Stadium,02 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
97,Pat Cummins,4.0,38,1,24.0,GL,Green Park,10 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
98,James Faulkner,4.0,38,1,24.0,KKR,Eden Gardens,21 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
99,Pradeep Sangwan,4.0,38,2,12.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
100,Chris Woakes,3.0,38,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
101,Colin de Grandhomme,4.0,37,0,0.0,PBKS,IS Bindra Stadium,09 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
102,Zaheer Khan,4.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
103,Pradeep Sangwan,4.0,37,0,0.0,SRH,Green Park,13 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
104,Sunil Narine,4.0,37,0,0.0,MI,Eden Gardens,13 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
105,Pat Cummins,4.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
106,Mohit Sharma,4.0,37,1,24.0,DC,Arun Jaitley Stadium,15 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
107,Amit Mishra,4.0,37,1,24.0,MI,Arun Jaitley Stadium,06 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
108,Dhawal Kulkarni,4.0,37,1,24.0,RCB,Saurashtra Cricket Association Stadium,18 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
109,Mohammad Shami,4.0,37,2,12.0,RPS,Arun Jaitley Stadium,12 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
110,Shardul Thakur,4.0,37,3,8.0,MI,Wankhede Stadium,16 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
111,Ankit Rajpoot,4.0,37,3,8.0,MI,Wankhede Stadium,09 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
112,Sunil Narine,3.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
113,Zaheer Khan,4.0,36,0,0.0,MI,Wankhede Stadium,22 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
114,Ben Stokes,4.0,36,0,0.0,GL,Maharashtra Cricket Association's International Stadium,01 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
115,Chris Morris,4.0,36,0,0.0,SRH,Arun Jaitley Stadium,02 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
116,Mitchell McClenaghan,4.0,36,0,0.0,RPS,Wankhede Stadium,24 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
117,Trent Boult,4.0,36,0,0.0,PBKS,Eden Gardens,13 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
118,Ben Stokes,4.0,36,1,24.0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
119,Yuzvendra Chahal,4.0,36,1,24.0,MI,Wankhede Stadium,01 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
120,Hardik Pandya,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
121,Axar Patel,4.0,36,1,24.0,KKR,Eden Gardens,13 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
122,Imran Tahir,4.0,36,1,24.0,KKR,Eden Gardens,03 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
123,Mitchell McClenaghan,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
124,Piyush Chawla,4.0,36,1,24.0,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
125,Mohammad Shami,4.0,36,1,24.0,GL,Green Park,10 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
126,Lasith Malinga,4.0,36,2,12.0,KKR,Wankhede Stadium,09 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
127,Axar Patel,4.0,36,2,12.0,GL,Saurashtra Cricket Association Stadium,23 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
128,Rashid Khan,4.0,36,2,12.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
129,Mohammad Shami,4.0,36,2,12.0,SRH,Arun Jaitley Stadium,02 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
130,Siddarth Kaul,4.0,36,3,8.0,PBKS,IS Bindra Stadium,28 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
131,Umesh Yadav,4.0,36,3,8.0,RCB,M. Chinnaswamy Stadium,07 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
132,Tymal Mills,3.5,36,0,0.0,MI,M. Chinnaswamy Stadium,14 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
133,Amit Mishra,3.0,36,0,0.0,KKR,Eden Gardens,28 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
134,Ashok Dinda,3.0,36,0,0.0,DC,Maharashtra Cricket Association's International Stadium,11 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
135,Sreenath Aravind,3.0,36,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
136,Corey Anderson,3.0,36,1,18.0,GL,Arun Jaitley Stadium,04 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
137,Piyush Chawla,3.0,36,1,18.0,PBKS,Eden Gardens,13 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
138,Iqbal Abdulla,3.0,36,2,9.0,DC,M. Chinnaswamy Stadium,08 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
139,Moises Henriques,2.1,36,0,0.0,DC,Arun Jaitley Stadium,02 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
140,Mohit Sharma,4.0,35,0,0.0,GL,IS Bindra Stadium,07 May 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
141,Adam Milne,4.0,35,0,0.0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017,2017,Most Runs Conceded Innings,Most Runs Conceded Innings - 2017.csv
