POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year,Metric,Source_File
19,Hardus Viljoen,4.0,51,1,24.0,RCB,M. Chinnaswamy Stadium,24 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
20,Dhawal Kulkarni,4.0,51,1,24.0,DC,Sawai Mansingh Stadium,22 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
21,Jaydev Unadkat,4.0,50,1,24.0,KKR,Eden Gardens,25 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
22,Ravindra Jadeja,4.0,49,0,0.0,KKR,Eden Gardens,14 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
23,Lasith Malinga,4.0,49,1,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
24,Dwayne Bravo,4.0,49,1,24.0,MI,Wankhede Stadium,03 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
25,Jason Behrendorff,4.0,49,1,24.0,RCB,Wankhede Stadium,15 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
26,Keemo Paul,3.0,49,0,0.0,CSK,ACA-VDCA Stadium,10 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
27,Siddarth Kaul,4.0,48,0,0.0,RR,Sawai Mansingh Stadium,27 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
28,Lasith Malinga,4.0,48,0,0.0,KKR,Eden Gardens,28 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
29,Jaydev Unadkat,4.0,48,1,24.0,PBKS,IS Bindra Stadium,16 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
30,Ben Stokes,4.0,48,2,12.0,PBKS,Sawai Mansingh Stadium,25 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
31,Umesh Yadav,4.0,47,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
32,Ravichandran Ashwin,4.0,47,0,0.0,KKR,Eden Gardens,27 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
33,Lasith Malinga,4.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,28 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
34,Pawan Negi,4.0,47,0,0.0,MI,Wankhede Stadium,15 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
35,Jofra Archer,4.0,47,1,24.0,RCB,Sawai Mansingh Stadium,02 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
36,Chris Morris,4.0,47,1,24.0,CSK,Chidambaram,01 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
37,Umesh Yadav,4.0,47,2,12.0,CSK,M. Chinnaswamy Stadium,21 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
38,Shreyas Gopal,4.0,47,2,12.0,DC,Sawai Mansingh Stadium,22 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
39,Ankit Rajpoot,4.0,46,0,0.0,RCB,M. Chinnaswamy Stadium,24 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
40,Umesh Yadav,4.0,46,0,0.0,SRH,M. Chinnaswamy Stadium,04 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
41,Jaydev Unadkat,4.0,46,1,24.0,MI,Sawai Mansingh Stadium,20 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
42,Deepak Chahar,4.0,46,1,24.0,MI,Chidambaram,26 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
43,Sandeep Lamichhane,4.0,46,1,24.0,RCB,M. Chinnaswamy Stadium,07 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
44,Mohammad Shami,4.0,46,2,12.0,RR,IS Bindra Stadium,16 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
45,Keemo Paul,4.0,46,2,12.0,KKR,Eden Gardens,12 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
46,Yuzvendra Chahal,3.0,45,0,0.0,KKR,Eden Gardens,19 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
47,Jasprit Bumrah,4.0,44,0,0.0,KKR,Eden Gardens,28 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
48,Navdeep Saini,4.0,44,1,24.0,DC,Arun Jaitley Stadium,28 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
49,Rashid Khan,4.0,44,1,24.0,RCB,M. Chinnaswamy Stadium,04 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
50,Rashid Khan,4.0,44,1,24.0,CSK,Chidambaram,23 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
51,Mohammad Shami,4.0,44,1,24.0,KKR,Eden Gardens,27 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
52,Yuzvendra Chahal,4.0,44,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
53,Shardul Thakur,4.0,44,2,12.0,RR,Sawai Mansingh Stadium,11 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
54,Sunil Narine,4.0,44,2,12.0,MI,Eden Gardens,28 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
55,Jaydev Unadkat,3.0,44,0,0.0,PBKS,Sawai Mansingh Stadium,25 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
56,Lasith Malinga,4.0,43,0,0.0,SRH,Wankhede Stadium,02 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
57,Piyush Chawla,4.0,43,0,0.0,PBKS,IS Bindra Stadium,03 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
58,Mohammad Shami,4.0,43,1,24.0,RCB,IS Bindra Stadium,13 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
59,Krunal Pandya,4.0,43,2,12.0,PBKS,IS Bindra Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
60,Arshdeep Singh,4.0,43,2,12.0,RR,IS Bindra Stadium,16 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
61,Prasidh Krishna,3.2,43,1,20.0,RR,Eden Gardens,25 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
62,Rasikh Salam,4.0,42,0,0.0,DC,Wankhede Stadium,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
63,Prasidh Krishna,4.0,42,0,0.0,PBKS,Eden Gardens,27 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
64,Jofra Archer,4.0,42,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
65,Umesh Yadav,4.0,42,0,0.0,PBKS,IS Bindra Stadium,13 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
66,Harry Gurney,4.0,42,1,24.0,RCB,Eden Gardens,19 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
67,Lockie Ferguson,4.0,42,1,24.0,PBKS,Eden Gardens,27 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
68,Siddarth Kaul,4.0,42,1,24.0,PBKS,IS Bindra Stadium,08 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
69,Arshdeep Singh,4.0,42,1,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
70,Sandeep Sharma,4.0,42,1,24.0,KKR,Eden Gardens,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
71,Trent Boult,4.0,42,1,24.0,MI,Wankhede Stadium,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
72,Kagiso Rabada,4.0,42,2,12.0,KKR,Eden Gardens,12 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
73,Mohammad Shami,4.0,42,2,12.0,MI,IS Bindra Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
74,Bhuvneshwar Kumar,4.0,42,2,12.0,DC,ACA-VDCA Stadium,08 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
75,Shardul Thakur,4.0,42,2,12.0,RR,Chidambaram,31 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
76,Khaleel Ahmed,4.0,42,3,8.0,MI,Wankhede Stadium,02 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
77,Mohammad Nabi,3.5,42,0,0.0,PBKS,IS Bindra Stadium,08 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
78,Shakib Al Hasan,3.4,42,1,22.0,KKR,Eden Gardens,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
79,Axar Patel,3.0,42,1,18.0,MI,Wankhede Stadium,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
80,Sam Curran,4.0,41,0,0.0,KKR,IS Bindra Stadium,03 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
81,Mohammad Shami,4.0,41,0,0.0,CSK,Chidambaram,06 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
82,Amit Mishra,4.0,41,0,0.0,PBKS,Arun Jaitley Stadium,20 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
83,Basil Thampi,4.0,41,0,0.0,DC,ACA-VDCA Stadium,08 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
84,Hardik Pandya,4.0,41,1,24.0,DC,Wankhede Stadium,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
85,Kagiso Rabada,4.0,41,1,24.0,KKR,Arun Jaitley Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
86,Chris Morris,4.0,41,1,24.0,RR,Sawai Mansingh Stadium,22 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
87,Harry Gurney,4.0,41,1,24.0,PBKS,IS Bindra Stadium,03 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
88,Ish Sodhi,4.0,41,1,24.0,PBKS,IS Bindra Stadium,16 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
89,Kuldeep Yadav,4.0,41,2,12.0,DC,Arun Jaitley Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
90,Yuzvendra Chahal,4.0,41,2,12.0,DC,Arun Jaitley Stadium,28 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
91,Prasidh Krishna,3.0,41,0,0.0,RCB,M. Chinnaswamy Stadium,05 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
92,Andrew Tye,3.0,41,1,18.0,KKR,IS Bindra Stadium,03 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
93,Shardul Thakur,4.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,21 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
94,Navdeep Saini,4.0,40,0,0.0,MI,M. Chinnaswamy Stadium,28 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
95,Andrew Tye,4.0,40,0,0.0,RCB,IS Bindra Stadium,13 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
96,Basil Thampi,4.0,40,0,0.0,MI,Wankhede Stadium,02 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
97,Ishant Sharma,4.0,40,1,24.0,RCB,Arun Jaitley Stadium,28 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
98,Jasprit Bumrah,4.0,40,1,24.0,DC,Wankhede Stadium,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
99,Deepak Chahar,4.0,40,1,24.0,PBKS,Chidambaram,06 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
100,Andrew Tye,4.0,40,1,24.0,MI,IS Bindra Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
101,Dale Steyn,4.0,40,2,12.0,KKR,Eden Gardens,19 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
102,Hardus Viljoen,4.0,40,2,12.0,MI,IS Bindra Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
103,Harshal Patel,4.0,40,2,12.0,KKR,Arun Jaitley Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
104,Sandeep Lamichhane,4.0,40,3,8.0,PBKS,Arun Jaitley Stadium,20 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
105,Khaleel Ahmed,4.0,40,3,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
106,Mitchell McClenaghan,4.0,40,3,8.0,DC,Wankhede Stadium,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
107,Umesh Yadav,3.5,40,0,0.0,RR,Sawai Mansingh Stadium,02 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
108,Dhawal Kulkarni,3.0,40,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
109,Ben Stokes,3.0,40,1,18.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
110,Axar Patel,4.0,39,1,24.0,RR,Sawai Mansingh Stadium,22 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
111,Umesh Yadav,4.0,39,1,24.0,DC,Arun Jaitley Stadium,28 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
112,Hardus Viljoen,4.0,39,2,12.0,DC,Arun Jaitley Stadium,20 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
113,Harbhajan Singh,4.0,39,2,12.0,SRH,Chidambaram,23 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
114,Navdeep Saini,4.0,39,2,12.0,SRH,M. Chinnaswamy Stadium,04 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
115,Jofra Archer,4.0,39,3,8.0,MI,Wankhede Stadium,13 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
116,Chris Morris,3.0,39,0,0.0,MI,Arun Jaitley Stadium,18 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
117,Hardik Pandya,3.0,39,0,0.0,PBKS,IS Bindra Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
118,Krishnappa Gowtham,3.0,39,0,0.0,MI,Wankhede Stadium,13 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
119,Krunal Pandya,3.0,39,1,18.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
120,Ben Stokes,3.0,39,2,9.0,CSK,Sawai Mansingh Stadium,11 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
121,Imran Tahir,4.0,38,0,0.0,SRH,Chidambaram,23 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
122,Sandeep Sharma,4.0,38,0,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
123,Mohammed Siraj,4.0,38,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
124,Mohammed Siraj,4.0,38,0,0.0,KKR,Eden Gardens,19 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
125,Andrew Tye,4.0,38,0,0.0,CSK,Chidambaram,06 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
126,Ravichandran Ashwin,4.0,38,1,24.0,KKR,IS Bindra Stadium,03 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
127,Jasprit Bumrah,4.0,38,1,24.0,PBKS,Wankhede Stadium,10 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
128,Lockie Ferguson,4.0,38,1,24.0,DC,Arun Jaitley Stadium,30 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
129,Dhawal Kulkarni,4.0,38,1,24.0,MI,Wankhede Stadium,13 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
130,Mohammed Siraj,4.0,38,2,12.0,MI,M. Chinnaswamy Stadium,28 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
131,Kagiso Rabada,4.0,38,2,12.0,MI,Arun Jaitley Stadium,18 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
132,Chris Morris,4.0,38,2,12.0,KKR,Eden Gardens,12 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
133,Ishant Sharma,4.0,38,3,8.0,RR,Arun Jaitley Stadium,04 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
134,Yuzvendra Chahal,4.0,38,4,6.0,MI,M. Chinnaswamy Stadium,28 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
135,Piyush Chawla,3.0,38,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
136,Harshal Patel,4.0,37,0,0.0,PBKS,IS Bindra Stadium,01 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
137,Trent Boult,4.0,37,0,0.0,CSK,Chidambaram,01 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
138,Bhuvneshwar Kumar,4.0,37,0,0.0,KKR,Eden Gardens,24 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
139,Shardul Thakur,4.0,37,0,0.0,MI,Wankhede Stadium,03 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
140,Lasith Malinga,4.0,37,1,24.0,DC,Arun Jaitley Stadium,18 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
141,Andrew Tye,4.0,37,1,24.0,KKR,Eden Gardens,27 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
142,Ravichandran Ashwin,4.0,37,1,24.0,MI,Wankhede Stadium,10 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
143,Dhawal Kulkarni,4.0,37,1,24.0,PBKS,IS Bindra Stadium,16 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
144,Sandeep Sharma,4.0,37,1,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
145,Imran Tahir,4.0,37,1,24.0,MI,Chidambaram,26 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
146,Harry Gurney,4.0,37,1,24.0,CSK,Eden Gardens,14 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
147,Dhawal Kulkarni,4.0,37,1,24.0,CSK,Chidambaram,31 March 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
148,Kagiso Rabada,4.0,37,2,12.0,RR,Sawai Mansingh Stadium,22 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
149,Harry Gurney,4.0,37,2,12.0,MI,Eden Gardens,28 April 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
150,Shardul Thakur,4.0,37,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,2019,Most Runs Conceded Innings,Most Runs Conceded Innings - 2019.csv
1,Siddarth Kaul,4.0,64,2,12.0,MI,Sharjah Cricket Stadium,04 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
2,Ankit Rajpoot,4.0,60,0,0.0,MI,Zayed Cricket Stadium,25 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
3,Dale Steyn,4.0,57,0,0.0,PBKS,Dubai International Stadium,24 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
4,Chris Jordan,4.0,56,0,0.0,DC,Dubai International Stadium,20 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
5,Lungi Ngidi,4.0,56,1,24.0,RR,Sharjah Cricket Stadium,22 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
6,Piyush Chawla,4.0,55,1,24.0,RR,Sharjah Cricket Stadium,22 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
7,Lockie Ferguson,4.0,54,0,0.0,CSK,Dubai International Stadium,29 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
8,Kagiso Rabada,4.0,54,0,0.0,SRH,Dubai International Stadium,27 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
9,Tom Curran,4.0,54,1,24.0,CSK,Sharjah Cricket Stadium,22 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
10,Adam Zampa,4.0,53,1,24.0,MI,Dubai International Stadium,28 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
11,Mohammad Shami,4.0,53,3,8.0,RR,Sharjah Cricket Stadium,27 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
12,Jimmy Neesham,4.0,52,0,0.0,MI,Zayed Cricket Stadium,01 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
13,Sheldon Cottrell,3.0,52,1,18.0,RR,Sharjah Cricket Stadium,27 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
14,James Pattinson,4.0,51,0,0.0,RCB,Dubai International Stadium,28 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
15,Nathan Coulter-Nile,4.0,51,1,24.0,KKR,Zayed Cricket Stadium,16 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
16,Kagiso Rabada,4.0,51,1,24.0,KKR,Sharjah Cricket Stadium,03 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
17,Andre Russell,4.0,51,1,24.0,RCB,Sharjah Cricket Stadium,12 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
18,Jason Holder,4.0,50,1,24.0,DC,Zayed Cricket Stadium,08 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
19,Anrich Nortje,4.0,50,1,24.0,MI,Dubai International Stadium,05 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
20,Andrew Tye,4.0,50,1,24.0,DC,Sharjah Cricket Stadium,09 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
21,Pat Cummins,4.0,49,0,0.0,DC,Sharjah Cricket Stadium,03 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
22,Varun Chakaravarthy,4.0,49,1,24.0,DC,Sharjah Cricket Stadium,03 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
23,Pat Cummins,3.0,49,0,0.0,MI,Zayed Cricket Stadium,23 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
24,Umesh Yadav,4.0,48,0,0.0,SRH,Dubai International Stadium,21 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
25,Trent Boult,4.0,48,0,0.0,PBKS,Dubai International Stadium,18 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
26,Shahbaz Nadeem,4.0,48,0,0.0,DC,Zayed Cricket Stadium,08 November 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
27,Yuzvendra Chahal,4.0,48,1,24.0,MI,Dubai International Stadium,28 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
28,Sam Curran,4.0,48,1,24.0,RCB,Dubai International Stadium,10 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
29,Navdeep Saini,3.0,48,0,0.0,DC,Dubai International Stadium,05 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
30,Varun Aaron,4.0,47,0,0.0,PBKS,Zayed Cricket Stadium,30 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
31,Deepak Chahar,4.0,47,0,0.0,KKR,Zayed Cricket Stadium,07 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
32,Kartik Tyagi,4.0,47,0,0.0,PBKS,Zayed Cricket Stadium,30 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
33,Jofra Archer,4.0,46,0,0.0,PBKS,Sharjah Cricket Stadium,27 September 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
34,T Natarajan,4.0,46,0,0.0,RR,Dubai International Stadium,22 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
35,Jaydev Unadkat,4.0,46,0,0.0,RCB,Dubai International Stadium,17 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
36,Marcus Stoinis,4.0,46,1,24.0,KKR,Sharjah Cricket Stadium,03 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
37,Jason Holder,4.0,46,1,24.0,DC,Dubai International Stadium,27 October 2020,2020,Most Runs Conceded Innings,Most Runs Conceded Innings - 2020.csv
