POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
58,Shivam Mavi,4.0,19,1,17,4.75,24.0,RR,Wankhede Stadium,24 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
59,Rahul Chahar,4.0,19,1,8,4.75,24.0,PBKS,Chidambaram,23 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
60,Anrich Nortje,4.0,19,1,15,4.75,24.0,MI,Sharjah Cricket Stadium,02 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
61,Ravi Bishnoi,4.0,19,0,9,4.75,0.0,KKR,Narendra Modi Stadium,26 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
62,Ravindra Jadeja,4.0,19,0,14,4.75,0.0,PBKS,Wankhede Stadium,16 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
63,Nathan Coulter-Nile,4.0,19,0,10,4.75,0.0,PBKS,Zayed Cricket Stadium,28 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
64,Mustafizur Rahman,4.0,20,3,12,5.0,8.0,SRH,Arun Jaitley Stadium,02 May 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
65,Shahbaz Ahmed,2.0,10,2,2,5.0,6.0,RR,Dubai International Stadium,29 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
66,Shardul Thakur,4.0,20,2,10,5.0,12.0,KKR,Zayed Cricket Stadium,26 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
67,Lockie Ferguson,2.0,10,2,6,5.0,6.0,DC,Sharjah Cricket Stadium,28 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
68,Shakib Al Hasan,4.0,20,1,10,5.0,24.0,SRH,Dubai International Stadium,03 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
69,Dwayne Bravo,2.0,10,1,6,5.0,12.0,PBKS,Wankhede Stadium,16 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
70,Mohammed Siraj,3.0,15,1,12,5.0,18.0,MI,Dubai International Stadium,26 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
71,Deepak Hooda,3.0,15,1,9,5.0,18.0,MI,Chidambaram,23 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
72,Sunil Narine,4.0,20,1,10,5.0,24.0,MI,Zayed Cricket Stadium,23 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
73,Sandeep Sharma,4.0,20,1,12,5.0,24.0,PBKS,Sharjah Cricket Stadium,25 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
74,Ravichandran Ashwin,4.0,20,1,14,5.0,24.0,RR,Zayed Cricket Stadium,25 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
75,Nathan Ellis,4.0,20,1,13,5.0,24.0,MI,Zayed Cricket Stadium,28 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
76,Ravichandran Ashwin,4.0,20,1,8,5.0,24.0,CSK,Dubai International Stadium,04 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
77,Sunil Narine,4.0,20,0,12,5.0,0.0,RCB,Zayed Cricket Stadium,20 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
78,Kieron Pollard,2.0,10,0,5,5.0,0.0,SRH,Chidambaram,17 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
79,Jayant Yadav,4.0,20,0,16,5.0,0.0,PBKS,Chidambaram,23 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
80,Yuzvendra Chahal,2.0,10,0,5,5.0,0.0,DC,Narendra Modi Stadium,27 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
81,Sunil Narine,4.0,20,0,11,5.0,0.0,RR,Wankhede Stadium,24 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
82,Varun Chakaravarthy,4.0,20,0,7,5.0,0.0,RCB,Sharjah Cricket Stadium,11 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
83,Bhuvneshwar Kumar,4.0,20,0,14,5.0,0.0,KKR,Dubai International Stadium,03 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
84,Sunil Narine,4.0,21,4,11,5.25,6.0,RCB,Sharjah Cricket Stadium,11 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
85,Mohammad Shami,4.0,21,3,13,5.25,8.0,RR,Dubai International Stadium,21 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
86,Axar Patel,4.0,21,3,8,5.25,8.0,MI,Sharjah Cricket Stadium,02 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
87,Khaleel Ahmed,4.0,21,3,9,5.25,8.0,PBKS,Chidambaram,21 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
88,Mohammad Shami,4.0,21,2,7,5.25,12.0,MI,Chidambaram,23 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
89,Mohammad Shami,4.0,21,2,11,5.25,12.0,CSK,Wankhede Stadium,16 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
90,Ravi Bishnoi,4.0,21,2,10,5.25,12.0,MI,Chidambaram,23 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
91,Adam Milne,4.0,21,2,14,5.25,12.0,CSK,Dubai International Stadium,19 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
92,Axar Patel,4.0,21,2,9,5.25,12.0,SRH,Dubai International Stadium,22 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
93,Ravindra Jadeja,4.0,21,1,5,5.25,24.0,KKR,Zayed Cricket Stadium,26 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
94,Axar Patel,4.0,21,1,11,5.25,24.0,PBKS,Narendra Modi Stadium,02 May 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
95,Umran Malik,4.0,21,1,11,5.25,24.0,RCB,Zayed Cricket Stadium,06 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
96,Jagadeesha Suchith,4.0,21,0,9,5.25,0.0,DC,Chidambaram,25 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
97,Kagiso Rabada,4.0,21,0,12,5.25,0.0,CSK,Dubai International Stadium,04 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
98,Shahbaz Ahmed,4.0,21,0,7,5.25,0.0,SRH,Zayed Cricket Stadium,06 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
99,Bhuvneshwar Kumar,3.0,16,1,7,5.33,18.0,PBKS,Chidambaram,21 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
100,Moeen Ali,3.0,16,0,8,5.33,0.0,DC,Dubai International Stadium,04 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
101,Moeen Ali,3.0,16,0,4,5.33,0.0,MI,Dubai International Stadium,19 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
102,Harshal Patel,3.1,17,4,10,5.36,4.75,MI,Dubai International Stadium,26 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
103,Sunil Narine,4.0,22,2,10,5.5,12.0,PBKS,Narendra Modi Stadium,26 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
104,Ravi Bishnoi,4.0,22,2,9,5.5,12.0,KKR,Dubai International Stadium,01 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
105,Mustafizur Rahman,4.0,22,2,6,5.5,12.0,DC,Zayed Cricket Stadium,25 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
106,Chris Woakes,4.0,22,2,13,5.5,12.0,RR,Wankhede Stadium,15 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
107,Mohammad Shami,4.0,22,1,14,5.5,24.0,CSK,Dubai International Stadium,07 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
108,Mustafizur Rahman,4.0,22,1,13,5.5,24.0,KKR,Wankhede Stadium,24 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
109,Shahbaz Ahmed,2.0,11,1,2,5.5,12.0,PBKS,Narendra Modi Stadium,30 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
110,Arshdeep Singh,4.0,22,1,9,5.5,24.0,SRH,Sharjah Cricket Stadium,25 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
111,Fabian Allen,4.0,22,1,13,5.5,24.0,SRH,Chidambaram,21 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
112,Varun Chakaravarthy,4.0,22,1,9,5.5,24.0,CSK,Zayed Cricket Stadium,26 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
113,Avesh Khan,4.0,22,1,9,5.5,24.0,KKR,Sharjah Cricket Stadium,13 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
114,Rashid Khan,4.0,22,0,11,5.5,0.0,MI,Chidambaram,17 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
115,Deepak Hooda,4.0,22,0,12,5.5,0.0,SRH,Chidambaram,21 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
116,Harpreet Brar,4.0,22,0,12,5.5,0.0,CSK,Dubai International Stadium,07 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
117,Varun Chakaravarthy,4.0,22,0,9,5.5,0.0,MI,Zayed Cricket Stadium,23 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
118,Rahul Chahar,4.0,22,0,10,5.5,0.0,CSK,Dubai International Stadium,19 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
119,Murugan Ashwin,4.0,22,0,7,5.5,0.0,SRH,Chidambaram,21 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
120,Mohammed Siraj,4.0,22,0,12,5.5,0.0,MI,Chidambaram,09 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
121,Deepak Hooda,2.0,11,0,3,5.5,0.0,DC,Narendra Modi Stadium,02 May 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
122,Ravi Bishnoi,3.0,17,2,8,5.66,9.0,MI,Zayed Cricket Stadium,28 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
123,Moeen Ali,3.0,17,1,6,5.66,18.0,PBKS,Wankhede Stadium,16 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
124,Harpreet Brar,3.0,17,1,4,5.66,18.0,RR,Dubai International Stadium,21 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
125,Rahul Tewatia,3.0,17,1,6,5.66,18.0,DC,Zayed Cricket Stadium,25 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
126,Mohammed Siraj,3.0,17,0,11,5.66,0.0,KKR,Chidambaram,18 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
127,Mohammed Siraj,3.0,17,0,11,5.66,0.0,SRH,Zayed Cricket Stadium,06 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
128,Riley Meredith,3.4,21,0,14,5.72,0.0,CSK,Wankhede Stadium,16 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
129,Chris Morris,4.0,23,4,18,5.75,6.0,KKR,Wankhede Stadium,24 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
130,Avesh Khan,4.0,23,2,11,5.75,12.0,CSK,Wankhede Stadium,10 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
131,Glenn Maxwell,4.0,23,2,8,5.75,12.0,MI,Dubai International Stadium,26 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
132,Kagiso Rabada,4.0,23,2,13,5.75,12.0,KKR,Sharjah Cricket Stadium,13 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
133,Rashid Khan,4.0,23,1,13,5.75,24.0,KKR,Dubai International Stadium,03 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
134,Shakib Al Hasan,4.0,23,1,4,5.75,24.0,MI,Chidambaram,13 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
135,Chetan Sakariya,4.0,23,1,12,5.75,24.0,KKR,Sharjah Cricket Stadium,07 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
136,Mohammad Shami,4.0,23,1,10,5.75,24.0,KKR,Dubai International Stadium,01 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
137,Trent Boult,4.0,23,0,13,5.75,0.0,DC,Chidambaram,20 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
138,Amit Mishra,4.0,24,4,11,6.0,6.0,MI,Chidambaram,20 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
139,Pat Cummins,4.0,24,3,15,6.0,8.0,DC,Narendra Modi Stadium,29 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
140,Josh Hazlewood,4.0,24,3,13,6.0,8.0,SRH,Sharjah Cricket Stadium,30 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
141,Ravi Bishnoi,4.0,24,3,10,6.0,8.0,SRH,Sharjah Cricket Stadium,25 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
142,Dwayne Bravo,4.0,24,3,10,6.0,8.0,RCB,Sharjah Cricket Stadium,24 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
143,Jasprit Bumrah,4.0,24,2,11,6.0,12.0,PBKS,Zayed Cricket Stadium,28 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
144,Anrich Nortje,4.0,24,2,9,6.0,12.0,RCB,Dubai International Stadium,08 October 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
145,Sam Curran,4.0,24,2,14,6.0,12.0,RR,Wankhede Stadium,19 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
146,Chris Woakes,3.0,18,2,11,6.0,9.0,CSK,Wankhede Stadium,10 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
147,Kieron Pollard,2.0,12,2,4,6.0,6.0,CSK,Arun Jaitley Stadium,01 May 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
148,Lockie Ferguson,4.0,24,2,11,6.0,12.0,RCB,Zayed Cricket Stadium,20 September 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
149,Abhishek Sharma,4.0,24,2,10,6.0,12.0,PBKS,Chidambaram,21 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
150,Rashid Khan,4.0,24,2,10,6.0,12.0,KKR,Chidambaram,11 April 2021,2021,Best Bowling Economy Innings,Best Bowling Economy Innings - 2021.csv
1,Jasprit Bumrah,4.0,10,5,18,2.5,4.8,KKR,DY Patil Stadium,09 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
2,Axar Patel,4.0,10,2,14,2.5,12.0,PBKS,Brabourne - CCI,20 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
3,Harshal Patel,4.0,11,2,19,2.75,12.0,KKR,DY Patil Stadium,30 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
4,Krunal Pandya,4.0,11,2,15,2.75,12.0,PBKS,Maharashtra Cricket Association Stadium,29 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
5,Sunil Narine,4.0,12,1,13,3.0,24.0,RCB,DY Patil Stadium,30 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
6,Rahul Chahar,4.0,13,2,13,3.25,12.0,KKR,Wankhede Stadium,01 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
7,Umran Malik,4.0,13,1,19,3.25,24.0,RCB,Brabourne - CCI,23 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
8,Moeen Ali,4.0,13,3,16,3.25,8.0,DC,DY Patil Stadium,08 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
9,Dushmantha Chameera,4.0,14,0,15,3.5,0.0,MI,Wankhede Stadium,24 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
10,Murugan Ashwin,4.0,14,2,14,3.5,12.0,DC,Brabourne - CCI,27 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
11,Trent Boult,4.0,14,1,17,3.5,24.0,GT,Narendra Modi Stadium,29 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
12,Axar Patel,4.0,14,2,14,3.5,12.0,PBKS,DY Patil Stadium,16 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
13,Varun Chakaravarthy,4.0,14,0,14,3.5,0.0,PBKS,Wankhede Stadium,01 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
14,Rashid Khan,4.0,15,0,10,3.75,0.0,RR,Eden Gardens,24 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
15,Yuzvendra Chahal,4.0,15,2,12,3.75,12.0,RCB,Wankhede Stadium,05 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
16,Wanindu Hasaranga,4.0,15,2,12,3.75,12.0,PBKS,Brabourne - CCI,13 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
17,Sunil Narine,4.0,15,0,10,3.75,0.0,CSK,Wankhede Stadium,26 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
18,Umesh Yadav,4.0,16,2,14,4.0,12.0,RCB,DY Patil Stadium,30 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
19,Mohsin Khan,4.0,16,4,15,4.0,6.0,DC,Wankhede Stadium,01 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
20,Prasidh Krishna,4.0,16,2,16,4.0,12.0,SRH,Maharashtra Cricket Association Stadium,29 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
21,Daniel Sams,4.0,16,3,18,4.0,8.0,CSK,Wankhede Stadium,12 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
22,Sandeep Sharma,4.0,17,0,15,4.25,0.0,GT,DY Patil Stadium,03 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
23,Dushmantha Chameera,4.0,17,2,17,4.25,12.0,PBKS,Maharashtra Cricket Association Stadium,29 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
24,Krunal Pandya,4.0,17,1,12,4.25,24.0,GT,Wankhede Stadium,28 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
25,Josh Hazlewood,4.0,17,2,13,4.25,12.0,SRH,Wankhede Stadium,08 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
26,Jasprit Bumrah,4.0,17,3,16,4.25,8.0,RR,DY Patil Stadium,02 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
27,Ravichandran Ashwin,4.0,17,3,14,4.25,8.0,RCB,Maharashtra Cricket Association Stadium,26 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
28,Hardik Pandya,4.0,17,3,14,4.25,8.0,RR,Narendra Modi Stadium,29 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
29,Mohsin Khan,4.0,18,1,10,4.5,24.0,GT,Maharashtra Cricket Association Stadium,10 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
30,Prashant Solanki,4.0,18,0,6,4.5,0.0,GT,Wankhede Stadium,15 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
31,Wanindu Hasaranga,4.0,18,5,14,4.5,4.8,SRH,Wankhede Stadium,08 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
32,Trent Boult,4.0,18,2,14,4.5,12.0,LSG,Brabourne - CCI,15 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
33,Kuldeep Yadav,4.0,18,3,8,4.5,8.0,MI,Brabourne - CCI,27 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
34,Mustafizur Rahman,4.0,18,3,14,4.5,8.0,KKR,Wankhede Stadium,28 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
35,Rashid Khan,4.0,18,1,9,4.5,24.0,RR,Narendra Modi Stadium,29 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
36,Sandeep Sharma,4.0,18,1,14,4.5,24.0,LSG,Maharashtra Cricket Association Stadium,29 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
37,Harshal Patel,4.0,18,1,11,4.5,24.0,RR,Wankhede Stadium,05 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
38,Sunil Narine,4.0,19,0,12,4.75,0.0,RR,Wankhede Stadium,02 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
39,Josh Hazlewood,4.0,19,1,10,4.75,24.0,CSK,Maharashtra Cricket Association Stadium,04 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
40,Mohammad Shami,4.0,19,2,9,4.75,12.0,CSK,Wankhede Stadium,15 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
41,Rahul Chahar,4.0,19,0,14,4.75,0.0,DC,DY Patil Stadium,16 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
42,Sunil Narine,4.0,19,1,13,4.75,24.0,DC,Wankhede Stadium,28 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
43,Pradeep Sangwan,4.0,19,2,12,4.75,12.0,RCB,Brabourne - CCI,30 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
44,Krunal Pandya,4.0,19,3,10,4.75,8.0,MI,Wankhede Stadium,24 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
45,Josh Hazlewood,4.0,19,2,16,4.75,12.0,RR,Maharashtra Cricket Association Stadium,26 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
46,Umesh Yadav,4.0,19,1,13,4.75,24.0,SRH,Maharashtra Cricket Association Stadium,14 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
47,Kumar Kartikeya Singh,4.0,19,1,9,4.75,24.0,RR,DY Patil Stadium,30 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
48,Mohsin Khan,4.0,20,3,16,5.0,8.0,KKR,DY Patil Stadium,18 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
49,Mohammad Shami,4.0,20,2,16,5.0,12.0,KKR,DY Patil Stadium,23 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
50,Wanindu Hasaranga,4.0,20,4,15,5.0,6.0,KKR,DY Patil Stadium,30 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
51,Umesh Yadav,4.0,20,2,15,5.0,12.0,CSK,Wankhede Stadium,26 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
52,Sai Kishore,4.0,20,0,7,5.0,0.0,RCB,Wankhede Stadium,19 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
53,Obed McCoy,4.0,20,2,11,5.0,12.0,CSK,Brabourne - CCI,20 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
54,Dwayne Bravo,4.0,20,3,11,5.0,8.0,KKR,Wankhede Stadium,26 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
55,Ravindra Jadeja,4.0,20,0,7,5.0,0.0,RCB,Maharashtra Cricket Association Stadium,04 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
56,Sunil Narine,4.0,20,1,12,5.0,24.0,LSG,Maharashtra Cricket Association Stadium,07 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
57,Yuzvendra Chahal,4.0,20,1,10,5.0,24.0,GT,Narendra Modi Stadium,29 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
58,Mohammad Shami,4.0,20,1,13,5.0,24.0,CSK,Maharashtra Cricket Association Stadium,17 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
59,Ravichandran Ashwin,4.0,20,0,5,5.0,0.0,LSG,Wankhede Stadium,10 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
60,Tim Southee,4.0,20,3,16,5.0,8.0,RCB,DY Patil Stadium,30 March 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
61,Akash Deep,4.0,20,1,14,5.0,24.0,MI,Maharashtra Cricket Association Stadium,09 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
62,Khaleel Ahmed,4.0,21,2,13,5.25,12.0,PBKS,Brabourne - CCI,20 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
63,Washington Sundar,4.0,21,2,7,5.25,12.0,CSK,DY Patil Stadium,09 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
64,Sunil Narine,4.0,21,2,12,5.25,12.0,DC,Brabourne - CCI,10 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
65,Moeen Ali,4.0,21,1,8,5.25,24.0,RR,Brabourne - CCI,20 May 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
66,Mustafizur Rahman,4.0,21,0,13,5.25,0.0,KKR,Brabourne - CCI,10 April 2022,2022,Best Bowling Economy Innings,Best Bowling Economy Innings - 2022.csv
