POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
23,Bhuvneshwar Kumar,4.0,16,2,18,4.0,12.0,RCB,M. Chinnaswamy Stadium,04 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
24,Karanveer Singh,4.0,16,2,12,4.0,12.0,RR,IS Bindra Stadium,23 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
25,Ravichandran Ashwin,4.0,16,2,17,4.0,12.0,RCB,JSCA Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
26,Morne Morkel,4.0,16,1,16,4.0,24.0,MI,Zayed Cricket Stadium,16 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
27,Ashok Dinda,2.0,8,0,7,4.0,0.0,RR,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
28,Harbhajan Singh,4.0,16,0,9,4.0,0.0,SRH,Dubai International Stadium,30 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
29,Ravi Rampaul,4.0,16,0,13,4.0,0.0,RR,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
30,Karn Sharma,2.0,8,0,5,4.0,0.0,RR,Zayed Cricket Stadium,18 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
31,Karn Sharma,4.0,17,3,14,4.25,8.0,RCB,M. Chinnaswamy Stadium,04 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
32,Lasith Malinga,4.0,17,2,14,4.25,12.0,DC,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
33,Yuzvendra Chahal,4.0,17,2,9,4.25,12.0,MI,Dubai International Stadium,19 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
34,Bhuvneshwar Kumar,4.0,17,2,16,4.25,12.0,MI,Dubai International Stadium,30 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
35,Wayne Parnell,4.0,17,1,17,4.25,24.0,MI,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
36,Sunil Narine,4.0,17,1,14,4.25,24.0,RCB,Sharjah Cricket Stadium,24 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
37,Lakshmipathy Balaji,4.0,17,1,11,4.25,24.0,RCB,Dubai International Stadium,28 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
38,Ravichandran Ashwin,4.0,17,0,9,4.25,0.0,SRH,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
39,JP Duminy,3.0,13,0,9,4.33,0.0,MI,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
40,Kane Richardson,4.0,18,2,11,4.5,12.0,RCB,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
41,Ravindra Jadeja,4.0,18,2,10,4.5,12.0,RR,JSCA Stadium,13 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
42,Ben Hilfenhaus,2.0,9,1,7,4.5,12.0,DC,Zayed Cricket Stadium,21 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
43,Yuzvendra Chahal,4.0,18,1,11,4.5,24.0,DC,Sharjah Cricket Stadium,17 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
44,Abu Nechim,4.0,18,1,7,4.5,24.0,CSK,JSCA Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
45,Sunil Narine,4.0,18,1,9,4.5,24.0,DC,Dubai International Stadium,19 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
46,Sunil Narine,4.0,18,1,10,4.5,24.0,MI,Barabati Stadium,14 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
47,Axar Patel,4.0,18,1,12,4.5,24.0,DC,Arun Jaitley Stadium,19 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
48,Piyush Chawla,4.0,19,3,7,4.75,8.0,PBKS,Barabati Stadium,11 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
49,Piyush Chawla,4.0,19,3,10,4.75,8.0,PBKS,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
50,Bhuvneshwar Kumar,4.0,19,3,15,4.75,8.0,PBKS,Sharjah Cricket Stadium,22 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
51,Karn Sharma,4.0,19,2,12,4.75,12.0,CSK,JSCA Stadium,22 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
52,Mitchell Johnson,4.0,19,2,12,4.75,12.0,RCB,Dubai International Stadium,28 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
53,Samuel Badree,4.0,19,1,15,4.75,24.0,RR,JSCA Stadium,13 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
54,Shahbaz Nadeem,4.0,19,1,9,4.75,24.0,MI,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
55,Karn Sharma,4.0,19,1,9,4.75,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
56,Sunil Narine,4.0,19,0,10,4.75,0.0,SRH,Eden Gardens,24 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
57,Sunil Narine,4.0,20,4,13,5.0,6.0,MI,Zayed Cricket Stadium,16 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
58,Sunil Narine,4.0,20,4,9,5.0,6.0,RCB,Eden Gardens,22 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
59,Pravin Tambe,4.0,20,4,14,5.0,6.0,RCB,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
60,Sandeep Sharma,3.0,15,3,12,5.0,6.0,RCB,Dubai International Stadium,28 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
61,Dale Steyn,4.0,20,2,15,5.0,12.0,MI,Dubai International Stadium,30 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
62,Morne Morkel,4.0,20,2,16,5.0,12.0,PBKS,Barabati Stadium,11 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
63,Dale Steyn,4.0,20,2,11,5.0,12.0,DC,Arun Jaitley Stadium,10 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
64,Ankit Sharma,4.0,20,2,12,5.0,12.0,CSK,JSCA Stadium,13 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
65,Irfan Pathan,2.0,10,2,4,5.0,6.0,MI,Dubai International Stadium,30 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
66,Parvinder Awana,3.0,15,2,11,5.0,9.0,DC,IS Bindra Stadium,25 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
67,Axar Patel,4.0,20,2,10,5.0,12.0,SRH,Sharjah Cricket Stadium,22 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
68,Piyush Chawla,3.0,15,1,7,5.0,18.0,MI,Zayed Cricket Stadium,16 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
69,Albie Morkel,4.0,20,1,12,5.0,24.0,PBKS,M. Chinnaswamy Stadium,09 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
70,Karn Sharma,4.0,20,1,6,5.0,24.0,RR,Narendra Modi Stadium,08 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
71,Praveen Kumar,4.0,20,1,16,5.0,24.0,PBKS,IS Bindra Stadium,21 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
72,Dale Steyn,4.0,20,0,12,5.0,0.0,CSK,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
73,Ravichandran Ashwin,4.0,20,0,9,5.0,0.0,MI,Dubai International Stadium,25 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
74,James Faulkner,4.0,20,0,9,5.0,0.0,SRH,Narendra Modi Stadium,08 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
75,Suresh Raina,4.0,20,0,9,5.0,0.0,RCB,JSCA Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
76,Axar Patel,4.0,20,0,12,5.0,0.0,KKR,Barabati Stadium,11 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
77,JP Duminy,2.0,10,0,6,5.0,0.0,RCB,Sharjah Cricket Stadium,17 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
78,Samuel Badree,3.0,15,0,7,5.0,0.0,RCB,JSCA Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
79,Shane Watson,4.0,21,3,12,5.25,8.0,KKR,Narendra Modi Stadium,05 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
80,Sandeep Sharma,4.0,21,3,16,5.25,8.0,KKR,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
81,Wayne Parnell,4.0,21,2,11,5.25,12.0,KKR,Arun Jaitley Stadium,07 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
82,Mitchell Starc,4.0,21,2,11,5.25,12.0,SRH,M. Chinnaswamy Stadium,04 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
83,Bhuvneshwar Kumar,4.0,21,2,12,5.25,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
84,Mitchell Starc,4.0,21,2,11,5.25,12.0,MI,Dubai International Stadium,19 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
85,Zaheer Khan,4.0,21,2,12,5.25,12.0,RCB,Dubai International Stadium,19 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
86,Pravin Tambe,4.0,21,1,7,5.25,24.0,SRH,Narendra Modi Stadium,08 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
87,Sunil Narine,4.0,21,1,13,5.25,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
88,Ravichandran Ashwin,4.0,21,1,11,5.25,24.0,KKR,JSCA Stadium,02 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
89,Shakib Al Hasan,4.0,21,1,13,5.25,24.0,MI,Barabati Stadium,14 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
90,Axar Patel,4.0,21,0,10,5.25,0.0,KKR,M. Chinnaswamy Stadium,01 June 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
91,Ishwar Pandey,4.0,21,0,12,5.25,0.0,MI,Dubai International Stadium,25 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
92,Morne Morkel,4.0,21,0,14,5.25,0.0,RCB,Eden Gardens,22 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
93,Mohit Sharma,3.0,16,1,9,5.33,18.0,RCB,M. Chinnaswamy Stadium,24 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
94,Tim Southee,3.0,16,0,9,5.33,0.0,RCB,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
95,James Faulkner,2.0,11,3,7,5.5,4.0,KKR,Zayed Cricket Stadium,29 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
96,Imran Tahir,4.0,22,3,11,5.5,8.0,PBKS,Arun Jaitley Stadium,19 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
97,Harbhajan Singh,4.0,22,2,10,5.5,12.0,KKR,Barabati Stadium,14 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
98,Karanveer Singh,4.0,22,2,8,5.5,12.0,DC,IS Bindra Stadium,25 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
99,Jasprit Bumrah,4.0,22,2,12,5.5,12.0,RCB,Wankhede Stadium,06 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
100,Rajat Bhatia,4.0,22,2,7,5.5,12.0,SRH,Zayed Cricket Stadium,18 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
101,Dwayne Smith,2.0,11,1,4,5.5,12.0,SRH,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
102,Moises Henriques,2.0,11,1,5,5.5,12.0,RR,Narendra Modi Stadium,08 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
103,Ishwar Pandey,4.0,22,1,14,5.5,24.0,RR,Dubai International Stadium,23 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
104,Axar Patel,4.0,22,1,14,5.5,24.0,RR,Sharjah Cricket Stadium,20 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
105,Rishi Dhawan,4.0,22,1,11,5.5,24.0,DC,IS Bindra Stadium,25 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
106,Mohammad Shami,4.0,22,1,10,5.5,24.0,RR,Arun Jaitley Stadium,03 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
107,Axar Patel,4.0,22,1,7,5.5,24.0,RCB,M. Chinnaswamy Stadium,09 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
108,Axar Patel,2.0,11,0,5,5.5,0.0,RCB,Dubai International Stadium,28 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
109,Lasith Malinga,4.0,22,0,11,5.5,0.0,CSK,Dubai International Stadium,25 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
110,Harbhajan Singh,4.0,22,0,10,5.5,0.0,CSK,Wankhede Stadium,10 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
111,Mohit Sharma,3.0,17,1,6,5.66,18.0,DC,Zayed Cricket Stadium,21 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
112,Rahul Tewatia,3.0,17,1,9,5.66,18.0,RCB,M. Chinnaswamy Stadium,11 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
113,Yuzvendra Chahal,3.0,17,1,13,5.66,18.0,RR,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
114,Lasith Malinga,4.0,23,4,10,5.75,6.0,KKR,Zayed Cricket Stadium,16 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
115,Rajat Bhatia,4.0,23,3,6,5.75,8.0,SRH,Narendra Modi Stadium,08 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
116,Ankit Sharma,4.0,23,2,10,5.75,12.0,MI,Narendra Modi Stadium,19 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
117,Dhawal Kulkarni,4.0,23,2,11,5.75,12.0,SRH,Zayed Cricket Stadium,18 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
118,Yuzvendra Chahal,4.0,23,2,8,5.75,12.0,PBKS,Dubai International Stadium,28 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
119,Rishi Dhawan,4.0,23,2,12,5.75,12.0,MI,Wankhede Stadium,03 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
120,Bhuvneshwar Kumar,4.0,23,2,10,5.75,12.0,CSK,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
121,Yuzvendra Chahal,4.0,23,2,7,5.75,12.0,PBKS,M. Chinnaswamy Stadium,09 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
122,Morne Morkel,4.0,23,2,14,5.75,12.0,PBKS,Eden Gardens,28 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
123,Ishwar Pandey,4.0,23,2,13,5.75,12.0,DC,Zayed Cricket Stadium,21 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
124,Zaheer Khan,4.0,23,1,11,5.75,24.0,KKR,Zayed Cricket Stadium,16 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
125,Piyush Chawla,4.0,23,1,7,5.75,24.0,PBKS,Eden Gardens,28 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
126,Ravindra Jadeja,4.0,23,1,10,5.75,24.0,DC,Arun Jaitley Stadium,05 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
127,Shakib Al Hasan,4.0,23,1,8,5.75,24.0,RR,Zayed Cricket Stadium,29 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
128,Karn Sharma,4.0,23,1,10,5.75,24.0,DC,Dubai International Stadium,25 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
129,Axar Patel,4.0,23,1,8,5.75,24.0,CSK,Wankhede Stadium,30 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
130,Bhuvneshwar Kumar,4.0,23,1,10,5.75,24.0,DC,Arun Jaitley Stadium,10 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
131,Mitchell Starc,4.0,23,0,9,5.75,0.0,CSK,JSCA Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
132,Mohammad Shami,4.0,23,0,8,5.75,0.0,KKR,Arun Jaitley Stadium,07 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
133,Pravin Tambe,4.0,23,0,8,5.75,0.0,SRH,Zayed Cricket Stadium,18 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
134,Harbhajan Singh,4.0,23,0,10,5.75,0.0,DC,Sharjah Cricket Stadium,27 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
135,Dale Steyn,4.0,23,0,9,5.75,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
136,Sunil Narine,4.0,24,3,11,6.0,8.0,PBKS,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
137,Axar Patel,4.0,24,3,6,6.0,8.0,RR,IS Bindra Stadium,23 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
138,Rajat Bhatia,3.0,18,2,7,6.0,9.0,DC,Narendra Modi Stadium,15 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
139,Bhuvneshwar Kumar,3.3,21,1,9,6.0,21.0,RR,Zayed Cricket Stadium,18 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
140,Albie Morkel,3.0,18,1,7,6.0,18.0,DC,Sharjah Cricket Stadium,17 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
141,Shahbaz Nadeem,4.0,24,1,12,6.0,24.0,SRH,Dubai International Stadium,25 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
142,Dale Steyn,4.0,24,1,10,6.0,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
143,Rishi Dhawan,4.0,24,1,7,6.0,24.0,KKR,Zayed Cricket Stadium,26 April 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
144,Sunil Narine,4.0,24,1,11,6.0,24.0,CSK,Eden Gardens,20 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
145,Piyush Chawla,4.0,24,1,10,6.0,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
146,Rahul Tewatia,4.0,24,1,10,6.0,24.0,PBKS,IS Bindra Stadium,23 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
147,Yuzvendra Chahal,4.0,24,1,8,6.0,24.0,RR,M. Chinnaswamy Stadium,11 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
148,Dhawal Kulkarni,4.0,24,1,10,6.0,24.0,DC,Narendra Modi Stadium,15 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
149,Ravichandran Ashwin,4.0,24,0,9,6.0,0.0,KKR,Eden Gardens,20 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
150,Yuzvendra Chahal,4.0,24,0,8,6.0,0.0,CSK,M. Chinnaswamy Stadium,24 May 2014,2014,Best Bowling Economy Innings,Best Bowling Economy Innings - 2014.csv
1,Zaheer Khan,4.0,9,2,18,2.25,12.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
2,Ashish Nehra,4.0,10,4,14,2.5,6.0,RCB,M. Chinnaswamy Stadium,22 April 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
3,Ravichandran Ashwin,2.0,5,2,8,2.5,6.0,KKR,Chidambaram,28 April 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
4,Ravindra Jadeja,4.0,11,4,11,2.75,6.0,RR,Chidambaram,10 May 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
5,Harbhajan Singh,4.0,11,2,15,2.75,12.0,DC,Wankhede Stadium,05 May 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
6,Dhawal Kulkarni,3.0,9,2,13,3.0,9.0,SRH,ACA-VDCA Stadium,16 April 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
7,Sandeep Sharma,4.0,12,1,14,3.0,24.0,MI,Wankhede Stadium,12 April 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
8,Ravichandran Ashwin,4.0,13,1,16,3.25,24.0,RCB,JSCA Stadium,22 May 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
9,Mohit Sharma,3.0,10,1,12,3.33,18.0,PBKS,Chidambaram,25 April 2015,2015,Best Bowling Economy Innings,Best Bowling Economy Innings - 2015.csv
