Unnamed: 0.1,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0,Year,Metric,Source_File
134,Yo Mahesh,4.0,50,2,12.0,RR,Wankhede Stadium,30 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
135,Siddharth Trivedi,4.0,31,2,12.0,MI,Sawai Mansingh Stadium,26 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
136,Shanthakumaran Sreesanth,4.0,25,2,12.0,KKR,IS Bindra Stadium,03 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
137,Piyush Chawla,4.0,33,2,12.0,RCB,IS Bindra Stadium,12 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
138,Glenn McGrath,4.0,15,2,12.0,RCB,M. Chinnaswamy Stadium,19 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
139,Irfan Pathan,4.0,26,2,12.0,DC,IS Bindra Stadium,27 April 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
140,MF Maharoof,4.0,39,2,12.0,DEC,Arun Jaitley Stadium,15 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
141,Shanthakumaran Sreesanth,4.0,29,2,12.0,CSK,Chidambaram,10 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
142,Piyush Chawla,4.0,16,2,12.0,MI,IS Bindra Stadium,25 April 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
143,Sanjay Bangar,4.0,34,2,12.0,MI,DY Patil Stadium,27 April 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
144,Rajat Bhatia,4.0,27,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
145,Shanthakumaran Sreesanth,4.0,35,2,12.0,MI,Wankhede Stadium,21 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
146,Piyush Chawla,4.0,36,2,12.0,KKR,Eden Gardens,25 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
147,Shane Watson,4.0,26,2,12.0,MI,DY Patil Stadium,07 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
148,Pragyan Ojha,4.0,18,2,12.0,KKR,Eden Gardens,20 April 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
149,Makhaya Ntini,4.0,23,2,12.0,PBKS,Wankhede Stadium,31 May 2008,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
150,Rohit Sharma,2.0,6,4,3.0,MI,Supersport Park,06 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
151,Sanath Jayasuriya,1.0,3,2,3.0,RR,Kingsmead,14 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
152,Anil Kumble,3.1,5,5,3.8,RR,Newlands,18 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
153,Lasith Malinga,2.2,11,3,4.66,KKR,St George's Park,27 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
154,Jacob Oram,1.4,12,2,5.0,RCB,Kingsmead,14 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
155,Lakshmipathy Balaji,3.3,21,4,5.25,RR,Supersport Park,30 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
156,RP Singh,3.4,22,4,5.5,KKR,Newlands,19 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
157,Shadab Jakati,4.0,22,4,6.0,DEC,Buffalo Park,04 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
158,Harbhajan Singh,4.0,17,4,6.0,DC,Supersport Park,21 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
159,Amit Singh,4.0,19,4,6.0,RCB,Supersport Park,07 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
160,Anil Kumble,4.0,16,4,6.0,DEC,New Wanderers Stadium,24 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
161,Shadab Jakati,4.0,24,4,6.0,DC,New Wanderers Stadium,02 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
162,Yusuf Abdulla,4.0,31,4,6.0,RCB,Kingsmead,24 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
163,Yusuf Abdulla,4.0,36,4,6.0,RCB,Kingsmead,01 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
164,Abhishek Nayar,3.0,13,3,6.0,KKR,St George's Park,27 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
165,Rohit Sharma,3.0,12,3,6.0,RR,De Beers Diamond Oval,11 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
166,Ramesh Powar,2.0,11,2,6.0,DEC,New Wanderers Stadium,17 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
167,Pragyan Ojha,2.0,11,2,6.0,CSK,Kingsmead,27 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
168,Rohit Sharma,2.0,12,2,6.0,PBKS,De Beers Diamond Oval,09 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
169,Venugopal Rao,2.0,23,2,6.0,RR,St George's Park,02 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
170,Lakshmipathy Balaji,2.2,18,2,7.0,RCB,St George's Park,20 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
171,Charl Langeveldt,4.0,15,3,8.0,RR,Kingsmead,20 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
172,Zaheer Khan,4.0,31,3,8.0,KKR,Buffalo Park,01 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
173,Shane Warne,4.0,24,3,8.0,MI,Kingsmead,14 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
174,Lasith Malinga,4.0,19,3,8.0,DEC,Kingsmead,25 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
175,Dimitri Mascarenhas,4.0,20,3,8.0,RCB,Newlands,18 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
176,Yuvraj Singh,4.0,22,3,8.0,RCB,Kingsmead,01 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
177,Scott Styris,4.0,32,3,8.0,RCB,Newlands,22 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
178,Pragyan Ojha,4.0,21,3,8.0,MI,Kingsmead,25 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
179,Brad Hodge,4.0,29,3,8.0,RCB,Kingsmead,29 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
180,Kamran Khan,4.0,18,3,8.0,KKR,Newlands,23 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
181,Praveen Kumar,4.0,30,3,8.0,DC,New Wanderers Stadium,19 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
182,Brett Lee,4.0,15,3,8.0,DC,OUTsurance Oval,15 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
183,Ryan Harris,4.0,27,3,8.0,DC,Supersport Park,22 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
184,Yusuf Pathan,4.0,34,3,8.0,DEC,De Beers Diamond Oval,11 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
185,Ravindra Jadeja,4.0,15,3,8.0,RCB,Supersport Park,07 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
186,Yuvraj Singh,4.0,13,3,8.0,DEC,New Wanderers Stadium,17 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
187,Lakshmipathy Balaji,4.0,19,3,8.0,DC,Kingsmead,23 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
188,Lasith Malinga,4.0,15,3,8.0,CSK,Newlands,18 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
189,Yusuf Abdulla,4.0,21,3,8.0,RR,Newlands,26 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
190,Irfan Pathan,4.0,35,3,8.0,RCB,Kingsmead,24 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
191,Muttiah Muralitharan,4.0,11,3,8.0,RCB,St George's Park,20 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
192,Dillon du Preez,4.0,32,3,8.0,MI,New Wanderers Stadium,03 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
193,Laxmi Ratan Shukla,4.0,25,3,8.0,MI,St George's Park,27 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
194,Amit Mishra,4.0,14,3,8.0,KKR,New Wanderers Stadium,10 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
195,Dwayne Bravo,4.0,34,3,8.0,DEC,Kingsmead,25 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
196,Amit Mishra,4.0,33,3,8.0,RR,OUTsurance Oval,17 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
197,RP Singh,4.0,26,3,8.0,PBKS,New Wanderers Stadium,17 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
198,Amit Mishra,4.0,19,3,8.0,DEC,Supersport Park,22 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
199,Amit Singh,4.0,9,3,8.0,PBKS,Kingsmead,05 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
200,Pragyan Ojha,4.0,28,3,8.0,RCB,New Wanderers Stadium,24 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
201,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,28 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
202,Irfan Pathan,3.0,29,2,9.0,DEC,New Wanderers Stadium,17 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
203,Shane Warne,3.0,38,2,9.0,PBKS,Kingsmead,05 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
204,Praveen Kumar,3.0,7,2,9.0,RR,Newlands,18 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
205,Andrew Symonds,3.0,18,2,9.0,RCB,New Wanderers Stadium,24 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
206,Yusuf Pathan,3.0,17,2,9.0,CSK,Supersport Park,30 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
207,Vinay Kumar,3.0,30,2,9.0,CSK,Kingsmead,14 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
208,Muttiah Muralitharan,3.0,11,2,9.0,DEC,Buffalo Park,04 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
209,Munaf Patel,3.0,25,2,9.0,RCB,Newlands,18 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
210,Albie Morkel,3.0,24,2,9.0,DEC,Buffalo Park,04 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
211,Shoaib Ahmed,3.0,25,2,9.0,PBKS,De Beers Diamond Oval,09 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
212,Roelof van der Merwe,3.0,22,2,9.0,PBKS,Kingsmead,01 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
213,Sudeep Tyagi,3.0,18,2,9.0,DC,New Wanderers Stadium,02 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
214,Dwayne Bravo,3.0,31,2,9.0,KKR,St George's Park,27 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
215,Munaf Patel,3.5,22,2,11.5,MI,Kingsmead,14 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
216,Munaf Patel,4.0,24,2,12.0,PBKS,Newlands,26 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
217,Shane Harwood,4.0,25,2,12.0,DEC,St George's Park,02 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
218,Anil Kumble,4.0,12,2,12.0,CSK,Kingsmead,14 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
219,Ishant Sharma,4.0,15,2,12.0,RCB,Kingsmead,29 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
220,Vinay Kumar,4.0,38,2,12.0,CSK,New Wanderers Stadium,23 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
221,Munaf Patel,4.0,14,2,12.0,DC,Supersport Park,28 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
222,Shanthakumaran Sreesanth,4.0,23,2,12.0,CSK,Kingsmead,20 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
223,Chaminda Vaas,4.0,19,2,12.0,RR,De Beers Diamond Oval,11 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
224,Pankaj Singh,4.0,31,2,12.0,DC,St George's Park,26 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
225,Shadab Jakati,4.0,35,2,12.0,RR,De Beers Diamond Oval,09 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
226,Ajantha Mendis,4.0,19,2,12.0,RR,Newlands,23 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
227,Ishant Sharma,4.0,27,2,12.0,PBKS,St George's Park,03 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
228,Pragyan Ojha,4.0,26,2,12.0,DC,Kingsmead,13 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
229,Anil Kumble,4.0,24,2,12.0,DC,New Wanderers Stadium,19 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
230,Shanthakumaran Sreesanth,4.0,20,2,12.0,DC,OUTsurance Oval,15 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
231,Ishant Sharma,4.0,23,2,12.0,DC,New Wanderers Stadium,10 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
232,Piyush Chawla,4.0,22,2,12.0,RR,Newlands,26 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
233,Ajit Agarkar,4.0,15,2,12.0,RR,Kingsmead,20 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
234,Siddharth Trivedi,4.0,19,2,12.0,MI,Kingsmead,14 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
235,RP Singh,4.0,18,2,12.0,RR,St George's Park,02 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
236,Harbhajan Singh,4.0,15,2,12.0,RCB,St George's Park,10 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
237,Shoaib Ahmed,4.0,20,2,12.0,DC,Supersport Park,30 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
238,Shane Warne,4.0,32,2,12.0,DC,Supersport Park,28 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
239,Thilan Thushara,4.0,28,2,12.0,PBKS,Kingsmead,20 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
240,Lasith Malinga,4.0,12,2,12.0,PBKS,Kingsmead,29 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
241,Vinay Kumar,4.0,33,2,12.0,KKR,Supersport Park,12 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
242,Pragyan Ojha,4.0,32,2,12.0,RCB,Supersport Park,21 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
243,Anil Kumble,4.0,25,2,12.0,PBKS,Kingsmead,01 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
244,RP Singh,4.0,17,2,12.0,RCB,Newlands,22 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
245,Muttiah Muralitharan,4.0,22,2,12.0,RR,De Beers Diamond Oval,09 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
246,Ishant Sharma,4.0,27,2,12.0,PBKS,St George's Park,03 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
247,Chaminda Vaas,4.0,52,2,12.0,DC,Kingsmead,13 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
248,Manpreet Gony,4.0,32,2,12.0,MI,Newlands,18 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
249,Irfan Pathan,4.0,26,2,12.0,RR,Newlands,26 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
250,Munaf Patel,4.0,14,2,12.0,KKR,Kingsmead,20 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
251,Munaf Patel,4.0,25,2,12.0,CSK,Supersport Park,30 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
252,RP Singh,4.0,27,2,12.0,MI,Kingsmead,25 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
253,Praveen Kumar,4.0,37,2,12.0,CSK,St George's Park,20 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
254,Anureet Singh,4.0,35,2,12.0,RR,Newlands,23 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
255,Shane Warne,4.0,18,2,12.0,RCB,Newlands,18 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
256,Suresh Raina,4.0,17,2,12.0,PBKS,Kingsmead,20 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
257,Irfan Pathan,4.0,20,2,12.0,MI,Kingsmead,29 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
258,Murali Kartik,4.0,28,2,12.0,RCB,Supersport Park,12 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
259,Vinay Kumar,4.0,30,2,12.0,DEC,New Wanderers Stadium,24 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
260,Suresh Raina,4.0,18,2,12.0,DEC,Kingsmead,27 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
261,Balachandra Akhil,4.0,18,2,12.0,DEC,Supersport Park,21 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
262,Tirumalasetti Suman,4.0,14,2,12.0,MI,Supersport Park,06 May 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
263,Shane Warne,4.0,25,2,12.0,KKR,Newlands,23 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
264,Scott Styris,4.0,32,2,12.0,KKR,Newlands,19 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
265,Anil Kumble,4.0,16,2,12.0,KKR,Kingsmead,29 April 2009,,All,Best Bowling Strike Rate Per Innings,Best Bowling Strike Rate Per Innings All Seasons Combine.csv
