Unnamed: 0,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
549,Harbhajan Singh,4.0,24,2,0,12,12.0,DC,Wankhede Stadium,07 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
550,Yusuf Pathan,4.0,24,1,0,12,24.0,PBKS,Eden Gardens,30 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
551,Dale Steyn,4.0,24,0,0,12,0.0,DC,Arun Jaitley Stadium,19 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
552,Jaydev Unadkat,4.0,25,2,0,12,12.0,KTK,Jawaharlal Nehru Stadium,05 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
553,Iqbal Abdulla,4.0,26,1,0,12,24.0,MI,Eden Gardens,22 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
554,Shalabh Srivastava,3.0,20,2,0,12,9.0,PWI,IS Bindra Stadium,08 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
555,Zaheer Khan,4.0,27,1,0,12,24.0,DC,Arun Jaitley Stadium,26 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
556,Irfan Pathan,4.0,28,3,0,12,8.0,PBKS,HPCA Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
557,Amit Mishra,4.0,28,2,0,12,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
558,Lasith Malinga,4.0,28,2,0,12,12.0,PWI,Wankhede Stadium,20 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
559,Irfan Pathan,4.0,28,1,0,12,24.0,DEC,Arun Jaitley Stadium,19 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
560,Vinay Kumar,3.4,26,1,0,12,22.0,RCB,Jawaharlal Nehru Stadium,09 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
561,Yuvraj Singh,4.0,29,4,0,12,6.0,DC,DY Patil Stadium,17 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
562,Doug Bollinger,4.0,30,2,0,12,12.0,MI,Wankhede Stadium,22 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
563,Dale Steyn,4.0,30,0,0,12,0.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
564,Amit Mishra,3.2,26,1,0,12,20.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
565,Irfan Pathan,3.0,26,1,1,12,18.0,PBKS,Arun Jaitley Stadium,23 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
566,Praveen Kumar,4.0,37,2,1,12,12.0,CSK,IS Bindra Stadium,13 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
567,Praveen Kumar,4.0,37,0,0,12,0.0,RCB,M. Chinnaswamy Stadium,06 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
568,Amit Mishra,4.0,12,1,0,11,24.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
569,Jesse Ryder,3.0,9,1,1,11,18.0,PBKS,DY Patil Stadium,10 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
570,Shane Warne,4.0,16,3,0,11,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
571,Irfan Pathan,4.0,16,1,0,11,24.0,KKR,Arun Jaitley Stadium,28 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
572,Iqbal Abdulla,3.0,12,1,0,11,18.0,PWI,DY Patil Stadium,19 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
573,Suresh Raina,4.0,16,0,0,11,0.0,DC,Chidambaram,12 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
574,Dan Christian,3.0,12,0,0,11,0.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
575,Daniel Vettori,4.0,17,1,0,11,24.0,KTK,Jawaharlal Nehru Stadium,09 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
576,Dale Steyn,3.0,13,1,0,11,18.0,PBKS,HPCA Stadium,21 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
577,Daniel Vettori,4.0,18,0,0,11,0.0,MI,M. Chinnaswamy Stadium,12 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
578,Harbhajan Singh,3.0,14,2,0,11,9.0,DC,Arun Jaitley Stadium,10 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
579,Siddharth Trivedi,4.0,19,3,0,11,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
580,Amit Mishra,4.0,19,2,0,11,12.0,KKR,Eden Gardens,11 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
581,Doug Bollinger,4.0,20,1,0,11,24.0,RCB,Wankhede Stadium,24 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
582,Varun Aaron,4.0,20,1,0,11,24.0,CSK,Chidambaram,12 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
583,Shrikant Wagh,3.0,16,3,0,11,6.0,PBKS,DY Patil Stadium,10 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
584,Shaun Tait,4.0,22,3,1,11,8.0,PBKS,IS Bindra Stadium,21 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
585,Praveen Kumar,4.0,22,2,0,11,12.0,RR,IS Bindra Stadium,21 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
586,Bhargav Bhatt,4.0,22,2,0,11,12.0,KKR,Eden Gardens,30 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
587,Morne Morkel,4.0,22,1,0,11,24.0,PBKS,HPCA Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
588,Bipul Sharma,4.0,22,1,0,11,24.0,MI,Wankhede Stadium,02 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
589,P Parameswaran,3.3,20,2,0,11,10.5,RR,Holkar Cricket Stadium,15 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
590,Alfonso Thomas,4.0,23,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
591,JP Duminy,4.0,23,1,0,11,24.0,PBKS,HPCA Stadium,21 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
592,Ravichandran Ashwin,4.0,23,1,0,11,24.0,RCB,Chidambaram,16 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
593,Suraj Randiv,4.0,23,0,0,11,0.0,PWI,Chidambaram,25 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
594,Albie Morkel,4.0,24,2,0,11,12.0,RR,Chidambaram,04 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
595,Dale Steyn,4.0,24,2,0,11,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
596,Piyush Chawla,4.0,24,1,0,11,24.0,RR,IS Bindra Stadium,21 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
597,Shanthakumaran Sreesanth,4.0,24,1,0,11,24.0,DC,Arun Jaitley Stadium,02 May 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
598,Brett Lee,4.0,24,0,0,11,0.0,DC,Arun Jaitley Stadium,28 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
599,Ishant Sharma,4.0,24,0,0,11,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
600,Dale Steyn,4.0,8,3,0,18,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
601,Dale Steyn,4.0,10,2,0,17,12.0,MI,Wankhede Stadium,29 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
602,Lasith Malinga,4.0,13,2,0,17,12.0,RR,Wankhede Stadium,11 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
603,Zaheer Khan,4.0,15,1,1,17,24.0,RR,M. Chinnaswamy Stadium,15 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
604,Ravindra Jadeja,4.0,16,5,0,17,4.8,DEC,ACA-VDCA Stadium,07 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
605,Praveen Kumar,4.0,19,0,0,17,0.0,PWI,IS Bindra Stadium,12 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
606,Brett Lee,4.0,21,0,0,17,0.0,RCB,M. Chinnaswamy Stadium,10 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
607,Praveen Kumar,4.0,8,0,0,16,0.0,RCB,M. Chinnaswamy Stadium,02 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
608,Morne Morkel,4.0,20,4,0,16,6.0,PBKS,HPCA Stadium,19 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
609,Ben Hilfenhaus,4.0,8,2,1,15,12.0,RR,Sawai Mansingh Stadium,10 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
610,Lakshmipathy Balaji,4.0,11,2,0,15,12.0,MI,Wankhede Stadium,16 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
611,Umesh Yadav,4.0,11,2,0,15,12.0,MI,Wankhede Stadium,16 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
612,Parvinder Awana,4.0,12,2,0,15,12.0,CSK,HPCA Stadium,17 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
613,Ajit Chandila,4.0,13,4,0,15,6.0,PWI,Sawai Mansingh Stadium,13 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
614,Harbhajan Singh,4.0,13,2,0,15,12.0,DEC,Wankhede Stadium,29 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
615,Brett Lee,4.0,15,1,0,15,24.0,DEC,Barabati Stadium,22 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
616,Shahbaz Nadeem,4.0,16,2,0,15,12.0,MI,Wankhede Stadium,16 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
617,Ashok Dinda,4.0,18,4,0,15,6.0,MI,Wankhede Stadium,06 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
618,Dhawal Kulkarni,4.0,18,3,1,15,8.0,RR,Sawai Mansingh Stadium,20 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
619,Ashish Nehra,4.0,19,2,0,15,12.0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
620,Ryan Harris,4.0,19,2,0,15,12.0,DC,HPCA Stadium,19 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
621,Ben Hilfenhaus,4.0,20,1,0,15,24.0,PBKS,HPCA Stadium,17 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
622,Shane Watson,4.0,22,2,1,15,12.0,PBKS,IS Bindra Stadium,05 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
623,Johan Botha,4.0,22,1,0,15,24.0,KKR,Eden Gardens,13 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
624,Azhar Mahmood,4.0,28,2,0,15,12.0,CSK,HPCA Stadium,17 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
625,Dale Steyn,4.0,12,3,1,14,8.0,MI,ACA-VDCA Stadium,09 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
626,Shaun Tait,4.0,13,3,0,14,8.0,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
627,Sunil Narine,4.0,13,1,1,14,24.0,PWI,Eden Gardens,05 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
628,Kieron Pollard,4.0,14,2,0,14,12.0,PBKS,Wankhede Stadium,22 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
629,Zaheer Khan,4.0,16,0,0,14,0.0,MI,Wankhede Stadium,09 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
630,Praveen Kumar,4.0,18,2,0,14,12.0,CSK,HPCA Stadium,17 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
631,Pankaj Singh,4.0,18,2,0,14,12.0,RCB,M. Chinnaswamy Stadium,15 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
632,Ankit Sharma,4.0,18,0,0,14,0.0,MI,ACA-VDCA Stadium,09 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
633,KP Appanna,4.0,19,4,0,14,6.0,RR,Sawai Mansingh Stadium,23 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
634,Umesh Yadav,4.0,19,3,1,14,8.0,PBKS,HPCA Stadium,19 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
635,Yusuf Pathan,4.0,19,1,0,14,24.0,RCB,Eden Gardens,28 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
636,Lasith Malinga,4.0,20,0,0,14,0.0,RCB,Wankhede Stadium,09 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
637,Umesh Yadav,4.0,21,3,0,14,8.0,PBKS,Arun Jaitley Stadium,15 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
638,Parvinder Awana,4.0,22,3,0,14,8.0,DC,Arun Jaitley Stadium,15 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
639,Morne Morkel,4.0,22,2,1,14,12.0,MI,Wankhede Stadium,16 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
640,Sunil Narine,4.0,23,2,0,14,12.0,DC,Arun Jaitley Stadium,07 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
641,Shaun Tait,3.1,20,0,0,14,0.0,CSK,Sawai Mansingh Stadium,10 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
642,Ben Hilfenhaus,4.0,27,3,0,14,8.0,DC,Chidambaram,12 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
643,Brett Lee,4.0,29,2,0,14,12.0,RR,Sawai Mansingh Stadium,08 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
644,Praveen Kumar,4.0,33,0,0,14,0.0,DC,HPCA Stadium,19 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
645,Parvinder Awana,4.0,34,4,0,14,6.0,RCB,IS Bindra Stadium,20 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
646,Sunil Narine,4.0,11,1,0,13,24.0,RCB,Eden Gardens,28 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
647,Irfan Pathan,4.0,12,1,1,13,24.0,MI,Wankhede Stadium,16 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
648,Sunil Narine,4.0,14,2,0,13,12.0,CSK,Eden Gardens,14 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
649,Albie Morkel,4.0,15,1,0,13,24.0,DC,Chidambaram,12 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
650,Lasith Malinga,3.5,16,2,0,13,11.5,CSK,Chidambaram,04 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
651,Munaf Patel,4.0,17,1,0,13,24.0,KKR,Wankhede Stadium,16 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
652,Nuwan Kulasekara,4.0,17,1,0,13,24.0,RR,Chidambaram,21 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
653,Lakshmipathy Balaji,4.0,18,4,1,13,6.0,RCB,M. Chinnaswamy Stadium,10 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
654,Pawan Negi,4.0,18,4,0,13,6.0,RR,Sawai Mansingh Stadium,01 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
655,Siddharth Trivedi,4.0,18,2,0,13,12.0,CSK,Sawai Mansingh Stadium,10 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
656,Shaun Tait,4.0,18,2,0,13,12.0,PBKS,IS Bindra Stadium,05 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
657,Harbhajan Singh,4.0,18,2,0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
658,Sunil Narine,4.0,19,5,0,13,4.8,PBKS,Eden Gardens,15 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
659,Morne Morkel,4.0,19,2,0,13,12.0,CSK,Arun Jaitley Stadium,10 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
660,Ravichandran Ashwin,4.0,19,1,0,13,24.0,RR,Chidambaram,21 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
661,Albie Morkel,4.0,20,0,0,13,0.0,MI,Chidambaram,04 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
662,Alfonso Thomas,4.0,22,3,0,13,8.0,DC,Arun Jaitley Stadium,21 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
663,Ashish Nehra,4.0,23,3,0,13,8.0,RR,Sawai Mansingh Stadium,13 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
664,Pragyan Ojha,4.0,23,1,0,13,24.0,PWI,Wankhede Stadium,06 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
665,Dale Steyn,4.0,24,2,0,13,12.0,KKR,Barabati Stadium,22 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
666,Munaf Patel,4.0,24,1,0,13,24.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
667,Lasith Malinga,4.0,25,2,0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
668,Lakshmipathy Balaji,4.0,27,0,0,13,0.0,RR,Eden Gardens,13 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
669,Ben Hilfenhaus,4.0,34,2,1,13,12.0,MI,Wankhede Stadium,06 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
670,Rajat Bhatia,4.0,14,2,0,12,12.0,PBKS,Eden Gardens,15 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
671,Praveen Kumar,4.0,15,2,0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
672,Sunil Narine,4.0,15,1,0,12,24.0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
673,Lasith Malinga,4.0,16,2,1,12,12.0,PWI,Wankhede Stadium,06 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
674,Dale Steyn,4.0,16,2,0,12,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
675,Rahul Sharma,4.0,16,1,0,12,24.0,MI,Wankhede Stadium,06 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
676,Lasith Malinga,3.4,16,4,0,12,5.5,DEC,Wankhede Stadium,29 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
677,Wayne Parnell,4.0,18,2,0,12,12.0,KKR,Maharashtra Cricket Association's International Stadium,19 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
678,Vinay Kumar,4.0,18,2,0,12,12.0,KKR,M. Chinnaswamy Stadium,10 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
679,Harbhajan Singh,4.0,18,0,0,12,0.0,DEC,ACA-VDCA Stadium,09 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
680,Sunil Narine,3.1,15,4,0,12,4.75,MI,Wankhede Stadium,16 May 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
681,Dale Steyn,4.0,19,2,0,12,12.0,DC,Arun Jaitley Stadium,19 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
682,Munaf Patel,4.0,20,4,0,12,6.0,DEC,ACA-VDCA Stadium,09 April 2012,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
