Unnamed: 0,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year,Metric,Source_File
1208,Piyush Chawla,4.0,21,2,0,16,12.0,DC,Eden Gardens,10 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1209,Mitchell Marsh,4.0,14,2,0,15,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1210,Ashok Dinda,4.0,23,3,1,15,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1211,Praveen Kumar,4.0,24,2,0,15,12.0,MI,Green Park,21 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1212,Mohit Sharma,4.0,26,2,0,15,12.0,MI,ACA-VDCA Stadium,13 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1213,Ravichandran Ashwin,4.0,16,1,0,14,24.0,SRH,ACA-VDCA Stadium,10 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1214,Mustafizur Rahman,4.0,17,2,0,14,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1215,Bhuvneshwar Kumar,4.0,17,1,0,14,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1216,Dhawal Kulkarni,4.0,19,3,1,14,8.0,DC,Arun Jaitley Stadium,27 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1217,Praveen Kumar,4.0,19,2,1,14,12.0,KKR,Eden Gardens,08 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1218,Ashok Dinda,4.0,20,3,1,14,8.0,DC,ACA-VDCA Stadium,17 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1219,Mitchell McClenaghan,4.0,26,0,0,14,0.0,DC,ACA-VDCA Stadium,15 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1220,Ishant Sharma,4.0,36,2,0,14,12.0,MI,Wankhede Stadium,09 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1221,John Hastings,2.4,6,2,1,13,8.0,DC,Eden Gardens,10 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1222,Sunil Narine,3.4,10,0,0,13,0.0,RPS,Eden Gardens,14 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1223,Dhawal Kulkarni,4.0,14,4,1,13,6.0,RCB,M. Chinnaswamy Stadium,24 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1224,Amit Mishra,3.0,11,4,0,13,4.5,PBKS,Arun Jaitley Stadium,15 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1225,Murugan Ashwin,4.0,16,1,0,13,24.0,MI,Wankhede Stadium,09 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1226,Ravindra Jadeja,4.0,18,2,0,13,12.0,RPS,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1227,Yuzvendra Chahal,4.0,19,3,0,13,8.0,GL,M. Chinnaswamy Stadium,14 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1228,Andre Russell,4.0,20,4,0,13,6.0,PBKS,Eden Gardens,04 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1229,Sandeep Sharma,4.0,20,1,0,13,24.0,MI,IS Bindra Stadium,25 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1230,Barinder Sran,3.3,18,2,0,13,10.5,MI,ACA-VDCA Stadium,08 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1231,Mitchell Marsh,4.0,21,2,0,13,12.0,MI,Wankhede Stadium,09 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1232,Piyush Chawla,4.0,21,2,0,13,12.0,RPS,Eden Gardens,14 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1233,Chris Morris,4.0,21,0,0,13,0.0,KKR,Eden Gardens,10 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1234,Tim Southee,4.0,22,1,0,13,24.0,PBKS,ACA-VDCA Stadium,13 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1235,Ashish Nehra,4.0,23,0,1,13,0.0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1236,Ravichandran Ashwin,4.0,26,0,0,13,0.0,GL,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1237,Shane Watson,4.0,29,4,0,13,6.0,GL,M. Chinnaswamy Stadium,24 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1238,Harbhajan Singh,4.0,29,2,0,13,12.0,SRH,ACA-VDCA Stadium,08 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1239,Nathan Coulter-Nile,4.0,32,0,0,13,0.0,KKR,Eden Gardens,10 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1240,Jasprit Bumrah,4.0,13,3,0,12,8.0,DC,ACA-VDCA Stadium,15 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1241,Praveen Kumar,4.0,13,0,0,12,0.0,DC,Arun Jaitley Stadium,27 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1242,Shadab Jakati,3.0,13,1,0,12,18.0,MI,Wankhede Stadium,16 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1243,Chris Morris,4.0,19,1,0,12,24.0,PBKS,Arun Jaitley Stadium,15 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1244,Ashish Nehra,3.0,15,3,0,12,6.0,MI,ACA-VDCA Stadium,08 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1245,Bhuvneshwar Kumar,4.0,20,1,1,12,24.0,RPS,ACA-VDCA Stadium,10 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1246,Axar Patel,4.0,21,4,0,12,6.0,GL,Saurashtra Cricket Association Stadium,01 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1247,Mohit Sharma,4.0,21,0,0,12,0.0,DC,IS Bindra Stadium,07 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1248,Jayant Yadav,4.0,23,1,0,12,24.0,PBKS,Arun Jaitley Stadium,15 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1249,Shane Watson,4.0,24,3,0,12,8.0,RPS,M. Chinnaswamy Stadium,07 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1250,Ashok Dinda,4.0,26,0,0,12,0.0,SRH,ACA-VDCA Stadium,10 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1251,Zaheer Khan,4.0,27,1,0,12,24.0,GL,Saurashtra Cricket Association Stadium,03 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1252,Mitchell McClenaghan,4.0,27,1,0,12,24.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1253,Tim Southee,4.0,27,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,11 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1254,Barinder Sran,4.0,28,3,0,12,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1255,Ashish Nehra,4.0,29,3,0,12,8.0,RPS,ACA-VDCA Stadium,10 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1256,Sandeep Sharma,4.0,30,1,0,12,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1257,Zaheer Khan,4.0,30,1,0,12,24.0,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1258,Mitchell McClenaghan,4.0,31,2,0,12,12.0,DC,Arun Jaitley Stadium,23 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1259,Dhawal Kulkarni,4.0,34,1,0,12,24.0,KKR,Green Park,19 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1260,Ashok Dinda,4.0,34,1,0,12,24.0,DC,Arun Jaitley Stadium,05 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1261,Yuzvendra Chahal,4.0,43,2,0,12,12.0,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1262,Ravichandran Ashwin,4.0,14,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1263,Marcus Stoinis,4.0,15,4,0,11,6.0,MI,ACA-VDCA Stadium,13 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1264,Krunal Pandya,4.0,15,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,11 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1265,Kane Richardson,3.0,13,3,0,11,6.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1266,Adam Zampa,4.0,19,6,0,11,4.0,SRH,ACA-VDCA Stadium,10 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1267,Mitchell McClenaghan,4.0,21,4,0,11,6.0,GL,Wankhede Stadium,16 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1268,Sunil Narine,4.0,22,2,0,11,12.0,MI,Wankhede Stadium,28 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1269,Shivil Kaushik,4.0,22,2,0,11,12.0,SRH,Arun Jaitley Stadium,27 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1270,Sandeep Sharma,4.0,23,2,0,11,12.0,RPS,IS Bindra Stadium,17 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1271,Andre Russell,4.0,24,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,02 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1272,Mustafizur Rahman,4.0,24,1,0,11,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1273,Tim Southee,4.0,25,0,0,11,0.0,RCB,Wankhede Stadium,20 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1274,Andre Russell,4.0,26,3,0,11,8.0,DC,Arun Jaitley Stadium,30 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1275,Sunil Narine,4.0,26,3,0,11,8.0,SRH,Eden Gardens,22 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1276,Mustafizur Rahman,4.0,26,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,12 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1277,Morne Morkel,4.0,27,2,0,11,12.0,PBKS,IS Bindra Stadium,19 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1278,Piyush Chawla,4.0,27,2,0,11,12.0,PBKS,Eden Gardens,04 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1279,Morne Morkel,4.0,27,1,0,11,24.0,PBKS,Eden Gardens,04 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1280,Kuldeep Yadav,4.0,28,2,0,11,12.0,SRH,Eden Gardens,22 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1281,Bhuvneshwar Kumar,4.0,28,2,1,11,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1282,Tim Southee,4.0,28,2,0,11,12.0,PBKS,IS Bindra Stadium,25 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1283,Ashish Nehra,3.0,21,1,0,11,18.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1284,Andre Russell,3.0,21,1,0,11,18.0,GL,Eden Gardens,08 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1285,Praveen Kumar,4.0,28,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1286,Sunil Narine,4.1,30,1,0,11,25.0,GL,Green Park,19 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1287,Sandeep Sharma,4.0,29,1,0,11,24.0,RPS,ACA-VDCA Stadium,21 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1288,Piyush Chawla,4.0,30,1,0,11,24.0,GL,Eden Gardens,08 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1289,Deepak Hooda,4.0,30,0,0,11,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1290,Morne Morkel,4.0,31,2,0,11,12.0,SRH,Arun Jaitley Stadium,25 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1291,Sandeep Sharma,4.0,31,1,0,11,24.0,GL,Saurashtra Cricket Association Stadium,01 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1292,Tim Southee,4.0,31,0,0,11,0.0,GL,Wankhede Stadium,16 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1293,Barinder Sran,4.0,31,0,0,11,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1294,Bhuvneshwar Kumar,4.0,33,0,0,11,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1295,Sunil Narine,4.0,34,1,0,11,24.0,RCB,Eden Gardens,16 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1296,Morne Morkel,4.0,35,2,0,11,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1297,Sunil Narine,4.0,35,0,0,11,0.0,SRH,Arun Jaitley Stadium,25 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1298,KC Cariappa,4.0,36,0,0,11,0.0,MI,ACA-VDCA Stadium,13 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1299,Trent Boult,4.0,39,1,0,11,24.0,GL,Arun Jaitley Stadium,27 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1300,Chris Gayle,2.0,3,0,0,10,0.0,GL,M. Chinnaswamy Stadium,14 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1301,Pradeep Sahu,4.0,18,2,0,10,12.0,KKR,IS Bindra Stadium,19 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1302,Bhuvneshwar Kumar,4.0,19,3,0,10,8.0,KKR,Arun Jaitley Stadium,25 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1303,Mustafizur Rahman,4.0,19,1,0,10,24.0,GL,Saurashtra Cricket Association Stadium,21 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1304,Chris Morris,4.0,19,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1305,Andre Russell,4.0,19,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1306,Shivil Kaushik,4.0,20,3,0,10,8.0,PBKS,Saurashtra Cricket Association Stadium,01 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1307,Shane Watson,4.0,22,2,0,10,12.0,PBKS,IS Bindra Stadium,09 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1308,Bhuvneshwar Kumar,3.0,17,1,1,10,18.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1309,Sreenath Aravind,4.0,23,1,0,10,24.0,MI,M. Chinnaswamy Stadium,11 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1310,Zaheer Khan,4.0,23,1,0,10,24.0,MI,ACA-VDCA Stadium,15 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1311,Moises Henriques,4.0,23,0,0,10,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1312,Tim Southee,4.0,24,3,0,10,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1313,Shane Watson,4.0,25,2,0,10,12.0,DC,M. Chinnaswamy Stadium,17 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1314,Zaheer Khan,3.0,19,0,0,10,0.0,RPS,ACA-VDCA Stadium,17 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1315,Zaheer Khan,4.0,26,0,0,10,0.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1316,Sunil Narine,4.0,26,0,0,10,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1317,Umesh Yadav,4.0,28,3,0,10,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1318,Bhuvneshwar Kumar,4.0,29,4,0,10,6.0,GL,Saurashtra Cricket Association Stadium,21 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1319,Dwayne Bravo,4.0,29,1,0,10,24.0,KKR,Green Park,19 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1320,Ravindra Jadeja,4.0,30,2,0,10,12.0,PBKS,IS Bindra Stadium,11 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1321,Zaheer Khan,4.0,30,1,0,10,24.0,MI,Arun Jaitley Stadium,23 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1322,Dhawal Kulkarni,4.0,30,1,0,10,24.0,KKR,Eden Gardens,08 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1323,RP Singh,3.0,23,1,0,10,18.0,SRH,ACA-VDCA Stadium,10 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1324,Murugan Ashwin,4.0,32,1,0,10,24.0,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1325,Vinay Kumar,4.0,33,1,0,10,24.0,DC,ACA-VDCA Stadium,15 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1326,Carlos Brathwaite,4.0,33,0,0,10,0.0,PBKS,Arun Jaitley Stadium,15 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1327,Harshal Patel,4.0,33,0,0,10,0.0,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1328,Chris Morris,4.0,34,2,0,10,12.0,MI,ACA-VDCA Stadium,15 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1329,Barinder Sran,4.0,34,2,0,10,12.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1330,Ishant Sharma,3.0,26,0,0,10,0.0,PBKS,IS Bindra Stadium,17 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1331,Amit Mishra,4.0,36,1,0,10,24.0,KKR,Arun Jaitley Stadium,30 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1332,Mitchell McClenaghan,3.0,27,0,0,10,0.0,RPS,Wankhede Stadium,09 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1333,Mitchell McClenaghan,3.3,33,0,0,10,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1334,Iqbal Abdulla,4.0,38,2,0,10,12.0,GL,M. Chinnaswamy Stadium,24 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1335,Jasprit Bumrah,3.0,30,0,0,10,0.0,RPS,Wankhede Stadium,09 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1336,Dhawal Kulkarni,4.0,41,2,0,10,12.0,MI,Green Park,21 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1337,Axar Patel,4.0,43,1,0,10,24.0,RPS,ACA-VDCA Stadium,21 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1338,Praveen Kumar,4.0,45,2,1,10,12.0,RCB,M. Chinnaswamy Stadium,14 May 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1339,Kane Richardson,4.0,45,2,0,10,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1340,Lockie Ferguson,4.0,7,2,1,17,12.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1341,Pawan Negi,4.0,21,1,0,17,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1342,Samuel Badree,4.0,9,4,1,16,6.0,MI,M. Chinnaswamy Stadium,14 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1343,Krunal Pandya,4.0,14,3,0,16,8.0,GL,Saurashtra Cricket Association Stadium,29 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1344,Shardul Thakur,4.0,19,3,0,16,8.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1345,Chris Morris,4.0,21,3,0,16,8.0,RCB,M. Chinnaswamy Stadium,08 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1346,Glenn Maxwell,4.0,12,1,0,15,24.0,DC,IS Bindra Stadium,30 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1347,Mohammad Nabi,4.0,13,1,0,15,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1348,Washington Sundar,4.0,13,0,0,15,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1349,Harbhajan Singh,4.0,22,3,0,15,8.0,DC,Arun Jaitley Stadium,06 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1350,Sandeep Sharma,4.0,22,3,0,15,8.0,RCB,M. Chinnaswamy Stadium,05 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1351,Sandeep Sharma,4.0,26,1,0,15,24.0,RCB,Holkar Cricket Stadium,10 April 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1352,Jaydev Unadkat,4.0,28,2,1,15,12.0,KKR,Eden Gardens,03 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1353,Jasprit Bumrah,3.0,7,3,1,14,6.0,KKR,M. Chinnaswamy Stadium,19 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
1354,Jaydev Unadkat,3.0,12,2,1,14,9.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017,All,Most Dot Balls Per Innings,Most Dot Balls Per Innings All Seasons Combine.csv
