Unnamed: 0,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
1572,Shakib Al Hasan,3.0,16,1,8,5.33,18.0,MI,Wankhede Stadium,24 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1573,Shakib Al Hasan,3.0,16,1,6,5.33,18.0,KKR,Eden Gardens,25 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1574,Jofra Archer,4.0,22,3,13,5.5,8.0,MI,Sawai Mansingh Stadium,22 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1575,Harbhajan Singh,4.0,22,2,11,5.5,12.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1576,Shreyas Gopal,4.0,22,2,11,5.5,12.0,RCB,M. Chinnaswamy Stadium,15 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1577,Washington Sundar,4.0,22,2,8,5.5,12.0,PBKS,M. Chinnaswamy Stadium,13 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1578,Yuzvendra Chahal,4.0,22,2,12,5.5,12.0,RR,M. Chinnaswamy Stadium,15 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1579,Nitish Rana,2.0,11,2,4,5.5,6.0,RR,Sawai Mansingh Stadium,18 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1580,Shardul Thakur,4.0,22,1,14,5.5,24.0,RR,Sawai Mansingh Stadium,11 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1581,Krunal Pandya,2.0,11,1,5,5.5,12.0,DC,Arun Jaitley Stadium,20 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1582,Harbhajan Singh,2.0,11,1,5,5.5,12.0,KKR,Chidambaram,10 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1583,Jasprit Bumrah,4.0,22,1,9,5.5,24.0,RCB,M. Chinnaswamy Stadium,01 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1584,Barinder Sran,4.0,22,0,11,5.5,0.0,SRH,IS Bindra Stadium,19 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1585,Mohammed Siraj,3.0,17,1,10,5.66,18.0,PBKS,Holkar Cricket Stadium,14 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1586,Murugan Ashwin,3.0,17,1,12,5.66,18.0,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1587,Jasprit Bumrah,3.0,17,1,10,5.66,18.0,KKR,Eden Gardens,09 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1588,Dan Christian,3.0,17,1,8,5.66,18.0,PBKS,Arun Jaitley Stadium,23 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1589,Mayank Markande,4.0,23,4,11,5.75,6.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1590,Umesh Yadav,4.0,23,3,13,5.75,8.0,PBKS,M. Chinnaswamy Stadium,13 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1591,Mayank Markande,4.0,23,3,11,5.75,8.0,CSK,Wankhede Stadium,07 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1592,Umesh Yadav,4.0,23,3,15,5.75,8.0,PBKS,Holkar Cricket Stadium,14 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1593,Siddarth Kaul,4.0,23,3,13,5.75,8.0,MI,Wankhede Stadium,24 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1594,Shakib Al Hasan,4.0,23,2,9,5.75,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1595,Ankit Rajpoot,4.0,23,2,15,5.75,12.0,DC,Arun Jaitley Stadium,23 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1596,Krishnappa Gowtham,4.0,23,2,12,5.75,12.0,KKR,Sawai Mansingh Stadium,18 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1597,Amit Mishra,4.0,23,2,10,5.75,12.0,KKR,Arun Jaitley Stadium,27 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1598,Andrew Tye,4.0,23,2,10,5.75,12.0,SRH,IS Bindra Stadium,19 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1599,Rashid Khan,4.0,23,2,9,5.75,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1600,Siddarth Kaul,4.0,23,2,8,5.75,12.0,RR,Sawai Mansingh Stadium,29 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1601,Kuldeep Yadav,4.0,23,1,8,5.75,24.0,SRH,Eden Gardens,14 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1602,Kuldeep Yadav,4.0,23,1,9,5.75,24.0,RR,Sawai Mansingh Stadium,18 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1603,Ravichandran Ashwin,4.0,23,1,4,5.75,24.0,DC,IS Bindra Stadium,08 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1604,Rashid Khan,4.0,23,1,11,5.75,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1605,Umesh Yadav,4.0,23,1,12,5.75,24.0,CSK,M. Chinnaswamy Stadium,25 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1606,Harshal Patel,4.0,23,1,10,5.75,24.0,CSK,Arun Jaitley Stadium,18 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1607,Sunil Narine,4.0,23,1,10,5.75,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1608,Yuzvendra Chahal,4.0,23,0,14,5.75,0.0,MI,M. Chinnaswamy Stadium,01 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1609,Ravichandran Ashwin,4.0,23,0,7,5.75,0.0,MI,Holkar Cricket Stadium,04 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1610,Sunil Narine,3.0,18,3,6,6.0,6.0,DC,Eden Gardens,16 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1611,Mustafizur Rahman,4.0,24,3,10,6.0,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1612,Rahul Tewatia,3.0,18,3,10,6.0,6.0,KKR,Eden Gardens,16 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1613,Hardik Pandya,4.0,24,3,12,6.0,8.0,CSK,Wankhede Stadium,07 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1614,Shakib Al Hasan,3.0,18,2,7,6.0,9.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1615,Ravichandran Ashwin,3.0,18,2,5,6.0,9.0,MI,Wankhede Stadium,16 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1616,Piyush Chawla,4.0,24,2,7,6.0,12.0,RR,Eden Gardens,23 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1617,Andrew Tye,4.0,24,2,7,6.0,12.0,RR,Holkar Cricket Stadium,06 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1618,Shardul Thakur,3.0,18,2,9,6.0,9.0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1619,Basil Thampi,2.2,14,2,6,6.0,7.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1620,Andre Russell,2.0,12,2,5,6.0,6.0,MI,Wankhede Stadium,06 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1621,Amit Mishra,2.0,12,1,5,6.0,12.0,RR,Arun Jaitley Stadium,02 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1622,Sunil Narine,4.0,24,1,7,6.0,24.0,SRH,Eden Gardens,25 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1623,Dan Christian,2.0,12,1,6,6.0,12.0,PBKS,IS Bindra Stadium,08 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1624,Lungi Ngidi,4.0,24,1,15,6.0,24.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1625,Krishnappa Gowtham,3.0,18,1,11,6.0,18.0,PBKS,Holkar Cricket Stadium,06 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1626,Rahul Tewatia,4.0,24,1,9,6.0,24.0,PBKS,IS Bindra Stadium,08 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1627,David Willey,4.0,24,1,12,6.0,24.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1628,Ben Cutting,2.0,12,1,6,6.0,12.0,KKR,Eden Gardens,09 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1629,Moeen Ali,2.1,13,1,5,6.0,13.0,PBKS,Holkar Cricket Stadium,14 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1630,Krunal Pandya,4.0,24,0,11,6.0,0.0,RCB,M. Chinnaswamy Stadium,01 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1631,Rashid Khan,4.0,24,0,9,6.0,0.0,CSK,Wankhede Stadium,27 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1632,Liam Plunkett,4.0,24,0,9,6.0,0.0,KKR,Arun Jaitley Stadium,27 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1633,Krunal Pandya,4.0,24,0,8,6.0,0.0,RR,Wankhede Stadium,13 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1634,Mujeeb Ur Rahman,3.0,18,0,5,6.0,0.0,CSK,IS Bindra Stadium,15 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1635,Sandeep Sharma,4.0,24,0,11,6.0,0.0,DC,Arun Jaitley Stadium,10 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1636,Shreyas Gopal,3.0,18,0,6,6.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1637,Mohammed Siraj,4.0,25,3,12,6.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1638,Umesh Yadav,4.0,25,3,12,6.25,8.0,RR,Sawai Mansingh Stadium,19 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1639,Sandeep Sharma,4.0,25,2,13,6.25,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1640,Dwayne Bravo,4.0,25,2,9,6.25,12.0,SRH,Wankhede Stadium,22 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1641,Mujeeb Ur Rahman,4.0,25,2,12,6.25,12.0,DC,Arun Jaitley Stadium,23 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1642,Andrew Tye,4.0,25,2,11,6.25,12.0,DC,Arun Jaitley Stadium,23 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1643,Tim Southee,4.0,25,2,14,6.25,12.0,MI,M. Chinnaswamy Stadium,01 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1644,Mustafizur Rahman,4.0,25,1,11,6.25,24.0,DC,Wankhede Stadium,14 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1645,Sandeep Lamichhane,4.0,25,1,10,6.25,24.0,RCB,Arun Jaitley Stadium,12 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1646,Mayank Markande,4.0,25,1,9,6.25,24.0,RCB,Wankhede Stadium,17 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1647,Axar Patel,4.0,25,1,10,6.25,24.0,RCB,M. Chinnaswamy Stadium,13 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1648,Siddarth Kaul,4.0,25,1,6,6.25,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1649,Bhuvneshwar Kumar,4.0,25,1,10,6.25,24.0,PBKS,IS Bindra Stadium,19 April 2018,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1650,Yuzvendra Chahal,4.0,6,1,18,1.5,24.0,CSK,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1651,Imran Tahir,4.0,9,3,18,2.25,8.0,RCB,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1652,Krunal Pandya,3.0,7,2,12,2.33,9.0,CSK,Chidambaram,26 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1653,Mohammed Siraj,2.0,5,1,8,2.5,12.0,CSK,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1654,Mohammad Nabi,4.0,11,4,16,2.75,6.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1655,Ravindra Jadeja,3.0,9,3,9,3.0,6.0,DC,Chidambaram,01 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1656,Shreyas Gopal,4.0,12,3,16,3.0,8.0,RCB,Sawai Mansingh Stadium,02 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1657,Mitchell Santner,4.0,13,2,15,3.25,12.0,MI,Chidambaram,26 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1658,Mohammad Nabi,4.0,13,1,12,3.25,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1659,Alzarri Joseph,3.4,12,6,16,3.27,3.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1660,Jasprit Bumrah,3.0,10,2,12,3.33,9.0,CSK,Chidambaram,26 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1661,Rahul Tewatia,3.0,10,1,12,3.33,18.0,SRH,Arun Jaitley Stadium,04 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1662,Rahul Chahar,4.0,14,2,13,3.5,12.0,CSK,Chidambaram,07 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1663,Jasprit Bumrah,4.0,14,2,13,3.5,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1664,Krunal Pandya,2.0,7,1,6,3.5,12.0,DC,Arun Jaitley Stadium,18 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1665,Rahul Chahar,4.0,14,1,13,3.5,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1666,Krunal Pandya,4.0,14,0,11,3.5,0.0,KKR,Wankhede Stadium,05 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1667,Imran Tahir,3.2,12,4,12,3.6,5.0,DC,Chidambaram,01 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1668,Jofra Archer,4.0,15,3,15,3.75,8.0,PBKS,IS Bindra Stadium,16 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1669,Harbhajan Singh,4.0,15,2,15,3.75,12.0,KKR,Chidambaram,09 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1670,Rashid Khan,4.0,15,2,16,3.75,12.0,DC,ACA-VDCA Stadium,08 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1671,Ravindra Jadeja,4.0,15,2,15,3.75,12.0,RCB,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1672,Ravichandran Ashwin,4.0,15,1,10,3.75,24.0,RCB,M. Chinnaswamy Stadium,24 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1673,Amit Mishra,4.0,16,1,10,4.0,24.0,SRH,ACA-VDCA Stadium,08 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1674,Axar Patel,4.0,16,0,12,4.0,0.0,RR,Arun Jaitley Stadium,04 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1675,Krishnappa Gowtham,4.0,16,0,9,4.0,0.0,DC,Arun Jaitley Stadium,04 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1676,Kuldeep Yadav,4.0,16,0,12,4.0,0.0,CSK,Chidambaram,09 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1677,Axar Patel,4.0,16,0,15,4.0,0.0,CSK,Arun Jaitley Stadium,26 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1678,Amit Mishra,4.0,17,3,11,4.25,8.0,RR,Arun Jaitley Stadium,04 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1679,Keemo Paul,4.0,17,3,10,4.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1680,Yuzvendra Chahal,4.0,17,2,11,4.25,12.0,RR,Sawai Mansingh Stadium,02 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1681,Jofra Archer,4.0,17,2,13,4.25,12.0,CSK,Chidambaram,31 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1682,Harbhajan Singh,4.0,17,2,10,4.25,12.0,PBKS,Chidambaram,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1683,Rashid Khan,4.0,17,2,13,4.25,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1684,Ravindra Jadeja,4.0,17,1,15,4.25,24.0,KKR,Chidambaram,09 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1685,Axar Patel,4.0,17,1,7,4.25,24.0,MI,Arun Jaitley Stadium,18 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1686,Deepak Chahar,4.0,17,0,12,4.25,0.0,RCB,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1687,Jofra Archer,4.0,17,0,13,4.25,0.0,PBKS,Sawai Mansingh Stadium,25 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1688,Umesh Yadav,3.0,13,0,9,4.33,0.0,CSK,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1689,Amit Mishra,3.0,13,0,8,4.33,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1690,Moeen Ali,4.0,18,2,12,4.5,12.0,MI,Wankhede Stadium,15 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1691,Shardul Thakur,4.0,18,2,14,4.5,12.0,KKR,Eden Gardens,14 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1692,Jasprit Bumrah,4.0,18,2,13,4.5,12.0,DC,Arun Jaitley Stadium,18 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1693,Rashid Khan,4.0,18,1,13,4.5,24.0,DC,Arun Jaitley Stadium,04 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1694,Axar Patel,4.0,18,1,10,4.5,24.0,SRH,Arun Jaitley Stadium,04 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1695,Bhuvneshwar Kumar,4.0,18,1,15,4.5,24.0,CSK,Chidambaram,23 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1696,Ravindra Jadeja,4.0,18,0,14,4.5,0.0,MI,Chidambaram,07 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1697,Krunal Pandya,2.0,9,0,4,4.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1698,Dhawal Kulkarni,3.0,14,1,11,4.66,18.0,CSK,Sawai Mansingh Stadium,11 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1699,Jofra Archer,3.0,14,0,12,4.66,0.0,KKR,Sawai Mansingh Stadium,07 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1700,Sam Curran,2.2,11,4,8,4.71,3.5,DC,IS Bindra Stadium,01 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1701,Keemo Paul,3.1,15,0,8,4.73,0.0,RR,Arun Jaitley Stadium,04 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1702,Rahul Chahar,4.0,19,3,15,4.75,8.0,DC,Arun Jaitley Stadium,18 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1703,Deepak Chahar,4.0,19,2,12,4.75,12.0,RR,Chidambaram,31 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1704,Dwayne Bravo,4.0,19,2,11,4.75,12.0,DC,ACA-VDCA Stadium,10 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1705,Sunil Narine,4.0,19,2,12,4.75,12.0,CSK,Eden Gardens,14 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1706,Jofra Archer,4.0,19,1,11,4.75,24.0,CSK,Sawai Mansingh Stadium,11 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1707,Moeen Ali,4.0,19,1,10,4.75,24.0,PBKS,IS Bindra Stadium,13 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1708,Moeen Ali,4.0,19,1,15,4.75,24.0,CSK,Chidambaram,23 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1709,Mitchell McClenaghan,4.0,19,0,13,4.75,0.0,KKR,Wankhede Stadium,05 May 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1710,Piyush Chawla,4.0,19,0,13,4.75,0.0,RR,Sawai Mansingh Stadium,07 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1711,Krishnappa Gowtham,4.0,19,0,10,4.75,0.0,RCB,Sawai Mansingh Stadium,02 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1712,Sandeep Sharma,3.5,19,3,13,4.95,7.66,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1713,Piyush Chawla,4.0,20,3,14,5.0,8.0,RR,Eden Gardens,25 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1714,Deepak Chahar,4.0,20,3,20,5.0,8.0,KKR,Chidambaram,09 April 2019,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
