POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Unnamed: 0,Year,Metric,Source_File
36.0,Ravichandran Ashwin,13,13,44.4,331,7,2/27,47.28,7.41,38.28,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
37.0,Siddarth Kaul,8,8,30.0,247,7,2/31,35.28,8.23,25.71,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
38.0,Moeen Ali,15,10,25.2,161,6,3/7,26.83,6.35,25.33,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
39.0,Amit Mishra,4,4,14.0,109,6,4/24,18.16,7.78,14.0,1,0,,2021,Most Wickets,Most Wickets - 2021.csv
40.0,Bhuvneshwar Kumar,11,11,42.0,335,6,1/16,55.83,7.97,42.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
41.0,Harpreet Brar,7,7,23.0,139,5,3/19,27.8,6.04,27.6,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
42.0,Kieron Pollard,14,9,13.1,95,5,2/8,19.0,7.21,15.8,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
43.0,Jimmy Neesham,3,3,9.0,66,5,3/12,13.2,7.33,10.8,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
44.0,Chris Woakes,3,3,11.0,82,5,2/18,16.4,7.45,13.2,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
45.0,Krunal Pandya,13,12,33.1,265,5,1/13,53.0,7.98,39.8,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
46.0,Khaleel Ahmed,7,7,27.0,219,5,3/21,43.8,8.11,32.4,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
47.0,Lungi Ngidi,3,3,12.0,125,5,3/28,25.0,10.41,14.4,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
48.0,Moises Henriques,5,5,10.0,45,4,3/12,11.25,4.5,15.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
49.0,Abhishek Sharma,8,6,10.0,64,4,2/4,16.0,6.4,15.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
50.0,Shakib Al Hasan,8,8,26.0,187,4,1/1,46.75,7.19,39.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
51.0,Lalit Yadav,7,5,14.0,101,4,2/13,25.25,7.21,21.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
52.0,Jaydev Unadkat,6,6,22.0,168,4,3/15,42.0,7.63,33.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
53.0,Chris Jordan,4,4,12.0,96,4,2/20,24.0,8.0,18.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
54.0,Kartik Tyagi,4,4,14.0,124,4,2/29,31.0,8.85,21.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
55.0,Tom Curran,3,3,11.2,104,4,3/29,26.0,9.17,17.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
56.0,Dan Christian,9,9,16.4,155,4,2/14,38.75,9.3,25.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
57.0,Riley Meredith,5,5,17.0,169,4,1/29,42.25,9.94,25.5,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
58.0,Washington Sundar,6,6,16.0,118,3,1/7,39.33,7.37,32.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
59.0,Tim Southee,3,3,12.0,95,3,2/26,31.66,7.91,24.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
60.0,Venkatesh Iyer,10,4,8.3,69,3,2/29,23.0,8.11,17.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
61.0,Glenn Maxwell,15,6,16.0,135,3,2/23,45.0,8.43,32.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
62.0,Sandeep Sharma,7,7,23.3,203,3,1/20,67.66,8.63,47.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
63.0,George Garton,5,5,15.0,135,3,1/27,45.0,9.0,30.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
64.0,Vijay Shankar,7,5,11.0,100,3,2/19,33.33,9.09,22.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
65.0,Adam Milne,4,4,14.0,131,3,2/21,43.66,9.35,28.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
66.0,Jhye Richardson,3,3,11.0,117,3,2/41,39.0,10.63,22.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
67.0,Imran Tahir,1,1,4.0,16,2,2/16,8.0,4.0,12.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
68.0,Mujeeb Ur Rahman,1,1,4.0,29,2,2/29,14.5,7.25,12.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
69.0,Marco Jansen,2,2,6.0,45,2,2/28,22.5,7.5,18.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
70.0,Jayant Yadav,5,5,17.0,130,2,1/25,65.0,7.64,51.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
71.0,Umran Malik,3,3,12.0,96,2,1/21,48.0,8.0,36.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
72.0,Deepak Hooda,12,7,16.0,136,2,1/15,68.0,8.5,48.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
73.0,T Natarajan,2,2,8.0,69,2,1/32,34.5,8.62,24.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
74.0,Marcus Stoinis,10,8,11.1,117,2,1/7,58.5,10.47,33.5,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
75.0,Mohammad Nabi,3,3,8.0,86,2,2/32,43.0,10.75,24.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
76.0,Daniel Sams,2,2,6.0,39,1,1/24,39.0,6.5,36.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
77.0,Mahipal Lomror,4,4,7.0,47,1,1/22,47.0,6.71,42.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
78.0,Ishant Sharma,3,3,12.0,97,1,1/26,97.0,8.08,72.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
79.0,Nathan Ellis,3,3,12.0,98,1,1/20,98.0,8.16,72.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
80.0,Fabian Allen,4,3,11.0,90,1,1/22,90.0,8.18,66.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
81.0,KM Asif,1,1,2.1,18,1,1/18,18.0,8.3,13.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
82.0,Murugan Ashwin,3,3,11.0,97,1,1/32,97.0,8.81,66.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
83.0,Shahbaz Nadeem,1,1,4.0,36,1,1/36,36.0,9.0,24.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
84.0,Abdul Samad,11,1,1.0,9,1,1/9,9.0,9.0,6.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
85.0,Piyush Chawla,1,1,4.0,38,1,1/38,38.0,9.5,24.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
86.0,Kane Richardson,1,1,3.0,29,1,1/29,29.0,9.66,18.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
87.0,Ishan Porel,1,1,4.0,39,1,1/39,39.0,9.75,24.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
88.0,Glenn Phillips,3,2,2.0,20,1,1/17,20.0,10.0,12.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
89.0,Lukman Meriwala,1,1,3.0,32,1,1/32,32.0,10.66,18.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
90.0,Riyan Parag,11,6,6.1,73,1,1/7,73.0,11.83,37.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
91.0,Aiden Markram,6,2,4.0,23,0,0/5,0.0,5.75,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
92.0,Nitish Rana,17,2,2.0,12,0,0/5,0.0,6.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
93.0,Ripal Patel,2,1,3.0,22,0,0/22,0.0,7.33,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
94.0,Sandeep Warrier,1,1,2.0,15,0,0/15,0.0,7.5,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
95.0,Kuldip Yadav,1,1,2.0,16,0,0/16,0.0,8.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
96.0,Tabraiz Shamsi,1,1,4.0,34,0,0/34,0.0,8.5,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
97.0,Mayank Markande,1,1,3.0,26,0,0/26,0.0,8.66,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
98.0,Harbhajan Singh,3,3,7.0,63,0,0/8,0.0,9.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
99.0,Jalaj Saxena,1,1,3.0,27,0,0/27,0.0,9.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
100.0,Jagadeesha Suchith,2,2,7.0,66,0,0/21,0.0,9.42,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
101.0,Akash Singh,1,1,4.0,39,0,0/39,0.0,9.75,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
102.0,Shivam Dube,9,4,5.0,49,0,0/5,0.0,9.8,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
103.0,Wanindu Hasaranga,2,2,6.0,60,0,0/20,0.0,10.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
104.0,Rohit Sharma,13,2,1.1,13,0,0/4,0.0,11.14,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
105.0,Adil Rashid,1,1,3.0,35,0,0/35,0.0,11.66,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
106.0,Ben Stokes,1,1,1.0,12,0,0/12,0.0,12.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
107.0,Dhawal Kulkarni,1,1,4.0,48,0,0/48,0.0,12.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
108.0,Shreyas Gopal,3,3,7.0,84,0,0/9,0.0,12.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
109.0,Kamlesh Nagarkoti,1,1,2.0,25,0,0/25,0.0,12.5,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
110.0,Navdeep Saini,2,2,4.0,52,0,0/25,0.0,13.0,0.0,0,0,,2021,Most Wickets,Most Wickets - 2021.csv
1.0,Yuzvendra Chahal,17,17,68.0,527,27,40/5,19.51,7.75,15.11,1,1,,2022,Most Wickets,Most Wickets - 2022.csv
2.0,Wanindu Hasaranga,16,16,57.0,430,26,18/5,16.53,7.54,13.15,1,1,,2022,Most Wickets,Most Wickets - 2022.csv
3.0,Kagiso Rabada,13,13,48.0,406,23,33/4,17.65,8.45,12.52,2,0,,2022,Most Wickets,Most Wickets - 2022.csv
4.0,Umran Malik,14,14,49.1,444,22,25/5,20.18,9.03,13.4,1,1,,2022,Most Wickets,Most Wickets - 2022.csv
5.0,Kuldeep Yadav,14,14,49.4,419,21,14/4,19.95,8.43,14.19,2,0,,2022,Most Wickets,Most Wickets - 2022.csv
6.0,Mohammad Shami,16,16,61.0,488,20,25/3,24.4,8.0,18.3,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
7.0,Josh Hazlewood,12,12,46.3,377,20,25/4,18.85,8.1,13.95,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
8.0,Rashid Khan,16,16,63.5,421,19,24/4,22.15,6.59,20.15,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
9.0,Harshal Patel,15,15,53.3,410,19,34/4,21.57,7.66,16.89,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
10.0,Prasidh Krishna,17,17,66.3,551,19,22/3,29.0,8.28,21.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
11.0,Avesh Khan,13,13,47.4,416,18,24/4,23.11,8.72,15.88,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
12.0,T Natarajan,11,11,43.0,406,18,10/3,22.55,9.44,14.33,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
13.0,Andre Russell,14,13,28.1,278,17,5/4,16.35,9.86,9.94,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
14.0,Umesh Yadav,12,12,48.0,339,16,23/4,21.18,7.06,18.0,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
15.0,Trent Boult,16,16,62.0,492,16,18/2,30.75,7.93,23.25,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
16.0,Khaleel Ahmed,10,10,39.1,315,16,25/3,19.68,8.04,14.68,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
17.0,Dwayne Bravo,10,10,34.2,299,16,20/3,18.68,8.7,12.87,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
18.0,Mukesh Choudhary,13,13,45.3,424,16,46/4,26.5,9.31,17.06,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
19.0,Jasprit Bumrah,14,14,53.2,383,15,10/5,25.53,7.18,21.33,0,1,,2022,Most Wickets,Most Wickets - 2022.csv
20.0,Shardul Thakur,14,14,48.2,473,15,36/4,31.53,9.78,19.33,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
21.0,Mohsin Khan,9,9,33.0,197,14,16/4,14.07,5.96,14.14,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
22.0,Rahul Chahar,13,13,46.4,360,14,25/3,25.71,7.71,20.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
23.0,Tim Southee,9,9,35.0,275,14,20/3,19.64,7.85,15.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
24.0,Jason Holder,12,12,41.3,391,14,31/3,27.92,9.42,17.78,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
25.0,Ravi Bishnoi,14,14,54.0,456,13,22/2,35.07,8.44,24.92,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
26.0,Daniel Sams,11,11,42.0,370,13,30/4,28.46,8.8,19.38,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
27.0,Bhuvneshwar Kumar,14,14,52.1,383,12,22/3,31.91,7.34,26.08,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
28.0,Maheesh Theekshana,9,9,35.0,261,12,33/4,21.75,7.45,17.5,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
29.0,Ravichandran Ashwin,17,17,67.0,503,12,17/3,41.91,7.5,33.5,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
30.0,Lockie Ferguson,13,13,47.4,427,12,28/4,35.58,8.95,23.83,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
31.0,Obed McCoy,7,7,25.5,237,11,23/3,21.54,9.17,14.09,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
32.0,Yash Dayal,9,9,32.0,296,11,40/3,26.9,9.25,17.45,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
33.0,Krunal Pandya,14,12,38.0,265,10,19/3,26.5,6.97,22.8,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
34.0,Arshdeep Singh,14,14,50.0,385,10,37/3,38.5,7.7,30.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
35.0,Sunil Narine,14,14,56.0,312,9,21/2,34.66,5.57,37.33,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
36.0,Murugan Ashwin,8,8,29.0,228,9,14/2,25.33,7.86,19.33,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
37.0,Dushmantha Chameera,12,12,44.0,384,9,17/2,42.66,8.72,29.33,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
38.0,Anrich Nortje,6,6,22.2,217,9,42/3,24.11,9.71,14.88,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
39.0,Mohammed Siraj,15,15,51.0,514,9,30/2,57.11,10.07,34.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
40.0,Moeen Ali,10,10,23.5,158,8,13/3,19.75,6.62,17.87,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
41.0,Hardik Pandya,15,10,30.3,222,8,17/3,27.75,7.27,22.87,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
42.0,Mustafizur Rahman,8,8,32.0,244,8,18/3,30.5,7.62,24.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
43.0,Riley Meredith,8,8,28.0,236,8,24/2,29.5,8.42,21.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
44.0,Kuldeep Sen,7,7,25.1,237,8,20/4,29.62,9.41,18.87,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
45.0,Jagadeesha Suchith,5,5,18.0,140,7,12/2,20.0,7.77,15.42,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
46.0,Marco Jansen,8,8,32.0,274,7,25/3,39.14,8.56,27.42,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
47.0,Alzarri Joseph,9,9,30.0,264,7,34/2,37.71,8.8,25.71,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
48.0,Pat Cummins,5,5,19.5,212,7,22/3,30.28,10.68,17.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
49.0,Glenn Maxwell,13,10,24.0,165,6,22/2,27.5,6.87,24.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
50.0,Axar Patel,13,13,43.0,321,6,10/2,53.5,7.46,43.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
51.0,Sai Kishore,5,5,16.0,121,6,7/2,20.16,7.56,16.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
52.0,Rishi Dhawan,6,6,19.0,156,6,36/2,26.0,8.21,19.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
53.0,Varun Chakaravarthy,11,11,39.0,332,6,22/1,55.33,8.51,39.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
54.0,Washington Sundar,9,8,28.0,239,6,21/2,39.83,8.53,28.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
55.0,Liam Livingstone,14,12,23.0,202,6,27/3,33.66,8.78,23.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
56.0,Ramandeep Singh,5,3,6.0,54,6,20/3,9.0,9.0,6.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
57.0,Jaydev Unadkat,5,5,20.0,190,6,32/2,31.66,9.5,20.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
58.0,Dwaine Pretorius,6,6,21.0,210,6,30/2,35.0,10.0,21.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
59.0,Tymal Mills,5,5,17.0,190,6,35/3,31.66,11.17,17.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
60.0,Odean Smith,6,6,15.0,178,6,30/4,29.66,11.86,15.0,1,0,,2022,Most Wickets,Most Wickets - 2022.csv
61.0,Ravindra Jadeja,10,10,33.0,248,5,39/3,49.6,7.51,39.6,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
62.0,Kumar Kartikeya Singh,4,4,13.0,102,5,22/2,20.4,7.84,15.6,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
63.0,Krishnappa Gowtham,4,4,12.0,99,5,30/2,19.8,8.25,14.4,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
64.0,Basil Thampi,5,5,16.0,152,5,35/3,30.4,9.5,19.2,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
65.0,Shivam Mavi,6,6,22.0,227,5,33/1,45.4,10.31,26.4,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
66.0,Akash Deep,5,5,18.5,205,5,45/3,41.0,10.88,22.6,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
67.0,Mitchell Santner,6,6,19.0,130,4,15/1,32.5,6.84,28.5,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
68.0,Simarjeet Singh,6,6,18.0,138,4,27/2,34.5,7.66,27.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
69.0,Lalit Yadav,12,8,18.0,150,4,11/2,37.5,8.33,27.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
70.0,Mitchell Marsh,8,4,12.0,102,4,25/2,25.5,8.5,18.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
71.0,Kieron Pollard,11,6,14.0,125,4,8/2,31.25,8.92,21.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
72.0,Harpreet Brar,5,5,16.0,146,4,26/3,36.5,9.12,24.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
73.0,Shahbaz Ahmed,16,14,35.0,336,4,26/2,84.0,9.6,52.5,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
74.0,Marcus Stoinis,11,5,7.0,79,4,23/3,19.75,11.28,10.5,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
75.0,Pradeep Sangwan,3,3,9.0,65,3,19/2,21.66,7.22,18.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
76.0,Chetan Sakariya,3,3,11.0,84,3,23/2,28.0,7.63,22.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
77.0,Nathan Ellis,2,2,6.0,55,3,40/3,18.33,9.16,12.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
78.0,Vaibhav Arora,5,5,17.5,164,3,21/2,54.66,9.19,35.66,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
79.0,Romario Shepherd,3,3,9.0,98,3,42/2,32.66,10.88,18.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
80.0,Navdeep Saini,2,2,6.0,72,3,36/2,24.0,12.0,12.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
81.0,Ayush Badoni,13,2,2.0,11,2,5/1,5.5,5.5,6.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
82.0,Prashant Solanki,2,2,6.0,38,2,20/2,19.0,6.33,18.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
83.0,Matheesha Pathirana,2,2,6.5,52,2,24/2,26.0,7.6,20.5,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
84.0,Sandeep Sharma,5,5,20.0,153,2,18/1,76.5,7.65,60.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
85.0,Hrithik Shokeen,5,5,15.0,127,2,47/2,63.5,8.46,45.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
86.0,Fazalhaq Farooqi,3,3,12.0,110,2,32/2,55.0,9.16,36.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
87.0,Andrew Tye,3,3,11.0,107,2,40/2,53.5,9.72,33.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
88.0,Varun Aaron,2,2,5.0,52,2,45/2,26.0,10.4,15.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
89.0,Chris Jordan,4,4,12.5,135,2,23/2,67.5,10.51,38.5,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
90.0,Darshan Nalkande,2,2,5.1,59,2,37/2,29.5,11.41,15.5,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
91.0,David Willey,4,4,11.0,72,1,29/1,72.0,6.54,66.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
92.0,Anukul Roy,2,2,7.0,55,1,28/1,55.0,7.85,42.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
93.0,Mayank Markande,2,2,7.0,57,1,26/1,57.0,8.14,42.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
94.0,Tushar Deshpande,2,2,7.0,63,1,40/1,63.0,9.0,42.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
95.0,Kartik Tyagi,2,2,8.0,79,1,42/1,79.0,9.87,48.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
96.0,Harshit Rana,2,2,5.0,51,1,24/1,51.0,10.2,30.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
97.0,Aiden Markram,14,4,6.0,64,1,8/1,64.0,10.66,36.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
98.0,Deepak Hooda,15,2,4.0,43,1,31/1,43.0,10.75,24.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
99.0,Shreyas Gopal,1,1,3.0,34,1,34/1,34.0,11.33,18.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
100.0,Fabian Allen,1,1,4.0,46,1,46/1,46.0,11.5,24.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
101.0,Sean Abbott,1,1,4.0,47,1,47/1,47.0,11.75,24.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
102.0,Riyan Parag,17,4,4.0,59,1,12/1,59.0,14.75,24.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
103.0,Dewald Brevis,7,1,0.3,8,1,8/1,8.0,16.0,3.0,0,0,,2022,Most Wickets,Most Wickets - 2022.csv
,Sohail Tanvir,11,11,41.1,266,22,6/14,12.09,6.46,11.22,1,1,0.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shane Warne,15,15,52.0,404,19,3/19,21.26,7.76,16.42,0,0,1.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shanthakumaran Sreesanth,15,15,51.1,442,19,3/29,23.26,8.63,16.15,0,0,2.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shane Watson,15,15,54.1,383,17,3/10,22.52,7.07,19.11,0,0,3.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Manpreet Gony,16,16,60.0,443,17,3/34,26.05,7.38,21.17,0,0,4.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Piyush Chawla,15,15,46.5,389,17,3/25,22.88,8.3,16.52,0,0,5.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Albie Morkel,13,13,48.0,399,17,4/32,23.47,8.31,16.94,1,0,6.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Yo Mahesh,11,11,42.1,370,16,4/36,23.12,8.77,15.81,1,0,7.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Irfan Pathan,14,14,53.0,350,15,2/18,23.33,6.6,21.2,0,0,8.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,MF Maharoof,10,10,36.0,249,15,3/34,16.6,6.91,14.4,0,0,9.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,RP Singh,14,14,51.2,442,15,3/35,29.46,8.61,20.53,0,0,10.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Munaf Patel,15,15,55.0,420,14,3/17,30.0,7.63,23.57,0,0,11.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Siddharth Trivedi,15,15,48.0,399,13,2/25,30.69,8.31,22.15,0,0,12.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Zaheer Khan,11,11,42.0,357,13,3/38,27.46,8.5,19.38,0,0,13.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Glenn McGrath,14,14,54.0,357,12,4/29,29.75,6.61,27.0,1,0,14.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Ashish Nehra,14,14,44.5,348,12,3/13,29.0,7.76,22.41,0,0,15.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Umar Gul,6,6,22.3,184,12,4/23,15.33,8.17,11.25,1,0,16.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Shaun Pollock,13,13,46.0,301,11,3/12,27.36,6.54,25.09,0,0,17.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
,Muttiah Muralitharan,15,15,58.0,404,11,2/39,36.72,6.96,31.63,0,0,18.0,All,Most Wickets,Most Wickets All Seasons Combine.csv
