POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Unnamed: 0,Year,Metric,Source_File
26.0,Umesh Yadav,9,9,26.0,234,10,3/28,23.4,9.0,15.6,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
27.0,Tim Southee,11,11,43.0,329,9,3/24,36.55,7.65,28.66,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
28.0,Ashish Nehra,8,8,26.0,199,9,3/15,22.11,7.65,17.33,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
29.0,Praveen Kumar,16,16,51.3,401,9,2/19,44.55,7.78,34.33,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
30.0,Harbhajan Singh,14,14,49.0,392,9,2/29,43.55,8.0,32.66,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
31.0,Thisara Perera,12,11,33.1,326,9,3/34,36.22,9.82,22.11,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
32.0,Ravindra Jadeja,15,14,40.1,311,8,2/18,38.87,7.74,30.12,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
33.0,Marcus Stoinis,7,7,23.0,194,8,4/15,24.25,8.43,17.25,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
34.0,Dwayne Smith,12,8,18.0,153,8,4/8,19.12,8.5,13.5,1,0,,2016,Most Wickets,Most Wickets - 2016.csv
35.0,Carlos Brathwaite,8,8,23.1,185,7,3/43,26.42,7.98,19.85,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
36.0,Murugan Ashwin,10,10,28.3,241,7,3/36,34.42,8.45,24.42,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
37.0,Kane Richardson,4,4,14.0,136,7,3/13,19.42,9.71,12.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
38.0,Rajat Bhatia,10,10,34.0,244,6,2/19,40.66,7.17,34.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
39.0,Krunal Pandya,12,11,31.1,236,6,2/15,39.33,7.57,31.16,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
40.0,Kuldeep Yadav,3,3,12.0,100,6,3/35,16.66,8.33,12.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
41.0,Shivil Kaushik,7,7,23.0,192,6,3/20,32.0,8.34,23.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
42.0,Iqbal Abdulla,8,8,25.0,213,6,3/40,35.5,8.52,25.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
43.0,Ben Cutting,4,4,11.1,80,5,2/20,16.0,7.16,13.4,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
44.0,Shakib Al Hasan,10,9,31.0,243,5,1/14,48.6,7.83,37.2,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
45.0,Imran Tahir,4,4,16.0,138,5,3/24,27.6,8.62,19.2,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
46.0,Pravin Tambe,7,7,16.0,143,5,2/12,28.6,8.93,19.2,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
47.0,Mohammad Shami,8,8,25.1,244,5,2/34,48.8,9.69,30.2,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
48.0,Mitchell Marsh,3,3,9.0,45,4,2/14,11.25,5.0,13.5,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
49.0,Brad Hogg,5,5,16.0,142,4,3/19,35.5,8.87,24.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
50.0,Vinay Kumar,3,3,9.0,64,3,2/17,21.33,7.11,18.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
51.0,Deepak Hooda,17,6,13.0,97,3,2/16,32.33,7.46,26.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
52.0,Nathan Coulter-Nile,4,4,15.0,114,3,2/25,38.0,7.6,30.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
53.0,Pradeep Sahu,5,5,17.3,146,3,2/18,48.66,8.34,35.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
54.0,Bipul Sharma,7,6,14.0,121,3,1/10,40.33,8.64,28.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
55.0,Ankit Rajpoot,4,4,11.0,98,3,1/14,32.66,8.9,22.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
56.0,Hardik Pandya,11,10,16.4,153,3,1/7,51.0,9.18,33.33,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
57.0,Tabraiz Shamsi,4,4,16.0,147,3,1/21,49.0,9.18,32.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
58.0,RP Singh,4,4,12.0,111,3,1/23,37.0,9.25,24.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
59.0,KC Cariappa,5,5,17.0,159,3,2/16,53.0,9.35,34.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
60.0,Ishant Sharma,4,4,15.0,148,3,2/36,49.33,9.86,30.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
61.0,Sachin Baby,11,2,1.4,8,2,2/4,4.0,4.8,5.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
62.0,John Hastings,2,2,6.4,37,2,2/6,18.5,5.55,20.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
63.0,Chris Gayle,10,4,10.0,63,2,2/11,31.5,6.3,30.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
64.0,Jayant Yadav,5,5,17.0,125,2,1/23,62.5,7.35,51.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
65.0,Scott Boland,2,2,7.0,54,2,2/31,27.0,7.71,21.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
66.0,Gurkeerat Mann Singh,7,3,4.0,31,2,2/15,15.5,7.75,12.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
67.0,JP Duminy,10,5,7.0,55,2,1/4,27.5,7.85,21.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
68.0,Jason Holder,4,4,13.0,103,2,2/33,51.5,7.92,39.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
69.0,Rishi Dhawan,2,2,7.0,56,2,1/21,28.0,8.0,21.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
70.0,Shahbaz Nadeem,4,4,15.0,127,2,2/23,63.5,8.46,45.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
71.0,Shadab Jakati,6,6,20.0,178,2,1/13,89.0,8.9,60.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
72.0,Varun Aaron,8,8,23.4,227,2,2/37,113.5,9.59,71.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
73.0,Mitchell Johnson,3,3,11.0,106,2,1/35,53.0,9.63,33.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
74.0,James Faulkner,7,7,17.0,167,2,1/23,83.5,9.82,51.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
75.0,Kyle Abbott,5,5,16.0,177,2,1/38,88.5,11.06,48.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
76.0,Albie Morkel,2,2,5.0,66,2,2/36,33.0,13.2,15.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
77.0,Yusuf Pathan,15,4,6.0,33,1,1/6,33.0,5.5,36.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
78.0,Ankit Sharma,3,3,11.0,84,1,1/27,84.0,7.63,66.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
79.0,Stuart Binny,14,11,17.0,134,1,1/17,134.0,7.88,102.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
80.0,Parveez Rasool,4,4,14.0,129,1,1/31,129.0,9.21,84.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
81.0,Pawan Negi,8,5,9.0,84,1,1/19,84.0,9.33,54.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
82.0,Trent Boult,1,1,4.0,39,1,1/39,39.0,9.75,24.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
83.0,Rajagopal Sathish,4,3,6.0,59,1,1/20,59.0,9.83,36.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
84.0,Ashish Reddy,4,2,3.5,39,1,1/14,39.0,10.17,23.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
85.0,Harshal Patel,5,5,14.0,147,1,1/46,147.0,10.5,84.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
86.0,Adam Milne,1,1,4.0,43,1,1/43,43.0,10.75,24.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
87.0,Nitish Rana,4,1,1.0,3,0,0/3,0.0,3.0,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
88.0,Shreyas Gopal,1,1,3.0,18,0,0/18,0.0,6.0,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
89.0,Kane Williamson,6,1,1.0,7,0,0/7,0.0,7.0,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
90.0,Anureet Singh,2,2,6.0,43,0,0/15,0.0,7.16,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
91.0,Colin Munro,4,2,2.0,15,0,0/7,0.0,7.5,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
92.0,Irfan Pathan,4,3,8.0,61,0,0/7,0.0,7.62,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
93.0,Murali Vijay,14,1,1.0,8,0,0/8,0.0,8.0,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
94.0,Deepak Chahar,2,2,5.0,41,0,0/13,0.0,8.2,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
95.0,Suresh Raina,15,4,10.0,82,0,0/15,0.0,8.2,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
96.0,Yuvraj Singh,10,5,6.1,52,0,0/7,0.0,8.43,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
97.0,Dale Steyn,1,1,2.0,17,0,0/17,0.0,8.5,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
98.0,Glenn Maxwell,11,7,9.0,80,0,0/3,0.0,8.88,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
99.0,Swapnil Singh,1,1,3.0,29,0,0/29,0.0,9.66,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
100.0,Karn Sharma,5,5,16.2,171,0,0/24,0.0,10.46,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
101.0,Sarabjit Ladda,1,1,2.0,21,0,0/21,0.0,10.5,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
102.0,David Wiese,1,1,4.0,49,0,0/49,0.0,12.25,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
103.0,Pradeep Sangwan,2,2,4.0,49,0,0/21,0.0,12.25,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
104.0,Virat Kohli,16,1,1.0,13,0,0/13,0.0,13.0,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
105.0,Kieron Pollard,13,4,6.0,81,0,0/11,0.0,13.5,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
106.0,Jagadeesha Suchith,1,1,2.0,31,0,0/31,0.0,15.5,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
107.0,Jaydev Unadkat,1,1,3.0,49,0,0/49,0.0,16.33,0.0,0,0,,2016,Most Wickets,Most Wickets - 2016.csv
1.0,Bhuvneshwar Kumar,14,14,52.2,369,26,5/19,14.19,7.05,12.07,0,1,,2017,Most Wickets,Most Wickets - 2017.csv
2.0,Jaydev Unadkat,12,12,45.5,322,24,5/30,13.41,7.02,11.45,0,1,,2017,Most Wickets,Most Wickets - 2017.csv
3.0,Jasprit Bumrah,16,16,59.2,439,20,3/7,21.95,7.39,17.8,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
4.0,Mitchell McClenaghan,14,14,54.0,507,19,3/24,26.68,9.38,17.05,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
5.0,Imran Tahir,12,12,47.0,369,18,3/18,20.5,7.85,15.66,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
6.0,Rashid Khan,14,14,54.0,358,17,3/19,21.05,6.62,19.05,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
7.0,Sandeep Sharma,13,13,48.0,398,17,4/20,23.41,8.29,16.94,1,0,,2017,Most Wickets,Most Wickets - 2017.csv
8.0,Umesh Yadav,14,14,48.3,410,17,4/33,24.11,8.45,17.11,1,0,,2017,Most Wickets,Most Wickets - 2017.csv
9.0,Chris Woakes,13,13,44.0,386,17,3/6,22.7,8.77,15.52,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
10.0,Pawan Negi,12,12,32.1,197,16,3/10,12.31,6.12,12.06,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
11.0,Siddarth Kaul,10,10,35.4,300,16,4/29,18.75,8.41,13.37,1,0,,2017,Most Wickets,Most Wickets - 2017.csv
12.0,Axar Patel,14,14,48.0,362,15,3/11,24.13,7.54,19.2,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
13.0,Nathan Coulter-Nile,8,8,28.2,228,15,3/20,15.2,8.04,11.33,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
14.0,Pat Cummins,12,12,46.1,373,15,2/20,24.86,8.07,18.46,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
15.0,Yuzvendra Chahal,13,13,43.3,333,14,3/16,23.78,7.65,18.64,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
16.0,Karn Sharma,9,9,30.4,214,13,4/16,16.46,6.97,14.15,1,0,,2017,Most Wickets,Most Wickets - 2017.csv
17.0,Mohit Sharma,14,14,45.4,410,13,2/24,31.53,8.97,21.07,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
18.0,Andrew Tye,6,6,21.0,141,12,5/17,11.75,6.71,10.5,0,1,,2017,Most Wickets,Most Wickets - 2017.csv
19.0,Ben Stokes,12,12,44.0,316,12,3/18,26.33,7.18,22.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
20.0,Chris Morris,9,9,31.0,240,12,4/26,20.0,7.74,15.5,1,0,,2017,Most Wickets,Most Wickets - 2017.csv
21.0,Kuldeep Yadav,12,11,41.0,340,12,2/25,28.33,8.29,20.5,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
22.0,Dan Christian,13,13,40.0,298,11,2/10,27.09,7.45,21.81,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
23.0,Shardul Thakur,12,12,38.1,315,11,3/19,28.63,8.25,20.81,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
24.0,Lasith Malinga,12,12,44.5,382,11,2/5,34.72,8.52,24.45,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
25.0,Basil Thampi,12,12,44.4,424,11,3/29,38.54,9.49,24.36,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
26.0,Krunal Pandya,13,13,40.0,273,10,3/14,27.3,6.82,24.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
27.0,Sunil Narine,16,15,59.0,412,10,2/29,41.2,6.98,35.4,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
28.0,Zaheer Khan,11,11,40.1,313,10,3/20,31.3,7.79,24.1,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
29.0,Amit Mishra,14,14,38.5,343,10,3/11,34.3,8.83,23.3,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
30.0,Mohammed Siraj,6,6,23.0,212,10,4/32,21.2,9.21,13.8,1,0,,2017,Most Wickets,Most Wickets - 2017.csv
31.0,Samuel Badree,7,7,25.0,188,9,4/9,20.88,7.52,16.66,1,0,,2017,Most Wickets,Most Wickets - 2017.csv
32.0,Washington Sundar,11,10,30.0,185,8,3/16,23.12,6.16,22.5,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
33.0,Harbhajan Singh,11,11,41.0,266,8,3/22,33.25,6.48,30.75,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
34.0,Ashish Nehra,6,6,21.1,197,8,3/42,24.62,9.3,15.87,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
35.0,Glenn Maxwell,14,8,19.0,125,7,2/15,17.85,6.57,16.28,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
36.0,Mitchell Johnson,5,5,20.0,141,7,3/26,20.14,7.05,17.14,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
37.0,Varun Aaron,6,6,20.0,163,7,2/3,23.28,8.15,17.14,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
38.0,Adam Zampa,6,6,19.5,163,7,2/22,23.28,8.21,17.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
39.0,Shahbaz Nadeem,7,7,17.5,119,6,2/13,19.83,6.67,17.83,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
40.0,Hardik Pandya,17,13,26.0,213,6,2/22,35.5,8.19,26.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
41.0,Kagiso Rabada,6,6,21.2,188,6,2/20,31.33,8.81,21.33,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
42.0,Piyush Chawla,6,6,20.0,179,6,2/34,29.83,8.95,20.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
43.0,Praveen Kumar,6,6,16.3,151,6,2/22,25.16,9.15,16.5,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
44.0,James Faulkner,8,8,26.2,258,6,2/34,43.0,9.79,26.33,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
45.0,Aniket Choudhary,5,5,16.5,144,5,2/17,28.8,8.55,20.2,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
46.0,Tymal Mills,5,5,17.5,153,5,2/31,30.6,8.57,21.4,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
47.0,Sreenath Aravind,10,10,30.3,275,5,2/29,55.0,9.01,36.6,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
48.0,Trent Boult,6,6,23.5,216,5,2/30,43.2,9.06,28.6,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
49.0,Shane Watson,8,8,26.5,245,5,1/16,49.0,9.13,32.2,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
50.0,Ravindra Jadeja,12,12,38.0,349,5,2/28,69.8,9.18,45.6,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
51.0,Mohammad Shami,8,8,26.0,243,5,2/36,48.6,9.34,31.2,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
52.0,Pradeep Sangwan,5,5,18.0,181,5,2/38,36.2,10.05,21.6,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
53.0,Ankit Rajpoot,5,5,14.0,107,4,3/37,26.75,7.64,21.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
54.0,Stuart Binny,8,4,6.0,50,4,1/9,12.5,8.33,9.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
55.0,Colin de Grandhomme,12,9,16.0,135,4,3/4,33.75,8.43,24.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
56.0,KC Cariappa,4,4,15.0,127,4,2/24,31.75,8.46,22.5,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
57.0,Rahul Tewatia,3,3,9.0,49,3,2/18,16.33,5.44,18.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
58.0,Lockie Ferguson,4,4,13.0,93,3,2/7,31.0,7.15,26.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
59.0,Bipul Sharma,7,7,16.2,129,3,1/4,43.0,7.89,32.66,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
60.0,Dhawal Kulkarni,6,6,18.5,173,3,1/24,57.66,9.18,37.66,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
61.0,Adam Milne,4,4,14.0,134,3,2/27,44.66,9.57,28.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
62.0,Tim Southee,3,3,10.0,96,3,2/39,32.0,9.6,20.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
63.0,Corey Anderson,11,8,18.5,186,3,1/23,62.0,9.87,37.66,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
64.0,Harshal Patel,1,1,4.0,43,3,3/43,14.33,10.75,8.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
65.0,Mohammad Nabi,3,3,11.0,58,2,1/13,29.0,5.27,33.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
66.0,Rajat Bhatia,3,3,7.0,55,2,2/14,27.5,7.85,21.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
67.0,Ankit Soni,7,6,18.1,144,2,1/16,72.0,7.92,54.5,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
68.0,Rahul Chahar,3,2,7.0,58,2,1/26,29.0,8.28,21.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
69.0,Billy Stanlake,2,2,8.0,70,2,2/29,35.0,8.75,24.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
70.0,T Natarajan,6,6,12.4,115,2,1/26,57.5,9.07,38.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
71.0,Travis Head,7,5,8.0,81,2,2/30,40.5,10.12,24.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
72.0,Vinay Kumar,1,1,3.0,31,2,2/31,15.5,10.33,9.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
73.0,Marcus Stoinis,5,5,10.3,110,2,1/28,55.0,10.47,31.5,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
74.0,Deepak Hooda,10,3,4.0,42,2,1/7,21.0,10.5,12.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
75.0,Iqbal Abdulla,2,2,5.0,55,2,2/36,27.5,11.0,15.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
76.0,Dwayne Smith,12,9,13.0,148,2,1/10,74.0,11.38,39.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
77.0,Nathu Singh,2,2,4.0,15,1,1/7,15.0,3.75,24.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
78.0,Avesh Khan,1,1,4.0,23,1,1/23,23.0,5.75,24.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
79.0,Munaf Patel,2,2,7.0,57,1,1/35,57.0,8.14,42.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
80.0,Suresh Raina,14,6,12.0,102,1,1/11,102.0,8.5,72.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
81.0,Swapnil Singh,4,4,7.0,61,1,1/14,61.0,8.71,42.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
82.0,Chris Jordan,1,1,1.0,9,1,1/9,9.0,9.0,6.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
83.0,Ben Cutting,4,4,12.4,123,1,1/41,123.0,9.71,76.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
84.0,Yusuf Pathan,15,4,4.0,41,1,1/2,41.0,10.25,24.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
85.0,Moises Henriques,12,12,24.0,248,1,1/6,248.0,10.33,144.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
86.0,Shubham Agarwal,1,1,4.0,42,1,1/42,42.0,10.5,24.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
87.0,Deepak Chahar,3,3,7.0,74,1,1/35,74.0,10.57,42.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
88.0,Yuvraj Singh,12,2,2.0,22,1,1/6,22.0,11.0,12.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
89.0,Carlos Brathwaite,2,2,6.0,67,1,1/38,67.0,11.16,36.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
90.0,Ashok Dinda,3,3,10.0,119,1,1/26,119.0,11.9,60.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
91.0,Matt Henry,2,2,5.0,71,1,1/31,71.0,14.2,30.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
92.0,Jayant Yadav,2,2,6.0,42,0,0/16,0.0,7.0,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
93.0,Tejas Baroka,1,1,3.3,33,0,0/33,0.0,9.42,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
94.0,Ishant Sharma,6,6,18.0,179,0,0/12,0.0,9.94,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
95.0,Shakib Al Hasan,1,1,3.0,31,0,0/31,0.0,10.33,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
96.0,Shadab Jakati,2,2,5.0,52,0,0/22,0.0,10.4,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
97.0,Angelo Mathews,3,2,5.0,56,0,0/15,0.0,11.2,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
98.0,Marlon Samuels,5,2,3.0,34,0,0/12,0.0,11.33,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
99.0,Rahul Tripathi,14,1,1.0,12,0,0/12,0.0,12.0,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
100.0,Mustafizur Rahman,1,1,2.4,34,0,0/34,0.0,12.75,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
101.0,Anureet Singh,1,1,2.0,26,0,0/26,0.0,13.0,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
102.0,Irfan Pathan,1,1,2.0,26,0,0/26,0.0,13.0,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
103.0,Barinder Sran,1,1,2.0,29,0,0/29,0.0,14.5,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
104.0,Manpreet Gony,1,1,2.0,32,0,0/32,0.0,16.0,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
105.0,Ankit Sharma,1,1,1.0,16,0,0/16,0.0,16.0,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
106.0,Kieron Pollard,17,1,1.5,30,0,0/30,0.0,16.36,0.0,0,0,,2017,Most Wickets,Most Wickets - 2017.csv
1.0,Andrew Tye,14,14,56.0,448,24,4/16,18.66,8.0,14.0,3,0,,2018,Most Wickets,Most Wickets - 2018.csv
2.0,Rashid Khan,17,17,68.0,458,21,3/19,21.8,6.73,19.42,0,0,,2018,Most Wickets,Most Wickets - 2018.csv
3.0,Siddarth Kaul,17,17,66.0,547,21,3/23,26.04,8.28,18.85,0,0,,2018,Most Wickets,Most Wickets - 2018.csv
4.0,Umesh Yadav,14,14,53.1,418,20,3/23,20.9,7.86,15.95,0,0,,2018,Most Wickets,Most Wickets - 2018.csv
5.0,Trent Boult,14,14,52.4,466,18,2/20,25.88,8.84,17.55,0,0,,2018,Most Wickets,Most Wickets - 2018.csv
6.0,Hardik Pandya,13,13,42.4,381,18,3/24,21.16,8.92,14.22,0,0,,2018,Most Wickets,Most Wickets - 2018.csv
7.0,Jasprit Bumrah,14,14,54.0,372,17,3/15,21.88,6.88,19.05,0,0,,2018,Most Wickets,Most Wickets - 2018.csv
8.0,Sunil Narine,16,16,61.0,467,17,3/18,27.47,7.65,21.52,0,0,,2018,Most Wickets,Most Wickets - 2018.csv
9.0,Kuldeep Yadav,16,16,51.2,418,17,4/20,24.58,8.14,18.11,1,0,,2018,Most Wickets,Most Wickets - 2018.csv
10.0,Shardul Thakur,13,13,46.4,431,16,2/18,26.93,9.23,17.5,0,0,,2018,Most Wickets,Most Wickets - 2018.csv
