Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
1061,Kieron Pollard,20,6,333.33,2,2,RR,Narendra Modi Stadium,14 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1062,Moises Henriques,20,6,333.33,3,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1063,Mohit Sharma,20,5,400.0,1,2,MI,Eden Gardens,24 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1064,Karn Sharma,20,5,400.0,0,3,KKR,Eden Gardens,04 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1065,Dwayne Smith,20,5,400.0,2,2,MI,Wankhede Stadium,17 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1066,Brendon McCullum,19,5,380.0,1,2,SRH,Chidambaram,11 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1067,AB de Villiers,19,5,380.0,0,3,PBKS,M. Chinnaswamy Stadium,06 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1068,Harbhajan Singh,19,6,316.66,0,3,PBKS,Wankhede Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1069,James Faulkner,19,5,380.0,1,2,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1070,MS Dhoni,19,5,380.0,0,3,SRH,Chidambaram,11 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1071,Angelo Mathews,19,5,380.0,1,2,KKR,Arun Jaitley Stadium,20 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1072,Andre Russell,19,6,316.66,2,1,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1073,Wriddhiman Saha,19,6,316.66,3,1,RCB,IS Bindra Stadium,13 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1074,David Warner,19,5,380.0,3,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1075,Shreyas Iyer,18,6,300.0,1,2,PBKS,Arun Jaitley Stadium,01 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1076,AB de Villiers,18,5,360.0,1,2,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1077,David Warner,18,6,300.0,4,0,DC,ACA-VDCA Stadium,18 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1078,Hardik Pandya,18,5,360.0,0,3,CSK,Chidambaram,08 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1079,Moises Henriques,18,5,360.0,1,2,KKR,Eden Gardens,04 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1080,Suresh Raina,18,4,450.0,0,3,RCB,M. Chinnaswamy Stadium,22 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1081,Umesh Yadav,18,5,360.0,3,1,RR,Brabourne Stadium,16 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1082,Murali Vijay,18,6,300.0,3,1,KKR,Eden Gardens,09 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1083,Andre Russell,18,5,360.0,1,2,PBKS,Eden Gardens,09 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1084,Rohit Sharma,18,4,450.0,3,1,KKR,Eden Gardens,08 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1085,David Warner,18,5,360.0,3,1,RCB,M. Chinnaswamy Stadium,13 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1086,Eoin Morgan,18,6,300.0,1,2,RR,Brabourne Stadium,07 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1087,Shikhar Dhawan,18,6,300.0,3,1,MI,Wankhede Stadium,25 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1088,Shane Watson,18,4,450.0,3,1,PBKS,Narendra Modi Stadium,21 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1089,JP Duminy,18,5,360.0,1,2,MI,Arun Jaitley Stadium,23 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1090,Mayank Agarwal,18,6,300.0,4,0,RR,Arun Jaitley Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1091,Quinton de Kock,17,5,340.0,1,2,RCB,M. Chinnaswamy Stadium,17 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1092,Deepak Hooda,17,5,340.0,2,1,DC,Arun Jaitley Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1093,Angelo Mathews,17,6,283.33,2,1,RR,Arun Jaitley Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1094,Parthiv Patel,17,5,340.0,2,1,PBKS,IS Bindra Stadium,03 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1095,Albie Morkel,17,5,340.0,2,1,CSK,Chidambaram,09 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1096,Shaun Marsh,17,6,283.33,0,2,RR,Narendra Modi Stadium,21 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1097,Eoin Morgan,17,5,340.0,1,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1098,Unmukt Chand,17,5,340.0,4,0,RCB,M. Chinnaswamy Stadium,19 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1099,Eoin Morgan,17,5,340.0,2,1,RR,Brabourne Stadium,07 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1100,Sarfaraz Khan,17,5,340.0,2,1,RR,M. Chinnaswamy Stadium,29 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1101,Hardik Pandya,17,5,340.0,4,0,KKR,Wankhede Stadium,14 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1102,Kedar Jadhav,17,4,425.0,1,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1103,Dwayne Smith,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,22 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1104,Johan Botha,17,5,340.0,4,0,DC,Eden Gardens,07 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1105,Dwayne Bravo,16,5,320.0,2,1,RR,Narendra Modi Stadium,19 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1106,Virat Kohli,16,5,320.0,2,1,MI,Wankhede Stadium,10 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1107,Virender Sehwag,16,5,320.0,2,1,MI,Wankhede Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1108,Deepak Hooda,16,6,266.66,0,2,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1109,Brendon McCullum,16,6,266.66,2,1,KKR,Eden Gardens,30 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1110,Karun Nair,16,4,400.0,2,1,DC,Brabourne Stadium,03 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1111,Yuvraj Singh,16,5,320.0,0,2,RR,Arun Jaitley Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1112,Mayank Agarwal,16,5,320.0,2,1,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1113,Virat Kohli,16,5,320.0,2,1,PBKS,IS Bindra Stadium,13 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1114,David Warner,16,6,266.66,4,0,PBKS,IS Bindra Stadium,27 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1115,Andre Russell,16,5,320.0,1,2,RCB,M. Chinnaswamy Stadium,02 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1116,Jagadeesha Suchith,16,5,320.0,2,1,PBKS,Wankhede Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1117,Rohit Sharma,16,6,266.66,2,1,CSK,Eden Gardens,24 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1118,Shane Watson,16,5,320.0,2,1,KKR,Brabourne Stadium,16 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1119,Hardik Pandya,15,5,300.0,0,2,RCB,M. Chinnaswamy Stadium,19 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1120,Virender Sehwag,15,4,375.0,2,1,DC,Maharashtra Cricket Association's International Stadium,15 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1121,Steve Smith,15,6,250.0,3,0,SRH,Brabourne Stadium,07 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1122,Andre Russell,15,5,300.0,2,1,PBKS,Eden Gardens,09 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1123,Lendl Simmons,15,6,250.0,2,1,CSK,Chidambaram,08 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1124,David Warner,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,13 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1125,Hardik Pandya,15,6,250.0,2,1,KKR,Wankhede Stadium,14 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1126,David Warner,15,4,375.0,2,1,PBKS,IS Bindra Stadium,27 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1127,Shane Watson,15,5,300.0,0,2,CSK,Narendra Modi Stadium,19 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1128,Ambati Rayudu,15,4,375.0,0,2,CSK,Chidambaram,08 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1129,Ambati Rayudu,15,5,300.0,2,1,RR,Wankhede Stadium,01 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1130,Glenn Maxwell,15,5,300.0,0,2,DC,Maharashtra Cricket Association's International Stadium,15 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1131,Steve Smith,15,6,250.0,3,0,MI,Narendra Modi Stadium,14 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1132,Shreyas Iyer,15,5,300.0,2,1,MI,Arun Jaitley Stadium,23 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1133,Quinton de Kock,15,4,375.0,2,1,RCB,M. Chinnaswamy Stadium,17 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1134,Corey Anderson,15,4,375.0,0,2,KKR,Eden Gardens,08 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1135,Murali Vijay,15,5,300.0,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1136,Robin Uthappa,15,5,300.0,2,1,CSK,Eden Gardens,30 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1137,Lendl Simmons,15,6,250.0,2,1,RCB,Wankhede Stadium,10 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1138,Dwayne Smith,15,5,300.0,1,1,RR,Narendra Modi Stadium,19 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1139,AB de Villiers,15,5,300.0,2,1,KKR,Eden Gardens,11 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1140,AB de Villiers,15,4,375.0,2,1,MI,Wankhede Stadium,10 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1141,Parthiv Patel,15,5,300.0,2,1,CSK,Wankhede Stadium,19 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1142,Shane Watson,15,5,300.0,2,1,CSK,Narendra Modi Stadium,19 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1143,Ryan ten Doeschate,14,6,233.33,2,1,CSK,Chidambaram,28 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1144,Suryakumar Yadav,14,4,350.0,0,2,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1145,Quinton de Kock,14,5,280.0,2,1,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1146,Kieron Pollard,14,5,280.0,2,1,RR,Narendra Modi Stadium,14 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1147,Ambati Rayudu,14,5,280.0,0,2,CSK,Wankhede Stadium,17 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1148,Yuvraj Singh,14,4,350.0,0,2,MI,Wankhede Stadium,05 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1149,Karn Sharma,14,4,350.0,0,2,DC,ACA-VDCA Stadium,18 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1150,Shane Watson,14,6,233.33,1,1,KKR,Brabourne Stadium,16 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1151,MS Dhoni,14,6,233.33,0,1,PBKS,Chidambaram,25 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1152,JP Duminy,14,4,350.0,0,2,RR,Arun Jaitley Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1153,Chris Gayle,14,4,350.0,0,2,PBKS,M. Chinnaswamy Stadium,06 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1154,Moises Henriques,14,3,466.66,0,2,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1155,Lendl Simmons,14,6,233.33,2,1,CSK,Eden Gardens,24 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1156,Chris Gayle,14,6,233.33,2,1,DC,Arun Jaitley Stadium,26 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1157,Dwayne Smith,14,6,233.33,2,1,KKR,Chidambaram,28 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1158,James Faulkner,14,4,350.0,0,2,SRH,Brabourne Stadium,07 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1159,Parthiv Patel,14,6,233.33,3,0,RCB,Wankhede Stadium,10 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1160,Virat Kohli,14,4,350.0,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1161,David Warner,14,6,233.33,0,1,KKR,ACA-VDCA Stadium,22 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1162,JP Duminy,14,6,233.33,0,2,MI,Arun Jaitley Stadium,23 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1163,Dinesh Karthik,14,5,280.0,2,1,RR,M. Chinnaswamy Stadium,29 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1164,Kieron Pollard,14,4,350.0,0,2,CSK,Wankhede Stadium,19 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1165,David Warner,14,5,280.0,0,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1166,Shreyas Iyer,14,6,233.33,3,0,MI,Wankhede Stadium,05 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1167,AB de Villiers,14,3,466.66,2,1,MI,M. Chinnaswamy Stadium,19 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1168,Andre Russell,14,5,280.0,0,2,CSK,Eden Gardens,30 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1169,AB de Villiers,14,5,280.0,2,1,PBKS,M. Chinnaswamy Stadium,06 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1170,Chris Gayle,14,5,280.0,2,1,RR,Narendra Modi Stadium,24 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1171,Michael Hussey,14,5,280.0,0,2,RCB,JSCA Stadium,22 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1172,Mandeep Singh,14,3,466.66,0,2,KKR,M. Chinnaswamy Stadium,02 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1173,JP Duminy,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,17 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1174,David Warner,14,6,233.33,2,1,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1175,Glenn Maxwell,14,5,280.0,2,1,KKR,Eden Gardens,09 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1176,AB de Villiers,14,3,466.66,0,2,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1177,Chris Gayle,14,6,233.33,0,2,KKR,Eden Gardens,11 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1178,Lendl Simmons,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,19 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1179,David Miller,14,4,350.0,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1180,Brendon McCullum,14,5,280.0,3,0,MI,Chidambaram,08 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1181,JP Duminy,14,5,280.0,2,1,SRH,ACA-VDCA Stadium,18 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1182,Ashish Reddy,13,3,433.33,0,2,PBKS,IS Bindra Stadium,27 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1183,Virat Kohli,13,5,260.0,0,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1184,AB de Villiers,13,4,325.0,3,0,MI,Wankhede Stadium,10 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1185,Harbhajan Singh,13,4,325.0,3,0,PBKS,Wankhede Stadium,12 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1186,Shreyas Iyer,13,3,433.33,0,2,MI,Arun Jaitley Stadium,23 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1187,Shreyas Iyer,13,5,260.0,0,2,SRH,ACA-VDCA Stadium,18 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1188,Brendon McCullum,13,5,260.0,0,2,SRH,Chidambaram,11 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1189,Gautam Gambhir,13,6,216.66,2,0,MI,Eden Gardens,08 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1190,Deepak Hooda,13,3,433.33,0,2,MI,Narendra Modi Stadium,14 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1191,Yuvraj Singh,13,4,325.0,0,2,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1192,Yuvraj Singh,13,5,260.0,3,0,RR,Brabourne Stadium,03 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1193,MS Dhoni,13,4,325.0,0,2,DC,Chidambaram,09 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1194,Manish Pandey,13,5,260.0,1,1,MI,Eden Gardens,08 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1195,Suresh Raina,13,5,260.0,1,1,RCB,M. Chinnaswamy Stadium,22 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1196,AB de Villiers,13,5,260.0,3,0,RR,M. Chinnaswamy Stadium,29 April 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1197,AB de Villiers,13,4,325.0,0,2,MI,Wankhede Stadium,10 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1198,Manish Pandey,13,5,260.0,3,0,PBKS,Eden Gardens,09 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1199,Kieron Pollard,13,4,325.0,1,1,RR,Wankhede Stadium,01 May 2015,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1200,Virat Kohli,30,6,500.0,1,4,GL,M. Chinnaswamy Stadium,14 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1201,Yusuf Pathan,24,6,400.0,4,1,RCB,M. Chinnaswamy Stadium,02 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1202,Ben Cutting,23,5,460.0,1,3,RCB,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1203,AB de Villiers,23,6,383.33,1,3,GL,M. Chinnaswamy Stadium,14 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1204,Brendon McCullum,22,6,366.66,3,1,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1205,Sarfaraz Khan,22,5,440.0,4,1,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1206,MS Dhoni,22,6,366.66,1,3,PBKS,ACA-VDCA Stadium,21 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1207,Chris Morris,21,5,420.0,2,2,RPS,ACA-VDCA Stadium,17 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1208,Kieron Pollard,20,4,500.0,0,3,KKR,Wankhede Stadium,28 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1209,Yusuf Pathan,20,5,400.0,2,2,RPS,Eden Gardens,14 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1210,Brendon McCullum,20,4,500.0,2,2,RCB,Saurashtra Cricket Association Stadium,24 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1211,Kieron Pollard,20,5,400.0,0,3,KKR,Wankhede Stadium,28 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1212,MS Dhoni,20,6,333.33,2,1,GL,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1213,Shane Watson,20,6,333.33,5,0,RPS,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1214,Chris Morris,19,4,475.0,0,3,GL,Arun Jaitley Stadium,27 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1215,Krunal Pandya,19,4,475.0,0,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1216,KL Rahul,19,5,380.0,3,1,PBKS,IS Bindra Stadium,09 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1217,David Warner,18,6,300.0,3,0,GL,Saurashtra Cricket Association Stadium,21 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1218,Virat Kohli,18,6,300.0,0,3,PBKS,M. Chinnaswamy Stadium,18 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1219,Chris Gayle,18,6,300.0,0,3,PBKS,M. Chinnaswamy Stadium,18 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1220,Thisara Perera,18,4,450.0,3,1,RCB,Maharashtra Cricket Association's International Stadium,22 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1221,David Warner,18,5,360.0,1,2,RCB,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1222,David Warner,18,6,300.0,1,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1223,Virat Kohli,18,6,300.0,2,1,PBKS,M. Chinnaswamy Stadium,18 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1224,Shane Watson,18,6,300.0,0,3,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1225,Dwayne Smith,18,6,300.0,4,0,DC,Arun Jaitley Stadium,27 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1226,Quinton de Kock,18,4,450.0,3,1,MI,ACA-VDCA Stadium,15 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1227,Suresh Raina,18,6,300.0,3,1,MI,Green Park,21 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1228,Saurabh Tiwary,18,5,360.0,1,2,MI,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1229,Andre Russell,17,5,340.0,1,2,RCB,M. Chinnaswamy Stadium,02 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1230,Virat Kohli,17,5,340.0,1,2,RPS,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1231,Chris Gayle,17,4,425.0,1,2,PBKS,M. Chinnaswamy Stadium,18 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1232,Brendon McCullum,17,6,283.33,1,2,KKR,Eden Gardens,08 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1233,David Warner,17,4,425.0,1,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
